param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
5124,,,,9.22,0.008,9.211,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.27,0.003,0.122,0.275,0.003,0.12,,,,0.517,0.,0.517
5342,,,,,,,,,,0.26,0.007,0.114,0.258,0.003,0.115,,,,,,
5358,,,,,,,,,,,,,,,,,,,0.528,0.,0.528
5456,,,,,,,,,,0.267,0.003,0.125,0.273,0.003,0.128,,,,,,
5489,,,,,,,,,,,,,,,,,,,0.571,0.,0.571
5569,,,,,,,,,,0.279,0.,0.133,0.281,0.004,0.135,,,,,,
5620,,,,,,,,,,,,,,,,,,,0.586,0.,0.586
5683,,,,,,,,,,0.292,0.004,0.141,0.279,0.004,0.135,,,,,,
5693,,,,11.168,0.016,11.148,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,0.747,0.,0.746
5796,,,,,,,,,,0.3,0.,0.148,0.291,0.007,0.144,,,,,,
5881,,,,,,,,,,,,,,,,,,,0.633,0.,0.633
5910,,,,,,,,,,0.296,0.011,0.14,0.301,0.004,0.153,,,,,,
6012,,,,,,,,,,,,,,,,,,,0.68,0.,0.68
6034,,,,,,,,,,,,,,,,,,,0.681,0.,0.681
6142,,,,,,,,,,,,,,,,,,,0.724,0.,0.724
6221,,,,,,,,,,0.302,0.003,0.16,0.325,0.004,0.176,,,,,,
6273,,,,,,,,,,,,,,,,,,,0.723,0.,0.723
6532,,,,,,,,,,0.336,0.004,0.184,0.329,0.007,0.179,,,,,,
6843,,,,,,,,,,0.336,0.007,0.189,0.383,0.011,0.205,,,,,,
6900,,,,,,,,,,,,,,,,,,,0.89,0.,0.89
7154,,,,,,,,,,0.369,0.004,0.212,0.365,0.003,0.218,,,,,,
7346,,,,,,,,,,0.482,0.,0.391,0.35,0.007,0.249,,,,,,
7465,,,,,,,,,,0.364,0.004,0.222,0.392,0.003,0.242,,,,,,
7527,,,,,,,,,,,,,,,,,,,1.129,0.,1.128
7776,,,,,,,,,,0.397,0.004,0.25,0.417,0.003,0.263,,,,,,
8045,,,,,,,,,,,,,,,,,,,1.335,0.,1.335
8087,,,,,,,,,,0.419,0.004,0.27,0.423,0.007,0.274,,,,,,
8154,,,,,,,,,,,,,,,,,,,1.226,0.,1.226
8398,,,,,,,,,,0.437,0.,0.295,0.47,0.004,0.311,,,,,,
8709,,,,,,,,,,0.462,0.003,0.313,0.478,0.016,0.32,,,,,,
8781,,,,,,,,,,,,,,,,,,,1.429,0.,1.429
9019,,,,,,,,,,0.491,0.012,0.337,0.493,0.008,0.341,,,,,,
9330,,,,,,,,,,0.52,0.003,0.367,0.518,0.004,0.366,,,,,,
9409,,,,,,,,,,,,,,,,,,,1.587,0.,1.587
9641,,,,,,,,,,0.55,0.007,0.388,0.53,0.,0.39,,,,,,
9952,,,,,,,,,,0.557,0.003,0.413,0.546,0.003,0.403,,,,,,
10036,,,,,,,,,,,,,,,,,,,1.803,0.,1.803
10056,,,,,,,,,,,,,,,,,,,1.839,0.007,1.831
10263,,,,,,,,,,0.558,0.007,0.412,0.567,0.004,0.425,,,,,,
10574,,,,,,,,,,0.608,0.007,0.45,0.607,0.004,0.461,,,,,,
10663,,,,,,,,,,,,,,,,,,,2.089,0.003,2.085
10885,,,,,,,,,,0.624,0.,0.475,0.655,0.008,0.492,,,,,,
11017,,,,,,,,,,0.796,0.003,0.697,0.781,0.023,0.66,,,,,,
11196,,,,,,,,,,0.646,0.007,0.493,0.665,0.012,0.508,,,,,,
11290,,,,,,,,,,,,,,,,,,,2.322,0.,2.322
11507,,,,,,,,,,0.682,0.004,0.537,0.675,0.007,0.522,,,,,,
11818,,,,,,,,,,0.725,0.007,0.559,0.704,0.004,0.562,,,,,,
11917,,,,,,,,,,,,,,,,,,,2.523,0.,2.523
12544,,,,,,,,,,,,,,,,,,,2.8,0.,2.799
13000,,,,,,,,,,0.805,0.003,0.657,0.81,0.019,0.652,,,,,,
14181,,,,,,,,,,0.956,0.004,0.813,0.935,0.007,0.792,,,,,,
14689,,,,,,,,,,1.219,0.003,1.12,1.028,0.011,0.917,,,,,,
15052,,,,,,,,,,,,,,,,,,,4.085,0.,4.082
15363,,,,,,,,,,1.091,0.007,0.943,1.137,0.004,0.987,,,,,,
16544,,,,,,,,,,1.29,0.003,1.136,1.271,0.,1.112,,,,,,
17561,,,,,,,,,,,,,,,,,,,5.415,0.007,5.406
17726,,,,,,,,,,1.445,0.011,1.281,1.451,0.024,1.28,,,,,,
18361,,,,,,,,,,1.428,0.007,1.327,1.505,0.,1.411,,,,,,
18908,,,,,,,,,,1.54,0.,1.398,1.577,0.007,1.427,,,,,,
20069,,,,,,,,,,,,,,,,,,,6.88,0.003,6.875
20089,,,,,,,,,,1.737,0.012,1.585,1.753,0.007,1.605,,,,,,
21271,,,,,,,,,,1.894,0.007,1.735,1.935,0.004,1.787,,,,,,
22452,,,,,,,,,,2.117,0.003,1.97,2.147,0.004,1.988,,,,,,
22578,,,,,,,,,,,,,,,,,,,8.953,0.,8.952
23634,,,,,,,,,,2.333,0.015,2.157,2.336,0.007,2.185,,,,,,
25086,,,,,,,,,,,,,,,,,,,11.313,0.008,11.304
28361,,,,,,,,,,3.32,0.008,3.17,3.309,0.011,3.154,,,,,,
33087,,,,,,,,,,4.47,0.003,4.325,4.535,0.003,4.381,,,,,,
37814,,,,,,,,,,5.854,0.011,5.699,5.908,0.016,5.744,,,,,,
42540,,,,,,,,,,7.261,0.004,7.108,7.201,0.003,7.053,,,,,,
47267,,,,,,,,,,8.772,0.004,8.622,8.884,0.023,8.717,,,,,,
