param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
12,1,12,0.006,0.,0.006,,,,,,,,,,,,,,,,2.755,0.003,2.751,2.736,0.,2.736,,,
12,3,4,0.002,0.,0.002,,,,,,,,,,,,,,,,0.477,0.,0.477,0.478,0.,0.478,0.457,0.,0.456
12,12,1,0.003,0.,0.003,,,,,,,,,,,,,,,,0.878,0.,0.877,1.039,0.,1.039,,,
13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,5.01,0.,5.01
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,2.143,0.006,2.137
15,1,15,,,,,,,,,,,,,,,,,,,9.823,0.015,9.806,9.469,0.011,9.455,,,
15,15,1,,,,,,,,,,,,,,,,,,,2.095,0.003,2.09,2.548,0.,2.548,,,
16,1,16,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
16,4,4,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
16,16,1,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,12.653,0.019,12.629
17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,5.283,0.011,5.27
18,1,18,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,1.061,0.,1.061
24,1,24,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
27,27,1,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,,,,
30,5,6,0.004,0.,0.004,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
31,1,31,0.022,0.,0.022,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,0.029,0.,0.029,,,,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
37,37,1,0.027,0.,0.027,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
42,1,42,,,,,,,,,,0.119,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
42,6,7,0.005,0.,0.005,,,,,,,0.122,0.004,0.001,0.005,0.,0.005,0.,0.,0.,,,,,,,,,
42,42,1,,,,,,,,,,0.118,0.,0.004,,,,0.,0.,0.,,,,,,,,,
43,1,43,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,,,,,,,,,,,,,0.02,0.,0.02,,,,,,,,,,,,
48,48,1,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
49,1,49,0.055,0.,0.055,,,,,,,,,,,,,,,,,,,,,,,,
49,7,7,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,
49,49,1,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,,,,
55,1,55,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,,,,,
55,55,1,0.029,0.,0.029,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,0.007,0.002,0.005,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
58,1,58,,,,,,,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
58,58,1,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
61,1,61,0.071,0.,0.071,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1,0.033,0.,0.032,,,,,,,,,,,,,,,,,,,,,,,,
64,1,64,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,8,8,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,64,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
67,1,67,0.102,0.,0.102,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,,,,,
68,1,68,,,,,,,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
68,68,1,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
72,8,9,0.008,0.,0.008,,,,,,,0.119,0.003,0.001,0.007,0.,0.007,0.,0.,0.,,,,,,,,,
74,1,74,0.097,0.,0.097,,,,,,,,,,,,,,,,,,,,,,,,
74,74,1,0.049,0.,0.049,,,,,,,,,,,,,,,,,,,,,,,,
78,1,78,,,,,,,,,,0.135,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
78,78,1,,,,,,,,,,0.127,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
79,1,79,,,,,,,,,,,,,0.036,0.,0.036,,,,,,,,,,,,
79,79,1,,,,,,,,,,,,,0.015,0.,0.015,,,,,,,,,,,,
80,1,80,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,,,,,
80,80,1,0.159,0.,0.159,,,,,,,,,,,,,,,,,,,,,,,,
86,1,86,0.122,0.,0.122,,,,,,,,,,,,,,,,,,,,,,,,
86,86,1,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,,,,,
89,1,89,,,,,,,,,,,,,0.059,0.,0.059,,,,,,,,,,,,
89,89,1,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
90,9,10,0.01,0.,0.01,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
92,1,92,0.145,0.,0.145,,,,,,,,,,,,,,,,,,,,,,,,
92,92,1,0.063,0.,0.063,,,,,,,,,,,,,,,,,,,,,,,,
98,1,98,0.167,0.,0.167,,,,,,,,,,,,,,,,,,,,,,,,
98,98,1,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,,,,,
99,1,99,,,,,,,,,,,,,0.052,0.,0.052,,,,,,,,,,,,
99,99,1,,,,,,,,,,,,,0.025,0.,0.025,,,,,,,,,,,,
104,1,104,0.193,0.,0.193,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.101,0.,0.101,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.203,0.,0.203,,,,,,,,,,0.059,0.,0.059,,,,,,,,,,,,
110,10,11,0.014,0.,0.014,,,,,,,0.125,0.003,0.001,0.011,0.,0.011,0.,0.,0.,,,,,,,,,
110,110,1,0.2,0.,0.2,,,,,,,,,,0.026,0.,0.026,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.121,0.004,0.001,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.121,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.233,0.,0.233,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.111,0.,0.111,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,0.086,0.,0.086,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
123,1,123,0.213,0.,0.213,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.118,0.,0.118,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.282,0.,0.282,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.281,0.,0.281,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,0.08,0.,0.08,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,0.04,0.,0.04,,,,,,,,,,,,
132,11,12,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,,,,0.013,0.,0.013,,,,,,,,,,,,
135,1,135,0.319,0.,0.319,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.178,0.,0.178,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,0.088,0.,0.088,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,0.04,0.,0.04,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.122,0.,0.005,,,,0.,0.,0.,,,,,,,,,
150,150,1,,,,,,,,,,0.122,0.003,0.001,,,,0.001,0.,0.001,,,,,,,,,
151,1,151,,,,,,,,,,,,,0.099,0.,0.099,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,0.042,0.,0.042,,,,,,,,,,,,
156,12,13,0.021,0.,0.021,,,,,,,0.117,0.003,0.001,0.017,0.,0.017,0.,0.,0.,,,,,,,,,
157,1,157,0.376,0.,0.376,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.177,0.,0.177,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,0.217,0.,0.217,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,0.055,0.,0.055,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,0.119,0.,0.119,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,0.055,0.,0.055,,,,,,,,,,,,
180,1,180,0.428,0.,0.428,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.23,0.,0.23,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,0.16,0.,0.16,,,,,,,,,,,,
182,13,14,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.117,0.,0.005,0.018,0.,0.018,0.001,0.,0.001,,,,,,,,,
182,182,1,,,,,,,,,,,,,0.054,0.,0.054,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.117,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
185,185,1,,,,,,,,,,0.118,0.,0.005,,,,0.001,0.,0.001,,,,,,,,,
193,1,193,,,,,,,,,,,,,0.147,0.,0.147,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,0.075,0.,0.075,,,,,,,,,,,,
202,1,202,0.638,0.,0.638,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.365,0.,0.365,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,0.158,0.,0.158,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,0.08,0.,0.08,,,,,,,,,,,,
210,1,210,0.704,0.003,0.7,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.024,0.,0.024,,,,,,,0.116,0.,0.005,0.023,0.,0.023,0.001,0.,0.001,,,,,,,,,
210,210,1,0.482,0.,0.482,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,0.195,0.,0.195,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,0.095,0.,0.095,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.127,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
221,221,1,,,,,,,,,,0.118,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
224,1,224,0.697,0.,0.697,,,,,,,,,,0.189,0.,0.189,,,,,,,,,,,,
224,224,1,0.403,0.,0.403,,,,,,,,,,0.084,0.,0.084,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,0.21,0.,0.21,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,0.086,0.,0.086,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
240,15,16,0.027,0.,0.027,0.,0.,0.,0.001,0.,0.001,,,,0.024,0.,0.024,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,0.336,0.,0.336,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,0.094,0.003,0.091,,,,,,,,,,,,
247,1,247,0.77,0.,0.77,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.448,0.,0.448,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,0.25,0.,0.25,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,0.096,0.,0.096,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.118,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
257,257,1,,,,,,,,,,0.118,0.,0.006,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,1.076,0.,1.076,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.632,0.003,0.628,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.033,0.,0.033,,,,,,,0.115,0.,0.005,,,,0.001,0.,0.001,,,,,,,,,
291,1,291,,,,,,,,,,,,,0.28,0.,0.28,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,0.144,0.,0.144,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.117,0.,0.005,,,,0.001,0.,0.001,,,,,,,,,
293,293,1,,,,,,,,,,0.122,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
297,1,297,,,,0.001,0.,0.001,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.001,0.,0.001,0.092,0.003,0.002,0.033,0.,0.033,0.002,0.,0.002,,,,,,,,,
307,1,307,,,,,,,,,,0.095,0.,0.005,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.091,0.,0.006,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,0.341,0.003,0.337,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,0.187,0.,0.187,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.127,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.12,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
336,1,336,1.451,0.,1.451,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.9,0.,0.9,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.041,0.,0.041,0.,0.,0.,0.001,0.,0.001,0.116,0.,0.005,0.039,0.,0.039,0.001,0.,0.001,,,,,,,,,
355,1,355,,,,0.001,0.,0.001,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,0.422,0.,0.422,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,0.207,0.,0.207,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.129,0.006,0.,,,,0.001,0.,0.001,,,,,,,,,
365,365,1,,,,,,,,,,0.141,0.004,0.022,,,,0.002,0.,0.002,,,,,,,,,
380,19,20,,,,,,,,,,0.118,0.004,0.002,0.042,0.,0.042,0.001,0.,0.001,,,,,,,,,
400,1,400,,,,,,,,,,,,,0.611,0.,0.61,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,0.042,0.,0.042,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,0.277,0.,0.277,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.121,0.004,0.002,,,,0.002,0.,0.002,,,,,,,,,
401,401,1,,,,,,,,,,0.12,0.,0.006,,,,0.002,0.,0.002,,,,,,,,,
402,1,402,,,,,,,,,,,,,0.497,0.,0.497,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,0.268,0.,0.268,,,,,,,,,,,,
404,1,404,2.385,0.,2.385,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,1.459,0.003,1.455,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.001,0.,0.001,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
414,1,414,2.54,0.,2.538,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,1.558,0.,1.558,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.049,0.,0.049,0.,0.,0.,0.,0.,0.001,0.121,0.006,0.,0.043,0.,0.043,0.002,0.,0.002,,,,,,,,,
436,1,436,,,,,,,,,,,,,0.572,0.,0.572,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,0.284,0.,0.284,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.119,0.001,0.005,,,,0.002,0.,0.002,,,,,,,,,
437,437,1,,,,,,,,,,0.134,0.003,0.004,,,,0.003,0.,0.003,,,,,,,,,
462,21,22,0.067,0.,0.067,0.,0.,0.,0.001,0.,0.001,0.128,0.004,0.003,0.05,0.,0.05,0.002,0.,0.002,,,,,,,,,
471,1,471,2.755,0.,2.754,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,1.643,0.004,1.639,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.002,0.,0.002,0.001,0.,0.001,0.125,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
472,472,1,,,,0.001,0.,0.001,0.001,0.,0.001,0.125,0.003,0.005,,,,0.003,0.,0.003,,,,,,,,,
473,1,473,,,,,,,,,,,,,0.737,0.,0.737,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,0.346,0.,0.346,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.13,0.,0.006,0.055,0.,0.055,0.002,0.,0.002,,,,,,,,,
508,1,508,,,,,,,,,,0.127,0.004,0.003,,,,0.002,0.,0.002,,,,,,,,,
508,508,1,,,,,,,,,,0.133,0.,0.008,,,,0.003,0.,0.003,,,,,,,,,
509,1,509,,,,,,,,,,,,,0.841,0.,0.841,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,0.328,0.,0.328,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
538,1,538,4.139,0.,4.139,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,2.444,0.,2.444,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.123,0.004,0.002,,,,0.002,0.,0.002,,,,,,,,,
544,544,1,,,,,,,,,,0.135,0.004,0.004,,,,0.004,0.,0.004,,,,,,,,,
552,23,24,0.065,0.,0.065,0.001,0.,0.001,0.002,0.,0.002,0.132,0.004,0.002,,,,0.002,0.,0.002,,,,,,,,,
580,1,580,,,,,,,,,,0.121,0.,0.006,,,,0.002,0.,0.002,,,,,,,,,
580,580,1,,,,,,,,,,0.125,0.002,0.005,,,,0.003,0.,0.003,,,,,,,,,
588,1,588,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
588,588,1,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
600,24,25,,,,0.001,0.,0.001,0.001,0.,0.001,0.09,0.,0.007,,,,0.002,0.,0.002,,,,,,,,,
609,1,609,,,,,,,,,,0.091,0.003,0.003,,,,,,,,,,,,,,,
609,609,1,,,,,,,,,,0.096,0.002,0.005,,,,,,,,,,,,,,,
616,1,616,,,,,,,,,,0.15,0.012,0.016,,,,0.002,0.,0.002,,,,,,,,,
616,616,1,,,,,,,,,,0.125,0.003,0.004,,,,0.003,0.,0.003,,,,,,,,,
636,1,636,,,,,,,,,,,,,1.106,0.,1.106,,,,,,,,,,,,
636,636,1,,,,,,,,,,,,,0.521,0.,0.521,,,,,,,,,,,,
646,1,646,,,,0.002,0.,0.002,0.017,0.007,0.009,,,,,,,,,,,,,,,,,,
646,646,1,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
650,25,26,,,,0.001,0.,0.001,0.001,0.,0.001,0.124,0.,0.008,0.073,0.,0.073,0.002,0.,0.002,,,,,,,,,
652,1,652,,,,,,,,,,0.125,0.003,0.004,,,,0.002,0.,0.002,,,,,,,,,
652,652,1,,,,,,,,,,0.136,0.003,0.005,,,,0.004,0.,0.004,,,,,,,,,
688,1,688,,,,,,,,,,0.131,0.007,0.001,,,,0.003,0.,0.003,,,,,,,,,
688,688,1,,,,,,,,,,0.131,0.003,0.005,,,,0.004,0.,0.004,,,,,,,,,
702,26,27,,,,0.001,0.,0.001,0.001,0.,0.001,0.124,0.003,0.004,,,,0.003,0.,0.003,,,,,,,,,
704,1,704,,,,0.019,0.,0.019,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
704,704,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
724,1,724,,,,,,,,,,0.124,0.,0.008,,,,0.003,0.,0.003,,,,,,,,,
724,724,1,,,,,,,,,,0.126,0.003,0.005,,,,0.004,0.,0.004,,,,,,,,,
756,27,28,,,,0.001,0.,0.001,0.002,0.,0.002,0.124,0.003,0.004,0.086,0.,0.086,0.003,0.003,0.,,,,,,,,,
760,1,760,,,,,,,,,,0.124,0.006,0.,,,,0.003,0.,0.003,,,,,,,,,
760,760,1,,,,,,,,,,0.123,0.,0.008,,,,0.004,0.,0.004,,,,,,,,,
762,1,762,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
762,762,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
763,1,763,,,,,,,,,,,,,1.555,0.003,1.551,,,,,,,,,,,,
763,763,1,,,,,,,,,,,,,0.727,0.,0.727,,,,,,,,,,,,
795,1,795,,,,,,,,,,0.129,0.,0.007,,,,0.003,0.,0.003,,,,,,,,,
795,795,1,,,,,,,,,,0.127,0.004,0.004,,,,0.004,0.,0.004,,,,,,,,,
798,1,798,,,,,,,,,,,,,1.778,0.,1.778,,,,,,,,,,,,
798,798,1,,,,,,,,,,,,,1.077,0.003,1.073,,,,,,,,,,,,
807,1,807,9.186,0.004,9.182,,,,,,,,,,,,,,,,,,,,,,,,
807,807,1,5.833,0.007,5.825,,,,,,,,,,,,,,,,,,,,,,,,
812,28,29,0.105,0.,0.105,0.001,0.,0.001,0.002,0.,0.002,0.13,0.004,0.007,0.112,0.,0.111,0.004,0.,0.004,,,,,,,,,
