param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
0,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.003,0.,0.003,0.002,0.,0.002
1,0.004,0.,0.003,0.004,0.,0.004,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.003,0.,0.002,0.003,0.,0.003
2,0.007,0.001,0.005,0.007,0.002,0.004,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.006,0.001,0.004,0.005,0.001,0.003
3,0.011,0.003,0.008,0.011,0.002,0.009,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.01,0.002,0.007,0.009,0.001,0.007
4,0.014,0.001,0.012,0.013,0.003,0.01,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.012,0.001,0.01,0.011,0.002,0.009
5,0.054,0.005,0.049,0.053,0.004,0.049,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.052,0.004,0.047,0.051,0.003,0.047
6,0.018,0.,0.018,0.018,0.,0.017,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.015,0.,0.015,0.015,0.,0.015
7,0.035,0.,0.035,0.035,0.,0.035,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.033,0.,0.033,0.032,0.,0.032
8,0.027,0.,0.027,0.029,0.,0.027,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.001,0.,0.001,0.023,0.,0.023,0.026,0.,0.023
9,0.032,0.,0.032,0.033,0.,0.033,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.028,0.,0.028,0.029,0.,0.029
10,0.086,0.012,0.073,0.087,0.013,0.074,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.082,0.012,0.069,0.084,0.013,0.071
11,0.044,0.,0.044,0.046,0.,0.046,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.04,0.,0.04,0.042,0.,0.042
12,0.055,0.,0.055,0.058,0.,0.058,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.051,0.,0.051,0.053,0.,0.053
13,0.065,0.,0.065,0.069,0.,0.069,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.06,0.,0.06,0.064,0.,0.064
14,0.068,0.,0.068,0.071,0.,0.071,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.063,0.,0.063,0.066,0.,0.066
15,0.139,0.,0.139,0.14,0.,0.14,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.133,0.,0.133,0.134,0.,0.134
16,0.134,0.,0.134,0.121,0.,0.121,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.128,0.,0.128,0.115,0.,0.115
17,0.101,0.,0.101,0.115,0.,0.115,0.003,0.,0.003,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.094,0.,0.094,0.108,0.,0.108
18,0.124,0.,0.124,0.118,0.,0.118,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.116,0.,0.116,0.111,0.,0.111
19,0.19,0.,0.19,0.209,0.001,0.208,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.003,0.183,0.,0.183,0.201,0.,0.201
20,0.155,0.,0.154,0.154,0.,0.154,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.147,0.,0.146,0.145,0.,0.145
21,0.198,0.,0.198,0.202,0.,0.202,0.004,0.,0.004,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.189,0.,0.189,0.193,0.,0.193
22,0.171,0.,0.171,0.176,0.,0.176,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005,0.161,0.,0.161,0.166,0.,0.166
23,0.189,0.,0.188,0.193,0.,0.193,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.004,0.005,0.,0.005,0.179,0.,0.179,0.183,0.,0.183
24,0.208,0.,0.208,0.214,0.,0.214,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.005,0.197,0.,0.197,0.203,0.,0.203
25,0.224,0.,0.223,0.235,0.,0.235,0.005,0.,0.005,0.005,0.,0.005,0.006,0.,0.006,0.006,0.,0.006,0.213,0.,0.212,0.223,0.,0.223
30,0.445,0.,0.445,0.448,0.,0.448,0.006,0.,0.006,0.006,0.,0.006,0.007,0.,0.007,0.007,0.,0.007,0.43,0.,0.43,0.433,0.,0.433
35,0.498,0.,0.498,0.512,0.,0.512,0.009,0.,0.009,0.008,0.,0.008,0.009,0.,0.009,0.01,0.,0.01,0.478,0.,0.478,0.493,0.,0.493
40,0.814,0.,0.814,0.828,0.,0.828,0.012,0.,0.012,0.011,0.,0.011,0.011,0.,0.011,0.012,0.,0.012,0.79,0.,0.79,0.804,0.,0.804
45,0.938,0.,0.938,1.009,0.,1.008,0.013,0.,0.013,0.013,0.,0.013,0.015,0.,0.015,0.015,0.,0.015,0.909,0.,0.909,0.979,0.,0.979
50,1.24,0.,1.24,1.265,0.,1.265,0.016,0.,0.016,0.016,0.,0.016,0.018,0.,0.018,0.018,0.,0.018,1.205,0.,1.205,1.23,0.,1.23
