param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-native-compute-compilation-real,cps+native-compute-native-compute-conversion-to-native-code-real,cps+native-compute-native-compute-evaluation-real,cps+native-compute-native-compute-reification-real,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
104,1,104,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.038,0.,0.038,,,,,,,,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
110,10,11,0.006,0.,0.006,,,,,,,0.09771,0.00019,0.00050,0.00031,0.098,0.001,0.,0.006,0.,0.006,0.,0.,0.,,,,,,,,,
110,110,1,0.023,0.,0.023,,,,,,,,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.09957,0.00017,0.00051,0.00031,0.1,0.,0.001,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.10072,0.00019,0.00052,0.00057,0.102,0.002,0.,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.073,0.,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,,,,,0.034,0.,0.034,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,,,,,0.015,0.,0.015,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
123,1,123,0.061,0.,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.035,0.,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,,,,,0.041,0.,0.041,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,,,,,0.02,0.,0.02,,,,,,,,,,,,
132,11,12,0.007,0.,0.007,0.,0.,0.,0.,0.,0.,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
135,1,135,0.06,0.,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,,,,,0.045,0.,0.045,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,,,,,0.021,0.,0.021,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.14614,0.00018,0.00057,0.00042,0.147,0.004,0.044,,,,0.,0.,0.,,,,,,,,,
150,150,1,,,,,,,,,,0.10191,0.00018,0.00051,0.00054,0.103,0.,0.002,,,,0.001,0.,0.,,,,,,,,,
151,1,151,,,,,,,,,,,,,,,,,0.049,0.,0.049,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
156,12,13,0.008,0.,0.008,,,,,,,0.10136,0.00018,0.00052,0.00042,0.102,0.001,0.001,0.009,0.,0.009,0.,0.,0.,,,,,,,,,
157,1,157,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.102,0.,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,,,,,0.055,0.,0.055,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,,,,,0.029,0.,0.028,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,,,,,0.061,0.,0.061,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
180,1,180,0.084,0.,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,,,,,0.073,0.,0.073,,,,,,,,,,,,
182,13,14,0.01,0.,0.01,0.,0.,0.,0.,0.,0.,0.10168,0.00017,0.00053,0.00048,0.103,0.,0.002,0.01,0.,0.01,0.001,0.,0.001,,,,,,,,,
182,182,1,,,,,,,,,,,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.10003,0.00017,0.00055,0.00049,0.101,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
185,185,1,,,,,,,,,,0.10134,0.00017,0.00052,0.00064,0.102,0.,0.002,,,,0.001,0.,0.,,,,,,,,,
193,1,193,,,,,,,,,,,,,,,,,0.077,0.,0.077,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,,,,,0.041,0.,0.041,,,,,,,,,,,,
202,1,202,0.127,0.,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.078,0.,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,,,,,0.082,0.,0.082,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,,,,,0.042,0.,0.041,,,,,,,,,,,,
210,1,210,0.172,0.008,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.011,0.,0.011,,,,,,,0.09876,0.00018,0.00050,0.00056,0.1,0.,0.001,0.012,0.,0.012,0.001,0.,0.001,,,,,,,,,
210,210,1,0.08,0.,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,,,,,0.15,0.,0.15,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,,,,,0.044,0.,0.044,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.09664,0.00019,0.00054,0.00056,0.098,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
221,221,1,,,,,,,,,,0.09756,0.00017,0.00054,0.00072,0.099,0.002,0.,,,,0.001,0.,0.001,,,,,,,,,
224,1,224,0.13,0.,0.13,,,,,,,,,,,,,,0.099,0.,0.099,,,,,,,,,,,,
224,224,1,0.089,0.,0.089,,,,,,,,,,,,,,0.078,0.,0.078,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,,,,,0.103,0.,0.103,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,,,,,0.05,0.,0.05,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.001,0.,0.,,,,,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
240,15,16,0.013,0.,0.013,0.,0.,0.,0.,0.,0.,,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,,,,,0.129,0.,0.129,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,,,,,0.049,0.,0.049,,,,,,,,,,,,
247,1,247,0.147,0.,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.093,0.,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,,,,,0.119,0.,0.119,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,,,,,0.052,0.,0.052,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.09783,0.00018,0.00052,0.00066,0.099,0.,0.001,,,,0.046,0.003,0.043,,,,,,,,,
257,257,1,,,,,,,,,,0.10143,0.00018,0.00051,0.00090,0.103,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,0.181,0.,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.13,0.,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.015,0.,0.015,,,,,,,0.09906,0.00018,0.00053,0.00073,0.1,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
291,1,291,,,,,,,,,,,,,,,,,0.15,0.,0.15,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,,,,,0.075,0.,0.075,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.10004,0.00018,0.00050,0.00074,0.101,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
293,293,1,,,,,,,,,,0.09806,0.00018,0.00056,0.00096,0.099,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
297,1,297,,,,0.001,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.001,0.,0.,,,,,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.,0.,0.,0.09645,0.00021,0.00051,0.00093,0.098,0.,0.003,0.018,0.,0.018,0.001,0.,0.001,,,,,,,,,
307,1,307,,,,,,,,,,0.09965,0.00036,0.00050,0.00092,0.101,0.001,0.001,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.09684,0.00018,0.00071,0.00116,0.099,0.003,0.,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,,,,,0.196,0.,0.196,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,,,,,0.093,0.,0.092,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.10032,0.00018,0.00055,0.00082,0.102,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.09904,0.00022,0.00051,0.00110,0.101,0.001,0.002,,,,0.001,0.,0.001,,,,,,,,,
336,1,336,0.263,0.,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.173,0.,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.09767,0.00018,0.00052,0.00087,0.099,0.,0.002,0.02,0.,0.02,0.001,0.,0.001,,,,,,,,,
355,1,355,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.044,0.003,0.041,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,,,,,0.233,0.,0.232,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,,,,,0.097,0.,0.097,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.09868,0.00018,0.00056,0.00091,0.1,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
365,365,1,,,,,,,,,,0.09773,0.00020,0.00054,0.00119,0.099,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
380,19,20,,,,,,,,,,0.11192,0.00017,0.00056,0.00098,0.113,0.,0.015,0.023,0.,0.023,0.001,0.,0.001,,,,,,,,,
400,1,400,,,,,,,,,,,,,,,,,0.275,0.,0.275,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,,,,,0.095,0.,0.095,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,,,,,0.143,0.,0.142,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.09750,0.00021,0.00060,0.00099,0.099,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
401,401,1,,,,,,,,,,0.09936,0.00018,0.00053,0.00154,0.101,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
402,1,402,,,,,,,,,,,,,,,,,0.326,0.01,0.316,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,,,,,0.154,0.,0.154,,,,,,,,,,,,
404,1,404,0.378,0.,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,0.283,0.,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
414,1,414,0.486,0.,0.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,0.38,0.,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.055,0.,0.055,0.,0.,0.,0.,0.,0.,0.09933,0.00018,0.00054,0.00111,0.101,0.001,0.002,0.029,0.,0.028,0.001,0.,0.001,,,,,,,,,
436,1,436,,,,,,,,,,,,,,,,,0.343,0.,0.343,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,,,,,0.156,0.,0.156,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.10006,0.00018,0.00062,0.00108,0.102,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
437,437,1,,,,,,,,,,0.09763,0.00018,0.00051,0.00146,0.099,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
462,21,22,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.09752,0.00018,0.00051,0.00127,0.099,0.002,0.001,0.035,0.,0.035,0.015,0.,0.015,,,,,,,,,
471,1,471,0.479,0.,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,0.337,0.,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.001,0.,0.001,0.001,0.,0.001,0.09720,0.00018,0.00055,0.00117,0.099,0.001,0.002,,,,0.002,0.,0.002,,,,,,,,,
472,472,1,,,,0.,0.,0.,0.001,0.,0.001,0.09787,0.00019,0.00057,0.00151,0.1,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
473,1,473,,,,,,,,,,,,,,,,,0.369,0.,0.369,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,,,,,0.186,0.,0.185,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.09805,0.00017,0.00055,0.00125,0.1,0.001,0.001,0.032,0.,0.032,0.002,0.,0.002,,,,,,,,,
508,1,508,,,,,,,,,,0.09716,0.00017,0.00056,0.00124,0.099,0.001,0.002,,,,0.002,0.,0.002,,,,,,,,,
508,508,1,,,,,,,,,,0.09785,0.00018,0.00056,0.00164,0.1,0.001,0.002,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,,,,,0.421,0.,0.421,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,,,,,0.186,0.,0.186,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
538,1,538,0.666,0.,0.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,0.498,0.002,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.09742,0.00018,0.00055,0.00133,0.099,0.001,0.001,,,,0.002,0.,0.002,,,,,,,,,
544,544,1,,,,,,,,,,0.09750,0.00019,0.00065,0.00175,0.1,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
