param-n,autorewrite-noop-regression-quadratic-real,autorewrite-noop-regression-quadratic-sys,autorewrite-noop-regression-quadratic-user,try-rewrite!-noop-regression-quadratic-real,try-rewrite!-noop-regression-quadratic-sys,try-rewrite!-noop-regression-quadratic-user,try-rewrite-noop-regression-quadratic-real,try-rewrite-noop-regression-quadratic-sys,try-rewrite-noop-regression-quadratic-user,try-rewrite?-noop-regression-quadratic-real,try-rewrite?-noop-regression-quadratic-sys,try-rewrite?-noop-regression-quadratic-user,try-ssr-rewrite!-noop-regression-linear-real,try-ssr-rewrite!-noop-regression-linear-sys,try-ssr-rewrite!-noop-regression-linear-user,try-ssr-rewrite-noop-regression-linear-real,try-ssr-rewrite-noop-regression-linear-sys,try-ssr-rewrite-noop-regression-linear-user,try-ssr-rewrite?-noop-regression-linear-real,try-ssr-rewrite?-noop-regression-linear-sys,try-ssr-rewrite?-noop-regression-linear-user
464,0.014,0.,0.014,0.013,0.,0.013,0.015,0.,0.015,0.013,0.,0.013,0.,0.,0.,0.,0.,0.,0.,0.,0.
468,0.012,0.,0.012,0.013,0.,0.013,0.014,0.,0.014,0.013,0.,0.013,0.,0.,0.,0.,0.,0.,0.,0.,0.
472,0.012,0.,0.012,0.012,0.,0.012,0.015,0.,0.015,0.013,0.,0.013,0.,0.,0.,0.,0.,0.,0.,0.,0.
476,0.012,0.,0.012,0.014,0.,0.014,0.015,0.,0.015,0.014,0.,0.014,0.,0.,0.,0.,0.,0.,0.,0.,0.
480,0.013,0.,0.013,0.013,0.,0.013,0.015,0.,0.015,0.014,0.,0.014,0.,0.,0.,0.,0.,0.,0.,0.,0.
484,0.015,0.,0.015,0.015,0.,0.015,0.015,0.,0.015,0.014,0.,0.014,0.,0.,0.,0.,0.,0.,0.,0.,0.
488,0.014,0.,0.014,0.015,0.,0.015,0.014,0.,0.014,0.014,0.003,0.01,0.,0.,0.,0.,0.,0.,0.,0.,0.
492,0.013,0.,0.013,0.015,0.,0.015,0.014,0.,0.014,0.014,0.,0.014,0.,0.,0.,0.,0.,0.,0.,0.,0.
496,0.014,0.,0.014,0.014,0.,0.014,0.015,0.,0.015,0.016,0.,0.016,0.,0.,0.,0.,0.,0.,0.,0.,0.
500,0.016,0.,0.016,0.015,0.,0.015,0.015,0.,0.015,0.014,0.,0.014,0.,0.,0.,0.,0.,0.,0.,0.,0.
504,0.015,0.,0.015,0.015,0.,0.015,0.016,0.,0.016,0.015,0.,0.015,0.,0.,0.,0.,0.,0.,0.,0.,0.
508,0.015,0.,0.015,0.013,0.,0.013,0.017,0.,0.017,0.016,0.,0.016,0.,0.,0.,0.,0.,0.,0.,0.,0.
512,0.017,0.,0.017,0.016,0.,0.016,0.017,0.,0.017,0.015,0.,0.015,0.,0.,0.,0.,0.,0.,0.,0.,0.
516,0.015,0.,0.015,0.016,0.,0.016,0.017,0.,0.017,0.014,0.,0.014,0.,0.,0.,0.,0.,0.,0.,0.,0.
520,0.017,0.,0.017,0.028,0.,0.028,0.016,0.,0.016,0.017,0.,0.017,0.,0.,0.,0.,0.,0.,0.,0.,0.
524,0.017,0.,0.017,0.017,0.,0.017,0.017,0.003,0.013,0.019,0.,0.019,0.,0.,0.,0.,0.,0.,0.,0.,0.
528,0.018,0.,0.018,0.017,0.,0.017,0.017,0.,0.017,0.016,0.,0.016,0.,0.,0.,0.,0.,0.,0.,0.,0.
532,0.017,0.,0.017,0.02,0.,0.02,0.017,0.,0.017,0.019,0.,0.019,0.,0.,0.,0.,0.,0.,0.,0.,0.
536,0.017,0.,0.017,0.018,0.,0.018,0.016,0.,0.016,0.016,0.,0.016,0.,0.,0.,0.,0.,0.,0.,0.,0.
540,0.016,0.,0.016,0.018,0.,0.018,0.018,0.,0.018,0.016,0.,0.016,0.,0.,0.,0.,0.,0.,0.,0.,0.
544,0.016,0.,0.016,0.017,0.,0.017,0.017,0.,0.017,0.018,0.,0.018,0.,0.,0.,0.,0.,0.,0.,0.,0.
548,0.018,0.,0.018,0.018,0.,0.018,0.017,0.,0.017,0.019,0.,0.019,0.,0.,0.,0.,0.,0.,0.,0.,0.
552,0.018,0.,0.018,0.018,0.,0.018,0.018,0.,0.018,0.019,0.,0.019,0.,0.,0.,0.,0.,0.,0.,0.,0.
556,0.018,0.,0.018,0.016,0.,0.016,0.018,0.,0.018,0.018,0.,0.018,0.,0.,0.,0.,0.,0.,0.,0.,0.
560,0.018,0.,0.018,0.02,0.,0.02,0.02,0.,0.02,0.024,0.,0.024,0.,0.,0.,0.,0.,0.,0.,0.,0.
564,0.018,0.,0.018,0.019,0.,0.019,0.018,0.,0.018,0.019,0.,0.019,0.,0.,0.,0.,0.,0.,0.,0.,0.
568,0.019,0.,0.019,0.019,0.,0.019,0.019,0.,0.019,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.,0.,0.
572,0.02,0.,0.02,0.019,0.,0.019,0.019,0.,0.019,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.,0.,0.
576,0.02,0.,0.02,0.021,0.,0.021,0.019,0.,0.019,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.,0.,0.
580,0.019,0.,0.019,0.019,0.,0.019,0.019,0.,0.019,0.018,0.,0.018,0.,0.,0.,0.,0.,0.,0.,0.,0.
584,0.02,0.,0.02,0.019,0.,0.019,0.019,0.,0.019,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.,0.,0.
588,0.02,0.,0.02,0.02,0.,0.02,0.019,0.,0.019,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.,0.,0.
592,0.019,0.,0.019,0.021,0.,0.021,0.021,0.,0.021,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,0.,0.,0.
596,0.02,0.,0.02,0.02,0.,0.02,0.02,0.,0.02,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,0.,0.,0.
600,0.02,0.,0.02,0.019,0.,0.019,0.021,0.,0.021,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,0.,0.,0.
604,0.02,0.,0.02,0.022,0.,0.022,0.021,0.,0.021,0.022,0.,0.022,0.,0.,0.,0.,0.,0.,0.,0.,0.
608,0.023,0.,0.023,0.021,0.,0.021,0.021,0.,0.021,0.023,0.,0.023,0.,0.,0.,0.,0.,0.,0.,0.,0.
612,0.021,0.,0.021,0.022,0.,0.022,0.021,0.,0.021,0.023,0.,0.023,0.,0.,0.,0.,0.,0.,0.,0.,0.
616,0.023,0.,0.023,0.022,0.,0.022,0.022,0.,0.022,0.023,0.,0.023,0.,0.,0.,0.,0.,0.,0.,0.,0.
620,0.026,0.,0.026,0.022,0.,0.022,0.022,0.,0.022,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.,0.,0.
624,0.023,0.,0.023,0.023,0.,0.023,0.028,0.,0.028,0.024,0.,0.024,0.,0.,0.,0.,0.,0.,0.,0.,0.
628,0.022,0.,0.022,0.023,0.,0.023,0.023,0.,0.023,0.022,0.,0.022,0.,0.,0.,0.,0.,0.,0.,0.,0.
632,0.023,0.,0.023,0.022,0.,0.022,0.022,0.,0.022,0.023,0.,0.023,0.,0.,0.,0.,0.,0.,0.,0.,0.
636,0.025,0.,0.025,0.022,0.,0.022,0.023,0.,0.023,0.022,0.,0.022,0.,0.,0.,0.,0.,0.,0.,0.,0.
640,0.022,0.,0.022,0.022,0.,0.022,0.024,0.,0.024,0.023,0.,0.023,0.,0.,0.,0.,0.,0.,0.,0.,0.
644,0.022,0.,0.022,0.024,0.,0.024,0.024,0.,0.024,0.023,0.,0.023,0.,0.,0.,0.,0.,0.,0.,0.,0.
648,0.023,0.,0.023,0.022,0.,0.022,0.023,0.,0.023,0.023,0.,0.023,0.,0.,0.,0.,0.,0.,0.,0.,0.
652,0.023,0.,0.023,0.025,0.,0.025,0.022,0.003,0.019,0.025,0.,0.025,0.,0.,0.,0.,0.,0.,0.,0.,0.
656,0.025,0.,0.025,0.025,0.,0.025,0.025,0.,0.025,0.024,0.,0.024,0.,0.,0.,0.,0.,0.,0.,0.,0.
660,0.024,0.,0.024,0.025,0.,0.025,0.022,0.,0.022,0.023,0.,0.023,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
664,0.023,0.,0.023,0.026,0.,0.026,0.024,0.,0.024,0.024,0.,0.024,0.,0.,0.,0.,0.,0.,0.,0.,0.
668,0.026,0.,0.026,0.026,0.,0.026,0.026,0.,0.026,0.026,0.,0.026,0.,0.,0.,0.,0.,0.,0.,0.,0.
672,0.025,0.,0.025,0.026,0.,0.026,0.024,0.,0.024,0.024,0.,0.024,0.,0.,0.,0.,0.,0.,0.,0.,0.
676,0.024,0.,0.024,0.025,0.,0.025,0.026,0.,0.026,0.024,0.,0.024,0.,0.,0.,0.,0.,0.,0.,0.,0.
680,0.025,0.,0.025,0.025,0.,0.025,0.026,0.,0.026,0.026,0.,0.026,0.,0.,0.,0.,0.,0.,0.,0.,0.
684,0.025,0.,0.025,0.025,0.,0.025,0.026,0.,0.026,0.025,0.,0.025,0.,0.,0.,0.,0.,0.,0.001,0.,0.001
688,0.026,0.,0.025,0.026,0.,0.026,0.026,0.,0.026,0.025,0.,0.025,0.,0.,0.,0.,0.,0.,0.,0.,0.
692,0.027,0.,0.027,0.025,0.,0.025,0.027,0.,0.027,0.025,0.,0.025,0.,0.,0.,0.,0.,0.,0.,0.,0.
696,0.026,0.,0.026,0.026,0.,0.026,0.025,0.,0.025,0.027,0.,0.027,0.,0.,0.,0.,0.,0.,0.,0.,0.
700,0.027,0.,0.027,0.028,0.,0.028,0.028,0.,0.028,0.027,0.,0.027,0.,0.,0.,0.,0.,0.,0.,0.,0.
704,0.027,0.,0.027,0.028,0.,0.028,0.027,0.,0.027,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.,0.,0.
708,0.028,0.003,0.024,0.027,0.,0.027,0.028,0.,0.028,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.,0.,0.
712,0.03,0.,0.03,0.027,0.,0.027,0.027,0.,0.027,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
716,0.03,0.,0.03,0.029,0.,0.029,0.028,0.,0.028,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
720,0.029,0.,0.029,0.027,0.,0.027,0.029,0.,0.029,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
724,0.03,0.,0.03,0.031,0.,0.031,0.029,0.,0.029,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.,0.,0.
728,0.03,0.,0.03,0.031,0.,0.031,0.028,0.,0.028,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
732,0.028,0.,0.028,0.029,0.,0.029,0.03,0.,0.03,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.,0.,0.
736,0.03,0.,0.03,0.029,0.,0.029,0.03,0.,0.03,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.,0.,0.
740,0.034,0.,0.034,0.03,0.,0.03,0.029,0.,0.029,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.,0.,0.
744,0.031,0.,0.031,0.029,0.,0.029,0.031,0.,0.031,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.,0.,0.
748,0.031,0.,0.031,0.03,0.,0.03,0.031,0.,0.031,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
752,0.032,0.,0.032,0.03,0.,0.03,0.03,0.,0.03,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.,0.,0.
756,0.033,0.,0.033,0.032,0.,0.032,0.033,0.,0.033,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
760,0.033,0.,0.033,0.031,0.,0.031,0.032,0.,0.032,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
764,0.032,0.,0.032,0.031,0.,0.031,0.032,0.,0.032,0.033,0.,0.033,0.,0.,0.,0.,0.,0.,0.,0.,0.
768,0.033,0.,0.033,0.034,0.,0.034,0.032,0.,0.032,0.033,0.,0.033,0.,0.,0.,0.,0.,0.,0.,0.,0.
772,0.036,0.,0.036,0.032,0.,0.032,0.033,0.,0.033,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
776,0.032,0.,0.032,0.032,0.,0.032,0.034,0.,0.034,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
780,0.033,0.,0.033,0.033,0.,0.033,0.033,0.,0.033,0.035,0.,0.035,0.,0.,0.,0.,0.,0.,0.,0.,0.
784,0.04,0.,0.04,0.034,0.,0.034,0.035,0.,0.035,0.039,0.,0.039,0.,0.,0.,0.,0.,0.,0.,0.,0.
788,0.034,0.,0.034,0.036,0.,0.036,0.042,0.,0.042,0.035,0.,0.035,0.,0.,0.,0.,0.,0.,0.,0.,0.
792,0.036,0.,0.036,0.037,0.,0.037,0.034,0.,0.034,0.038,0.,0.038,0.,0.,0.,0.,0.,0.,0.,0.,0.
796,0.035,0.,0.035,0.037,0.,0.037,0.037,0.,0.037,0.038,0.,0.038,0.,0.,0.,0.,0.,0.,0.,0.,0.
800,0.038,0.,0.038,0.036,0.,0.036,0.037,0.,0.037,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.,0.,0.
804,0.035,0.,0.035,0.044,0.,0.044,0.036,0.,0.036,0.036,0.,0.036,0.,0.,0.,0.,0.,0.,0.,0.,0.
808,0.036,0.,0.036,0.037,0.,0.037,0.036,0.,0.036,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.,0.,0.
812,0.042,0.,0.042,0.041,0.,0.041,0.038,0.,0.038,0.04,0.,0.04,0.,0.,0.,0.,0.,0.,0.,0.,0.
816,0.039,0.,0.039,0.039,0.,0.039,0.038,0.,0.038,0.038,0.,0.038,0.,0.,0.,0.,0.,0.,0.,0.,0.
820,0.039,0.,0.039,0.038,0.,0.038,0.037,0.,0.037,0.039,0.,0.039,0.,0.,0.,0.,0.,0.,0.,0.,0.
824,0.04,0.,0.04,0.042,0.,0.041,0.038,0.,0.038,0.036,0.,0.036,0.,0.,0.,0.,0.,0.,0.,0.,0.
828,0.04,0.,0.04,0.039,0.,0.039,0.04,0.,0.04,0.038,0.,0.038,0.,0.,0.,0.,0.,0.,0.,0.,0.
832,0.039,0.,0.039,0.04,0.,0.04,0.038,0.,0.038,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.,0.,0.
836,0.041,0.,0.041,0.043,0.,0.043,0.047,0.,0.047,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.,0.,0.
840,0.039,0.,0.039,0.039,0.,0.039,0.042,0.,0.042,0.039,0.,0.039,0.,0.,0.,0.,0.,0.,0.,0.,0.
844,0.045,0.,0.045,0.042,0.,0.042,0.041,0.,0.041,0.042,0.,0.042,0.,0.,0.,0.,0.,0.,0.,0.,0.
848,0.041,0.,0.041,0.04,0.,0.04,0.041,0.,0.041,0.04,0.,0.04,0.,0.,0.,0.,0.,0.,0.,0.,0.
852,0.04,0.,0.04,0.041,0.,0.041,0.04,0.,0.04,0.039,0.,0.039,0.,0.,0.,0.,0.,0.,0.,0.,0.
856,0.043,0.,0.043,0.039,0.,0.039,0.038,0.,0.038,0.042,0.,0.042,0.,0.,0.,0.,0.,0.,0.,0.,0.
860,0.04,0.,0.04,0.043,0.,0.043,0.04,0.,0.04,0.04,0.,0.04,0.,0.,0.,0.,0.,0.,0.,0.,0.
864,0.044,0.,0.044,0.042,0.,0.042,0.04,0.,0.04,0.042,0.,0.042,0.,0.,0.,0.,0.,0.,0.,0.,0.
868,0.045,0.,0.045,0.045,0.,0.045,0.044,0.,0.044,0.046,0.003,0.042,0.,0.,0.,0.,0.,0.,0.,0.,0.
872,0.046,0.,0.046,0.044,0.,0.044,0.042,0.,0.042,0.044,0.,0.044,0.,0.,0.,0.,0.,0.,0.,0.,0.
876,0.043,0.,0.043,0.047,0.,0.047,0.044,0.,0.044,0.043,0.,0.043,0.,0.,0.,0.,0.,0.,0.,0.,0.
880,0.043,0.,0.043,0.041,0.,0.041,0.045,0.,0.045,0.045,0.,0.045,0.,0.,0.,0.,0.,0.,0.,0.,0.
884,0.044,0.,0.044,0.046,0.,0.046,0.045,0.,0.045,0.042,0.,0.042,0.,0.,0.,0.,0.,0.,0.,0.,0.
888,0.045,0.,0.045,0.046,0.,0.046,0.045,0.,0.045,0.049,0.,0.049,0.,0.,0.,0.,0.,0.,0.,0.,0.
892,0.047,0.,0.047,0.044,0.,0.044,0.052,0.,0.052,0.045,0.,0.045,0.,0.,0.,0.,0.,0.,0.,0.,0.
896,0.046,0.,0.046,0.044,0.,0.044,0.047,0.,0.047,0.045,0.,0.045,0.,0.,0.,0.,0.,0.,0.,0.,0.
900,0.048,0.,0.048,0.049,0.,0.049,0.043,0.,0.043,0.048,0.,0.048,0.,0.,0.,0.,0.,0.,0.,0.,0.
904,0.048,0.,0.048,0.047,0.,0.047,0.05,0.,0.05,0.048,0.,0.048,0.,0.,0.,0.,0.,0.,0.,0.,0.
908,0.047,0.,0.047,0.047,0.,0.047,0.048,0.,0.048,0.048,0.,0.048,0.,0.,0.,0.,0.,0.,0.001,0.,0.001
912,0.049,0.,0.049,0.051,0.,0.051,0.049,0.,0.049,0.044,0.,0.044,0.,0.,0.,0.,0.,0.,0.,0.,0.
916,0.047,0.,0.047,0.051,0.,0.051,0.048,0.,0.048,0.046,0.,0.046,0.,0.,0.,0.,0.,0.,0.,0.,0.
920,0.049,0.,0.049,0.05,0.,0.05,0.05,0.003,0.046,0.053,0.,0.053,0.,0.,0.,0.,0.,0.,0.,0.,0.
924,0.05,0.,0.05,0.049,0.,0.049,0.05,0.,0.05,0.053,0.,0.053,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
928,0.054,0.,0.054,0.052,0.,0.052,0.052,0.,0.052,0.048,0.,0.048,0.,0.,0.,0.,0.,0.,0.,0.,0.
932,0.051,0.,0.051,0.051,0.,0.051,0.052,0.,0.052,0.047,0.,0.047,0.,0.,0.,0.,0.,0.,0.,0.,0.
936,0.046,0.,0.046,0.053,0.,0.053,0.05,0.,0.05,0.047,0.,0.047,0.,0.,0.,0.,0.,0.,0.,0.,0.
940,0.051,0.,0.051,0.052,0.,0.052,0.051,0.,0.051,0.053,0.,0.053,0.,0.,0.,0.,0.,0.,0.,0.,0.
944,0.051,0.003,0.047,0.051,0.,0.051,0.05,0.,0.05,0.051,0.,0.051,0.,0.,0.,0.,0.,0.,0.,0.,0.
948,0.05,0.,0.05,0.054,0.,0.054,0.053,0.,0.053,0.051,0.,0.051,0.,0.,0.,0.,0.,0.,0.,0.,0.
952,0.051,0.,0.051,0.051,0.,0.051,0.048,0.,0.048,0.049,0.,0.049,0.,0.,0.,0.,0.,0.,0.,0.,0.
956,0.053,0.,0.053,0.054,0.,0.054,0.05,0.,0.05,0.052,0.,0.052,0.,0.,0.,0.,0.,0.,0.,0.,0.
960,0.053,0.,0.053,0.053,0.,0.053,0.051,0.,0.051,0.053,0.,0.053,0.,0.,0.,0.,0.,0.,0.,0.,0.
964,0.056,0.,0.056,0.058,0.,0.058,0.053,0.,0.053,0.056,0.,0.056,0.,0.,0.,0.,0.,0.,0.,0.,0.
968,0.057,0.,0.057,0.055,0.,0.055,0.055,0.,0.055,0.057,0.,0.056,0.,0.,0.,0.,0.,0.,0.,0.,0.
972,0.056,0.,0.056,0.058,0.,0.058,0.059,0.,0.059,0.055,0.,0.055,0.,0.,0.,0.,0.,0.,0.,0.,0.
976,0.055,0.,0.055,0.058,0.,0.058,0.067,0.,0.067,0.057,0.,0.057,0.,0.,0.,0.,0.,0.,0.,0.,0.
980,0.065,0.,0.065,0.06,0.,0.06,0.058,0.,0.058,0.058,0.,0.058,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
984,0.056,0.,0.056,0.059,0.,0.059,0.057,0.,0.057,0.061,0.,0.061,0.,0.,0.,0.,0.,0.,0.,0.,0.
988,0.061,0.,0.061,0.07,0.,0.07,0.058,0.,0.058,0.058,0.,0.058,0.,0.,0.,0.,0.,0.,0.,0.,0.
992,0.059,0.,0.059,0.061,0.,0.061,0.067,0.,0.067,0.059,0.,0.059,0.,0.,0.,0.,0.,0.,0.,0.,0.
996,0.059,0.,0.059,0.059,0.,0.059,0.056,0.,0.056,0.057,0.,0.057,0.,0.,0.,0.,0.,0.,0.,0.,0.
1000,0.061,0.,0.061,0.06,0.,0.06,0.067,0.,0.067,0.074,0.,0.074,0.,0.,0.,0.,0.,0.,0.,0.,0.
1100,0.074,0.,0.074,0.075,0.,0.075,0.07,0.,0.07,0.073,0.,0.073,0.,0.,0.,0.,0.,0.,0.,0.,0.
1200,0.09,0.,0.09,0.094,0.,0.094,0.101,0.,0.101,0.099,0.,0.099,0.,0.,0.,0.,0.,0.,0.,0.,0.
1300,0.101,0.,0.101,0.106,0.,0.106,0.103,0.,0.103,0.104,0.,0.104,0.,0.,0.,0.,0.,0.,0.,0.,0.
1400,0.12,0.,0.12,0.123,0.003,0.119,0.116,0.,0.116,0.119,0.,0.119,0.,0.,0.,0.,0.,0.,0.,0.,0.
1500,0.137,0.,0.137,0.136,0.,0.136,0.137,0.,0.137,0.139,0.,0.139,0.,0.,0.,0.,0.,0.,0.,0.,0.
1600,0.168,0.,0.167,0.161,0.,0.161,0.156,0.,0.156,0.158,0.,0.158,0.,0.,0.,0.,0.,0.,0.,0.,0.
1700,0.175,0.003,0.171,0.181,0.,0.181,0.172,0.,0.172,0.181,0.,0.181,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.
1800,0.2,0.,0.2,0.19,0.,0.19,0.19,0.,0.19,0.189,0.,0.189,0.,0.,0.,0.,0.,0.,0.,0.,0.
1900,0.211,0.,0.211,0.214,0.,0.214,0.213,0.,0.213,0.216,0.,0.216,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2000,0.238,0.,0.238,0.235,0.,0.235,0.228,0.,0.228,0.231,0.,0.231,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2100,0.282,0.,0.282,0.27,0.,0.27,0.257,0.,0.257,0.258,0.,0.258,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2200,0.27,0.,0.27,0.277,0.,0.277,0.271,0.,0.271,0.28,0.,0.28,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2300,0.312,0.,0.312,0.293,0.,0.293,0.305,0.,0.305,0.307,0.,0.307,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2400,0.333,0.,0.333,0.329,0.,0.328,0.337,0.,0.337,0.329,0.,0.329,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2500,0.359,0.,0.359,0.352,0.,0.352,0.356,0.,0.356,0.354,0.,0.354,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2600,0.422,0.,0.422,0.409,0.,0.409,0.409,0.,0.409,0.404,0.,0.404,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2700,0.42,0.,0.42,0.421,0.,0.421,0.408,0.,0.408,0.402,0.,0.402,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2800,0.437,0.,0.437,0.435,0.,0.435,0.431,0.,0.431,0.436,0.,0.436,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2900,0.463,0.003,0.459,0.452,0.,0.452,0.453,0.,0.453,0.439,0.,0.439,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3000,0.498,0.,0.498,0.485,0.,0.485,0.499,0.,0.499,0.491,0.,0.491,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3100,0.539,0.,0.539,0.507,0.,0.507,0.507,0.,0.507,0.498,0.,0.498,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3200,0.543,0.,0.543,0.537,0.,0.537,0.545,0.,0.545,0.548,0.,0.548,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
