param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.001,0.,0.001
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.003,0.
5,0.,0.,0.,0.004,0.,0.004
6,0.,0.,0.,0.005,0.,0.005
7,0.,0.,0.,0.007,0.,0.007
8,0.,0.,0.,0.008,0.004,0.003
9,0.,0.,0.,0.01,0.01,0.
10,0.,0.,0.,0.049,0.003,0.045
11,0.,0.,0.,0.011,0.,0.011
12,0.,0.,0.,0.013,0.,0.013
13,0.,0.,0.,0.015,0.,0.015
14,0.,0.,0.,0.018,0.,0.017
15,0.,0.,0.,0.019,0.,0.019
16,0.,0.,0.,0.021,0.,0.021
17,0.,0.,0.,0.025,0.,0.025
18,0.,0.,0.,0.026,0.,0.026
19,0.,0.,0.,0.029,0.,0.029
20,0.,0.,0.,0.034,0.,0.034
21,0.,0.,0.,0.036,0.,0.036
22,0.,0.,0.,0.04,0.,0.04
23,0.,0.,0.,0.046,0.,0.046
24,0.,0.,0.,0.049,0.,0.049
25,0.,0.,0.,0.055,0.,0.055
26,0.,0.,0.,0.058,0.,0.058
27,0.,0.,0.,0.065,0.,0.065
28,0.,0.,0.,0.068,0.,0.068
29,0.,0.,0.,0.075,0.,0.075
30,0.,0.,0.,0.081,0.,0.081
31,0.,0.,0.,0.085,0.,0.084
32,0.,0.,0.,0.098,0.,0.098
33,0.,0.,0.,0.103,0.,0.103
34,0.,0.,0.,0.106,0.,0.106
35,0.,0.,0.,0.115,0.,0.115
36,0.,0.,0.,0.124,0.,0.124
37,0.,0.,0.,0.132,0.,0.132
38,0.,0.,0.,0.14,0.,0.14
39,0.,0.,0.,0.151,0.,0.151
40,0.,0.,0.,0.166,0.,0.166
41,0.,0.,0.,0.181,0.,0.181
42,0.,0.,0.,0.183,0.,0.183
43,0.,0.,0.,0.198,0.,0.198
44,0.,0.,0.,0.202,0.,0.202
45,0.,0.,0.,0.216,0.,0.216
46,0.,0.,0.,0.228,0.,0.227
47,0.,0.,0.,0.242,0.,0.241
48,0.,0.,0.,0.258,0.,0.258
49,0.001,0.,0.001,0.276,0.,0.274
50,0.,0.,0.,0.285,0.,0.285
51,0.,0.,0.,0.302,0.001,0.3
52,0.001,0.,0.001,0.328,0.,0.328
53,0.001,0.,0.001,0.347,0.,0.347
54,0.001,0.,0.001,0.359,0.,0.358
55,0.001,0.,0.001,0.384,0.,0.384
56,0.001,0.,0.001,0.401,0.,0.401
57,0.001,0.,0.001,0.417,0.,0.417
58,0.001,0.,0.001,0.43,0.001,0.428
59,0.001,0.,0.001,0.45,0.,0.45
60,0.001,0.,0.001,0.47,0.,0.47
61,0.001,0.,0.001,0.495,0.,0.495
62,0.001,0.,0.001,0.522,0.,0.522
63,0.001,0.,0.001,0.545,0.,0.545
64,0.001,0.,0.001,0.568,0.,0.568
65,0.001,0.,0.001,0.597,0.,0.597
66,0.001,0.,0.001,0.636,0.,0.636
67,0.001,0.,0.001,0.664,0.,0.664
68,0.001,0.,0.001,0.693,0.,0.693
69,0.001,0.,0.001,0.728,0.,0.728
70,0.001,0.,0.001,0.742,0.,0.741
71,0.001,0.,0.001,0.774,0.001,0.772
72,0.001,0.,0.001,0.806,0.,0.805
73,0.001,0.,0.001,0.841,0.,0.841
74,0.001,0.,0.001,0.876,0.,0.876
75,0.001,0.,0.001,0.916,0.,0.915
76,0.001,0.,0.001,0.945,0.,0.945
77,0.001,0.,0.001,1.016,0.,1.016
78,0.001,0.,0.001,1.056,0.,1.055
79,0.001,0.,0.001,1.085,0.,1.085
80,0.001,0.,0.001,1.118,0.,1.118
81,0.001,0.,0.001,1.166,0.,1.165
82,0.001,0.,0.001,1.21,0.,1.21
83,0.001,0.,0.001,1.245,0.,1.245
84,0.001,0.,0.001,1.311,0.,1.311
85,0.001,0.,0.001,1.376,0.,1.376
86,0.001,0.,0.001,1.421,0.,1.421
87,0.001,0.,0.001,1.392,0.,1.392
88,0.001,0.,0.001,1.402,0.,1.402
89,0.001,0.,0.001,1.471,0.,1.471
90,0.001,0.,0.001,1.614,0.,1.614
91,0.001,0.,0.001,1.68,0.001,1.679
92,0.001,0.,0.001,1.753,0.001,1.75
93,0.001,0.,0.001,1.79,0.,1.79
94,0.001,0.,0.001,1.841,0.,1.841
95,0.001,0.,0.001,1.921,0.,1.92
96,0.001,0.,0.001,1.966,0.,1.966
97,0.001,0.,0.001,2.058,0.,2.057
98,0.001,0.,0.001,2.132,0.,2.132
99,0.001,0.,0.001,2.195,0.,2.195
100,0.001,0.,0.001,2.246,0.,2.246
110,0.001,0.,0.001,3.067,0.01,3.057
120,0.002,0.,0.002,4.027,0.,4.026
130,0.002,0.,0.002,5.236,0.006,5.228
140,0.002,0.,0.002,6.723,0.005,6.717
150,0.002,0.,0.002,8.546,0.004,8.542
160,0.002,0.,0.002,10.667,0.001,10.665
170,0.002,0.,0.002,13.118,0.,13.118
180,0.003,0.,0.003,16.179,0.,16.178
190,0.003,0.,0.003,19.379,0.001,19.376
200,0.003,0.,0.003,23.288,0.001,23.285
