param-n,abstract+rewrite-strat-bottomup-real,abstract+rewrite-strat-bottomup-sys,abstract+rewrite-strat-bottomup-user,abstract+rewrite-strat-topdown-real,abstract+rewrite-strat-topdown-sys,abstract+rewrite-strat-topdown-user,close-abstract+rewrite-strat-bottomup-real,close-abstract+rewrite-strat-bottomup-sys,close-abstract+rewrite-strat-bottomup-user,close-abstract+rewrite-strat-topdown-real,close-abstract+rewrite-strat-topdown-sys,close-abstract+rewrite-strat-topdown-user,rewrite-strat-bottomup-real,rewrite-strat-bottomup-sys,rewrite-strat-bottomup-user,rewrite-strat-bottomup-noop-real,rewrite-strat-bottomup-noop-sys,rewrite-strat-bottomup-noop-user,rewrite-strat-topdown-real,rewrite-strat-topdown-sys,rewrite-strat-topdown-user,rewrite-strat-topdown-noop-real,rewrite-strat-topdown-noop-sys,rewrite-strat-topdown-noop-user
41,0.03,0.,0.03,0.016,0.,0.016,0.004,0.,0.004,0.003,0.,0.003,0.024,0.,0.024,0.,0.,0.,0.012,0.,0.012,0.,0.,0.
42,0.03,0.,0.03,0.017,0.,0.017,0.005,0.,0.005,0.003,0.,0.003,0.024,0.,0.024,0.,0.,0.,0.013,0.,0.013,0.,0.,0.
43,0.035,0.,0.035,0.017,0.,0.017,0.005,0.,0.005,0.003,0.,0.003,0.028,0.,0.028,0.,0.,0.,0.012,0.,0.012,0.,0.,0.
44,0.033,0.,0.033,0.02,0.,0.02,0.005,0.,0.005,0.003,0.,0.003,0.027,0.,0.027,0.,0.,0.,0.016,0.,0.016,0.,0.,0.
45,0.036,0.,0.036,0.018,0.,0.018,0.005,0.,0.005,0.004,0.,0.004,0.03,0.,0.03,0.,0.,0.,0.014,0.,0.014,0.,0.,0.
46,0.036,0.,0.035,0.02,0.,0.02,0.006,0.,0.006,0.004,0.,0.004,0.029,0.,0.028,0.,0.,0.,0.014,0.,0.014,0.,0.,0.
47,0.039,0.,0.039,0.02,0.,0.02,0.006,0.,0.006,0.004,0.,0.004,0.032,0.,0.032,0.,0.,0.,0.015,0.,0.015,0.,0.,0.
48,0.039,0.,0.039,0.022,0.,0.022,0.007,0.,0.007,0.004,0.,0.004,0.031,0.,0.031,0.,0.,0.,0.015,0.,0.015,0.,0.,0.
49,0.042,0.,0.042,0.022,0.,0.022,0.008,0.,0.008,0.004,0.,0.004,0.032,0.,0.032,0.,0.,0.,0.017,0.,0.017,0.,0.,0.
50,0.091,0.006,0.085,0.03,0.007,0.023,0.006,0.,0.006,0.006,0.002,0.004,0.083,0.005,0.077,0.,0.,0.,0.023,0.005,0.018,0.,0.,0.
51,0.043,0.,0.043,0.023,0.,0.023,0.007,0.,0.007,0.005,0.,0.005,0.034,0.,0.034,0.,0.,0.,0.017,0.,0.017,0.,0.,0.
52,0.046,0.,0.046,0.026,0.,0.026,0.007,0.,0.007,0.005,0.,0.005,0.037,0.,0.037,0.,0.,0.,0.02,0.,0.02,0.,0.,0.
53,0.046,0.,0.046,0.026,0.,0.026,0.007,0.,0.007,0.005,0.,0.005,0.037,0.,0.037,0.,0.,0.,0.02,0.,0.02,0.,0.,0.
54,0.05,0.,0.05,0.028,0.,0.028,0.008,0.,0.008,0.008,0.,0.008,0.041,0.,0.041,0.,0.,0.,0.019,0.,0.019,0.,0.,0.
55,0.05,0.,0.049,0.027,0.,0.027,0.008,0.,0.007,0.005,0.,0.005,0.041,0.,0.041,0.,0.,0.,0.02,0.,0.02,0.,0.,0.
56,0.053,0.,0.053,0.029,0.,0.029,0.008,0.,0.008,0.006,0.,0.006,0.044,0.,0.044,0.,0.,0.,0.022,0.,0.022,0.,0.,0.
57,0.052,0.,0.052,0.031,0.,0.031,0.008,0.,0.008,0.006,0.,0.006,0.042,0.,0.042,0.,0.,0.,0.023,0.,0.023,0.,0.,0.
58,0.055,0.,0.055,0.031,0.,0.031,0.009,0.,0.009,0.006,0.,0.006,0.045,0.,0.045,0.,0.,0.,0.024,0.,0.024,0.,0.,0.
59,0.059,0.,0.059,0.034,0.,0.034,0.009,0.,0.009,0.009,0.,0.009,0.049,0.,0.049,0.,0.,0.,0.023,0.,0.023,0.,0.,0.
60,0.061,0.,0.061,0.034,0.,0.034,0.009,0.,0.009,0.006,0.,0.006,0.05,0.,0.05,0.,0.,0.,0.026,0.,0.026,0.,0.,0.
61,0.061,0.,0.061,0.033,0.,0.033,0.01,0.,0.01,0.007,0.,0.007,0.05,0.,0.05,0.,0.,0.,0.025,0.,0.025,0.,0.,0.
62,0.066,0.,0.066,0.034,0.,0.034,0.01,0.,0.01,0.007,0.,0.007,0.055,0.,0.055,0.,0.,0.,0.026,0.,0.026,0.,0.,0.
63,0.066,0.,0.066,0.035,0.,0.035,0.01,0.,0.01,0.007,0.,0.007,0.055,0.,0.055,0.,0.,0.,0.026,0.,0.026,0.,0.,0.
64,0.065,0.,0.065,0.036,0.,0.036,0.01,0.,0.01,0.007,0.,0.007,0.053,0.,0.053,0.,0.,0.,0.028,0.,0.028,0.,0.,0.
65,0.069,0.,0.069,0.037,0.,0.037,0.013,0.,0.013,0.007,0.,0.007,0.054,0.,0.054,0.,0.,0.,0.028,0.,0.028,0.,0.,0.
66,0.069,0.,0.069,0.039,0.,0.039,0.011,0.,0.011,0.008,0.,0.008,0.056,0.,0.056,0.,0.,0.,0.029,0.,0.029,0.,0.,0.
67,0.077,0.,0.077,0.039,0.,0.039,0.011,0.,0.011,0.008,0.,0.008,0.064,0.,0.064,0.,0.,0.,0.029,0.,0.029,0.,0.,0.
68,0.079,0.,0.078,0.042,0.,0.042,0.013,0.,0.012,0.009,0.,0.009,0.064,0.,0.064,0.,0.,0.,0.031,0.,0.031,0.,0.,0.
69,0.079,0.,0.079,0.044,0.,0.044,0.013,0.,0.013,0.011,0.,0.011,0.064,0.,0.064,0.,0.,0.,0.032,0.,0.032,0.,0.,0.
70,0.079,0.,0.079,0.045,0.,0.044,0.013,0.,0.013,0.009,0.,0.009,0.065,0.,0.065,0.,0.,0.,0.035,0.,0.034,0.,0.,0.
71,0.08,0.,0.08,0.047,0.,0.047,0.013,0.,0.013,0.009,0.,0.009,0.065,0.,0.065,0.,0.,0.,0.037,0.,0.036,0.,0.,0.
72,0.081,0.,0.081,0.046,0.,0.046,0.013,0.,0.013,0.009,0.,0.009,0.066,0.,0.066,0.,0.,0.,0.035,0.,0.035,0.,0.,0.
73,0.083,0.,0.083,0.05,0.,0.05,0.014,0.,0.014,0.01,0.,0.01,0.068,0.,0.068,0.,0.,0.,0.037,0.,0.037,0.,0.,0.
74,0.085,0.,0.085,0.05,0.,0.05,0.014,0.,0.014,0.01,0.,0.01,0.069,0.,0.069,0.,0.,0.,0.039,0.,0.039,0.,0.,0.
75,0.087,0.,0.087,0.049,0.,0.049,0.014,0.,0.014,0.01,0.,0.01,0.071,0.,0.071,0.,0.,0.,0.038,0.,0.038,0.,0.,0.
76,0.093,0.,0.093,0.057,0.001,0.055,0.016,0.,0.016,0.015,0.001,0.013,0.075,0.,0.075,0.,0.,0.,0.04,0.,0.04,0.,0.,0.
77,0.098,0.,0.098,0.061,0.,0.061,0.016,0.,0.016,0.011,0.,0.011,0.079,0.,0.079,0.,0.,0.,0.048,0.,0.048,0.,0.,0.
78,0.098,0.,0.097,0.053,0.,0.053,0.015,0.,0.015,0.011,0.,0.011,0.081,0.,0.081,0.,0.,0.,0.041,0.,0.041,0.,0.,0.
79,0.102,0.001,0.101,0.057,0.,0.057,0.016,0.,0.016,0.011,0.,0.011,0.085,0.,0.084,0.,0.,0.,0.045,0.,0.045,0.,0.,0.
80,0.107,0.,0.107,0.06,0.,0.06,0.017,0.,0.017,0.011,0.,0.011,0.088,0.,0.088,0.,0.,0.,0.046,0.,0.046,0.,0.,0.
81,0.099,0.,0.099,0.058,0.,0.058,0.016,0.,0.016,0.012,0.,0.012,0.08,0.,0.08,0.,0.,0.,0.045,0.,0.045,0.,0.,0.
82,0.103,0.,0.103,0.06,0.,0.06,0.018,0.,0.018,0.014,0.,0.014,0.083,0.,0.083,0.,0.,0.,0.044,0.,0.044,0.,0.,0.
83,0.107,0.,0.107,0.063,0.,0.062,0.017,0.,0.017,0.012,0.,0.012,0.088,0.,0.088,0.,0.,0.,0.049,0.,0.048,0.,0.,0.
84,0.111,0.,0.111,0.068,0.001,0.067,0.018,0.,0.018,0.012,0.,0.012,0.092,0.,0.092,0.,0.,0.,0.051,0.,0.051,0.003,0.001,0.002
85,0.11,0.,0.11,0.069,0.,0.069,0.019,0.,0.019,0.014,0.,0.014,0.089,0.,0.089,0.,0.,0.,0.053,0.,0.053,0.,0.,0.
86,0.115,0.,0.115,0.067,0.,0.067,0.018,0.,0.018,0.013,0.,0.013,0.095,0.,0.095,0.,0.,0.,0.052,0.,0.052,0.,0.,0.
87,0.118,0.,0.118,0.066,0.,0.065,0.019,0.,0.019,0.014,0.,0.014,0.097,0.,0.097,0.,0.,0.,0.051,0.,0.05,0.,0.,0.
88,0.12,0.,0.12,0.067,0.,0.067,0.019,0.,0.019,0.015,0.,0.015,0.099,0.,0.099,0.,0.,0.,0.051,0.,0.051,0.,0.,0.
89,0.126,0.,0.124,0.071,0.,0.071,0.021,0.,0.021,0.017,0.,0.017,0.103,0.,0.101,0.,0.,0.,0.053,0.,0.053,0.,0.,0.
90,0.123,0.,0.123,0.073,0.,0.072,0.021,0.,0.021,0.017,0.,0.017,0.1,0.,0.1,0.,0.,0.,0.054,0.,0.054,0.,0.,0.
91,0.126,0.,0.126,0.085,0.,0.085,0.021,0.,0.021,0.024,0.,0.024,0.103,0.,0.103,0.,0.,0.,0.059,0.,0.059,0.,0.,0.
92,0.131,0.,0.131,0.076,0.001,0.075,0.021,0.,0.021,0.015,0.,0.015,0.108,0.,0.108,0.,0.,0.,0.06,0.,0.059,0.,0.,0.
93,0.134,0.,0.133,0.077,0.,0.077,0.022,0.,0.022,0.015,0.,0.015,0.11,0.,0.109,0.,0.,0.,0.06,0.,0.06,0.,0.,0.
94,0.137,0.,0.137,0.081,0.,0.081,0.023,0.,0.023,0.017,0.,0.017,0.112,0.,0.112,0.,0.,0.,0.062,0.,0.062,0.,0.,0.
95,0.138,0.,0.138,0.081,0.,0.081,0.024,0.,0.024,0.017,0.,0.017,0.112,0.,0.112,0.,0.,0.,0.062,0.,0.062,0.,0.,0.
96,0.142,0.,0.142,0.084,0.,0.083,0.023,0.,0.023,0.017,0.,0.017,0.117,0.,0.117,0.,0.,0.,0.065,0.,0.065,0.,0.,0.
97,0.159,0.002,0.156,0.089,0.,0.089,0.026,0.001,0.024,0.019,0.,0.019,0.13,0.,0.129,0.,0.,0.,0.068,0.,0.068,0.,0.,0.
98,0.162,0.,0.162,0.083,0.,0.083,0.024,0.,0.024,0.017,0.,0.017,0.125,0.,0.125,0.012,0.,0.012,0.064,0.,0.064,0.,0.,0.
99,0.163,0.,0.162,0.084,0.,0.083,0.031,0.,0.031,0.017,0.,0.017,0.129,0.,0.128,0.,0.,0.,0.065,0.,0.064,0.,0.,0.
100,0.152,0.,0.152,0.127,0.008,0.118,0.024,0.,0.024,0.021,0.,0.021,0.126,0.,0.126,0.,0.,0.,0.104,0.008,0.095,0.,0.,0.
110,0.194,0.,0.194,0.109,0.,0.108,0.037,0.,0.037,0.021,0.,0.021,0.154,0.,0.154,0.001,0.,0.001,0.085,0.,0.084,0.001,0.,0.001
120,0.23,0.,0.229,0.129,0.,0.129,0.037,0.,0.037,0.026,0.,0.026,0.19,0.,0.189,0.001,0.,0.001,0.101,0.,0.101,0.001,0.,0.001
130,0.269,0.,0.268,0.147,0.,0.146,0.048,0.,0.047,0.03,0.,0.03,0.218,0.,0.218,0.001,0.,0.001,0.114,0.,0.113,0.001,0.,0.001
140,0.304,0.001,0.303,0.181,0.001,0.18,0.051,0.,0.051,0.038,0.,0.038,0.25,0.,0.249,0.001,0.,0.001,0.14,0.001,0.139,0.001,0.,0.001
150,0.374,0.,0.374,0.217,0.003,0.213,0.063,0.,0.063,0.045,0.001,0.043,0.309,0.,0.309,0.001,0.,0.001,0.169,0.001,0.167,0.001,0.,0.001
160,0.415,0.,0.415,0.241,0.,0.239,0.075,0.,0.075,0.053,0.001,0.052,0.336,0.,0.336,0.001,0.,0.001,0.186,0.,0.184,0.001,0.,0.001
170,0.453,0.,0.453,0.314,0.001,0.312,0.08,0.,0.08,0.062,0.,0.062,0.369,0.,0.369,0.001,0.,0.001,0.235,0.001,0.233,0.001,0.,0.001
180,0.529,0.,0.529,0.294,0.,0.293,0.088,0.,0.088,0.062,0.,0.061,0.438,0.,0.438,0.002,0.,0.002,0.228,0.,0.228,0.002,0.,0.002
190,0.597,0.003,0.594,0.334,0.001,0.333,0.092,0.002,0.089,0.073,0.,0.072,0.498,0.,0.498,0.005,0.,0.005,0.257,0.,0.257,0.002,0.,0.002
200,0.665,0.004,0.661,0.415,0.002,0.413,0.107,0.,0.106,0.09,0.,0.089,0.555,0.003,0.551,0.002,0.,0.002,0.322,0.001,0.321,0.002,0.,0.002
210,0.734,0.004,0.73,0.399,0.,0.398,0.116,0.,0.116,0.082,0.,0.082,0.614,0.004,0.61,0.002,0.,0.002,0.31,0.,0.31,0.005,0.,0.005
220,0.785,0.,0.785,0.468,0.,0.468,0.14,0.,0.14,0.108,0.,0.108,0.633,0.,0.633,0.01,0.,0.01,0.356,0.,0.356,0.002,0.,0.002
230,0.887,0.,0.887,0.529,0.004,0.524,0.128,0.,0.128,0.117,0.001,0.115,0.754,0.,0.754,0.003,0.,0.003,0.407,0.002,0.404,0.003,0.,0.003
240,0.938,0.,0.938,0.521,0.,0.52,0.152,0.,0.152,0.107,0.,0.107,0.781,0.,0.781,0.003,0.,0.003,0.409,0.,0.409,0.003,0.,0.003
250,1.022,0.004,1.017,0.592,0.008,0.583,0.18,0.,0.18,0.113,0.,0.112,0.837,0.003,0.833,0.003,0.,0.002,0.474,0.006,0.467,0.003,0.,0.003
260,1.134,0.,1.134,0.659,0.001,0.657,0.2,0.,0.2,0.123,0.,0.123,0.929,0.,0.929,0.003,0.,0.003,0.528,0.001,0.526,0.005,0.,0.005
270,1.247,0.005,1.241,0.751,0.,0.751,0.197,0.,0.196,0.132,0.,0.132,1.044,0.003,1.04,0.003,0.,0.003,0.614,0.,0.614,0.004,0.,0.004
280,1.292,0.002,1.289,0.746,0.,0.746,0.201,0.,0.201,0.148,0.,0.148,1.085,0.002,1.083,0.004,0.,0.003,0.592,0.,0.592,0.004,0.,0.004
290,1.454,0.,1.454,0.966,0.,0.966,0.221,0.,0.221,0.173,0.,0.173,1.227,0.,1.226,0.004,0.,0.004,0.787,0.,0.787,0.004,0.,0.004
300,1.535,0.002,1.532,0.935,0.004,0.93,0.228,0.,0.228,0.168,0.,0.168,1.301,0.002,1.297,0.004,0.,0.004,0.76,0.004,0.756,0.004,0.,0.004
310,1.692,0.,1.692,0.955,0.,0.955,0.274,0.,0.274,0.175,0.,0.175,1.411,0.,1.41,0.005,0.,0.005,0.773,0.,0.773,0.005,0.,0.005
320,1.754,0.,1.754,1.049,0.,1.049,0.265,0.,0.265,0.213,0.,0.213,1.482,0.,1.482,0.005,0.,0.005,0.828,0.,0.828,0.005,0.,0.005
330,1.947,0.,1.947,1.099,0.008,1.09,0.309,0.,0.309,0.197,0.001,0.195,1.63,0.,1.63,0.005,0.,0.005,0.888,0.006,0.881,0.011,0.,0.011
340,2.011,0.007,2.003,1.137,0.,1.137,0.298,0.002,0.296,0.21,0.,0.21,1.705,0.005,1.699,0.005,0.,0.005,0.919,0.,0.919,0.005,0.,0.005
350,2.215,0.006,2.209,1.39,0.006,1.383,0.314,0.002,0.312,0.243,0.,0.242,1.894,0.003,1.89,0.006,0.,0.006,1.14,0.005,1.134,0.006,0.,0.006
360,2.352,0.001,2.35,1.357,0.,1.357,0.325,0.,0.325,0.234,0.,0.234,2.019,0.001,2.016,0.006,0.,0.006,1.112,0.,1.112,0.009,0.,0.009
370,2.445,0.,2.445,1.566,0.,1.566,0.329,0.,0.329,0.279,0.,0.279,2.105,0.,2.105,0.008,0.,0.008,1.279,0.,1.279,0.006,0.,0.006
380,2.626,0.,2.626,1.421,0.,1.421,0.365,0.,0.365,0.262,0.,0.262,2.252,0.,2.252,0.007,0.,0.007,1.149,0.,1.149,0.007,0.,0.007
390,2.821,0.,2.821,1.488,0.,1.488,0.387,0.,0.386,0.268,0.,0.268,2.425,0.,2.425,0.007,0.,0.007,1.211,0.,1.211,0.007,0.,0.007
400,3.013,0.004,3.008,1.665,0.001,1.664,0.391,0.,0.39,0.283,0.,0.283,2.613,0.003,2.609,0.007,0.,0.007,1.373,0.,1.372,0.007,0.,0.007
