param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
127,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
130,,,,0.006,0.,0.006,,,,,,,,,,,,,,,
133,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
138,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
139,,,,0.018,0.,0.018,,,,,,,,,,,,,,,
143,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
148,,,,0.007,0.,0.007,0.012,0.,0.012,,,,,,,,,,,,
153,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
156,,,,0.008,0.,0.008,,,,,,,,,,,,,,,
159,,,,,,,0.012,0.,0.012,,,,,,,,,,0.001,0.,0.001
164,,,,,,,0.015,0.,0.015,,,,,,,,,,,,
165,,,,0.009,0.,0.009,,,,,,,,,,,,,,,
169,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
173,,,,0.01,0.,0.01,,,,,,,,,,,,,,,
174,,,,,,,0.015,0.,0.015,,,,,,,,,,,,
180,,,,,,,0.016,0.,0.016,,,,,,,,,,,,
182,,,,0.011,0.,0.011,,,,,,,,,,,,,,,
185,,,,,,,0.016,0.,0.016,,,,,,,,,,,,
190,,,,0.012,0.,0.012,0.018,0.,0.018,,,,,,,,,,,,
195,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,0.001,0.,0.001
199,,,,0.012,0.,0.012,,,,,,,,,,,,,,,
200,,,,,,,0.021,0.,0.021,,,,,,,,,,,,
206,,,,,,,0.022,0.,0.022,,,,,,,,,,,,
208,,,,0.014,0.,0.014,,,,,,,,,,,,,,,
211,,,,,,,0.025,0.,0.025,,,,,,,,,,,,
216,,,,0.014,0.,0.014,0.022,0.,0.022,,,,,,,,,,,,
221,,,,,,,0.025,0.,0.024,,,,,,,,,,,,
225,,,,0.016,0.,0.016,,,,,,,,,,,,,,,
227,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
229,,,,,,,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,
232,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
233,,,,0.016,0.,0.016,,,,,,,,,,,,,,,
237,,,,,,,0.03,0.,0.03,,,,,,,,,,0.001,0.,0.001
242,,,,0.017,0.,0.017,0.029,0.,0.029,,,,,,,,,,,,
247,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
250,,,,0.018,0.,0.018,,,,,,,,,,,,,,,
253,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
258,,,,,,,0.033,0.,0.032,,,,,,,,,,,,
259,,,,0.02,0.,0.02,,,,,,,,,,,,,,,
263,,,,,,,0.034,0.,0.034,,,,,,,,,,,,
268,,,,0.021,0.,0.021,0.037,0.,0.037,,,,,,,,,,,,
273,,,,,,,0.038,0.,0.038,,,,,,,,,,,,
276,,,,0.022,0.,0.022,,,,,,,,,,,,,0.002,0.,0.002
279,,,,,,,0.044,0.,0.044,,,,,,,,,,,,
284,,,,,,,0.047,0.,0.047,,,,,,,,,,,,
285,,,,0.023,0.,0.023,,,,,,,,,,,,,,,
289,,,,,,,0.042,0.,0.042,,,,,,,,,,,,
292,,,,,,,0.046,0.002,0.044,,,,,,,,,,,,
293,,,,0.025,0.,0.025,,,,,,,,,,,,,,,
294,,,,,,,0.044,0.,0.044,,,,,,,,,,,,
300,,,,,,,0.049,0.,0.049,,,,,,,,,,,,
302,,,,0.026,0.,0.026,,,,,,,,,,,,,,,
305,,,,,,,0.047,0.,0.046,,,,,,,,,,,,
310,,,,0.028,0.,0.028,0.055,0.,0.055,,,,,,,,,,,,
315,,,,,,,0.051,0.,0.051,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
319,,,,0.029,0.,0.029,,,,,,,,,,,,,,,
320,,,,,,,0.054,0.,0.054,,,,,,,,,,,,
326,,,,,,,0.054,0.,0.053,,,,,,,,,,,,
328,,,,0.03,0.,0.03,,,,,,,,,,,,,,,
331,,,,,,,0.062,0.,0.062,,,,,,,,,,,,
336,,,,0.031,0.,0.031,0.057,0.,0.057,,,,,,,,,,,,
341,,,,,,,0.054,0.,0.054,,,,,,,,,,,,
343,,,,,,,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,
345,,,,0.033,0.,0.033,,,,,,,,,,,,,,,
347,,,,,,,0.055,0.,0.055,,,,,,,,,,,,
352,,,,,,,0.059,0.,0.059,,,,,,,,,,,,
353,,,,0.034,0.,0.034,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,0.003,0.,0.003
357,,,,,,,0.063,0.,0.062,,,,,,,,,,,,
362,,,,0.036,0.,0.036,0.068,0.001,0.066,,,,,,,,,,,,
367,,,,,,,0.072,0.,0.072,,,,,,,,,,,,
370,,,,0.037,0.,0.037,,,,,,,,,,,,,,,
373,,,,,,,0.074,0.,0.074,,,,,,,,,,,,
378,,,,,,,0.078,0.,0.077,,,,,,,,,,,,
379,,,,0.038,0.,0.038,,,,,,,,,,,,,,,
383,,,,,,,0.077,0.,0.076,,,,,,,,,,,,
387,,,,0.041,0.,0.041,,,,,,,,,,,,,,,
388,,,,,,,0.077,0.,0.076,,,,,,,,,,,,
394,,,,,,,0.082,0.,0.082,,,,,,,,,,0.003,0.,0.003
396,,,,0.042,0.,0.042,,,,,,,,,,,,,,,
399,,,,,,,0.093,0.001,0.092,,,,,,,,,,,,
404,,,,,,,0.099,0.001,0.097,,,,,,,,,,,,
405,,,,0.044,0.,0.044,,,,,,,,,,,,,,,
409,,,,,,,0.099,0.001,0.098,,,,,,,,,,,,
413,,,,0.046,0.001,0.045,,,,,,,,,,,,,,,
414,,,,,,,0.091,0.,0.09,,,,,,,,,,,,
420,,,,,,,0.081,0.,0.081,,,,,,,,,,,,
422,,,,0.046,0.,0.046,,,,,,,,,,,,,,,
425,,,,,,,0.11,0.,0.11,,,,,,,,,,,,
430,,,,0.049,0.,0.049,0.105,0.,0.104,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
435,,,,,,,0.089,0.,0.089,,,,,,,,,,,,
439,,,,0.05,0.,0.05,,,,,,,,,,,,,,,
441,,,,,,,0.093,0.,0.092,,,,,,,,,,,,
446,,,,,,,0.106,0.002,0.103,,,,,,,,,,,,
447,,,,0.052,0.,0.052,,,,,,,,,,,,,,,
451,,,,,,,0.094,0.,0.093,,,,,,,,,,,,
456,,,,0.054,0.,0.054,,,,0.004,0.,0.003,0.004,0.,0.004,,,,,,
458,,,,0.071,0.001,0.069,,,,,,,,,,,,,,,
465,,,,0.055,0.,0.055,,,,,,,,,,,,,,,
469,,,,,,,0.119,0.,0.118,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,0.013,0.,0.012
473,,,,0.057,0.,0.057,,,,,,,,,,,,,,,
482,,,,0.059,0.,0.059,,,,,,,,,,,,,,,
487,,,,,,,0.11,0.001,0.109,,,,,,,,,,,,
490,,,,0.061,0.,0.061,,,,,,,,,,,,,,,
499,,,,0.063,0.,0.063,,,,,,,,,,,,,,,
505,,,,,,,0.125,0.002,0.123,,,,,,,,,,,,
507,,,,0.066,0.,0.066,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
516,,,,0.068,0.,0.068,,,,,,,,,,,,,,,
523,,,,,,,0.138,0.,0.138,,,,,,,,,,,,
525,,,,0.07,0.,0.07,,,,,,,,,,,,,,,
533,,,,0.071,0.,0.071,,,,,,,,,,,,,,,
541,,,,,,,0.147,0.,0.147,,,,,,,,,,,,
542,,,,0.073,0.,0.073,,,,,,,,,,,,,,,
550,,,,0.075,0.,0.075,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
559,,,,0.078,0.,0.078,0.16,0.,0.16,,,,,,,,,,,,
567,,,,0.08,0.,0.08,,,,,,,,,,,,,,,
570,,,,,,,,,,0.015,0.,0.015,0.007,0.,0.007,,,,,,
576,,,,0.082,0.,0.082,,,,,,,,,,,,,,,
577,,,,,,,0.204,0.,0.204,,,,,,,,,,,,
583,,,,,,,0.209,0.,0.208,,,,,,,,,,,,
585,,,,0.085,0.,0.085,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,0.007,0.,0.007
593,,,,0.087,0.,0.087,,,,,,,,,,,,,,,
595,,,,,,,0.21,0.,0.21,,,,,,,,,,,,
602,,,,0.089,0.,0.089,,,,,,,,,,,,,,,
610,,,,0.092,0.,0.091,,,,,,,,,,,,,,,
613,,,,,,,0.187,0.,0.187,,,,,,,,,,,,
619,,,,0.095,0.,0.094,,,,,,,,,,,,,,,
627,,,,0.096,0.,0.096,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,0.008,0.,0.008
631,,,,,,,0.204,0.,0.204,,,,,,,,,,,,
636,,,,0.099,0.,0.099,,,,,,,,,,,,,,,
644,,,,0.1,0.,0.1,,,,,,,,,,,,,,,
649,,,,,,,0.227,0.,0.227,,,,,,,,,,,,
653,,,,0.104,0.,0.104,,,,,,,,,,,,,,,
662,,,,0.107,0.,0.107,,,,,,,,,,,,,,,
667,,,,,,,0.241,0.,0.241,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
670,,,,0.109,0.,0.109,,,,,,,,,,,,,,,
679,,,,0.111,0.,0.111,,,,,,,,,,,,,,,
684,,,,,,,,,,0.009,0.,0.009,0.009,0.,0.009,,,,,,
685,,,,,,,0.306,0.,0.306,,,,,,,,,,,,
687,,,,0.114,0.,0.114,,,,,,,,,,,,,,,
696,,,,0.118,0.,0.118,,,,,,,,,,,,,,,
703,,,,,,,0.258,0.001,0.256,,,,,,,,,,,,
704,,,,0.118,0.,0.118,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
713,,,,0.122,0.,0.121,,,,,,,,,,,,,,,
721,,,,,,,0.269,0.,0.268,,,,,,,,,,,,
739,,,,,,,0.289,0.,0.288,,,,,,,,,,,,
744,,,,0.134,0.,0.134,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,0.011,0.,0.011
757,,,,,,,0.323,0.,0.323,,,,,,,,,,,,
775,,,,0.144,0.,0.144,0.348,0.,0.348,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,0.012,0.,0.012
793,,,,,,,0.333,0.,0.333,,,,,,,,,,,,
797,,,,,,,,,,0.012,0.,0.012,0.012,0.,0.012,,,,,,
806,,,,0.153,0.,0.153,,,,,,,,,,,,,,,
811,,,,,,,0.337,0.,0.337,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
829,,,,,,,0.425,0.,0.425,,,,,,,,,,,,
837,,,,0.165,0.,0.165,,,,,,,,,,,,,,,
847,,,,,,,0.38,0.,0.38,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,0.014,0.,0.014
865,,,,,,,0.382,0.,0.382,,,,,,,,,,,,
868,,,,0.175,0.,0.175,,,,,,,,,,,,,,,
873,,,,,,,0.428,0.004,0.423,,,,,,,,,,,,
883,,,,,,,0.434,0.,0.434,,,,,,,,,,,,
898,,,,0.189,0.,0.189,,,,,,,,,,,,,,,
901,,,,,,,0.454,0.,0.454,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,0.015,0.,0.015
911,,,,,,,,,,0.016,0.,0.016,0.018,0.,0.018,,,,,,
914,,,,0.189,0.,0.189,,,,,,,,,,,,,,,
929,,,,0.197,0.,0.197,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,0.016,0.,0.016
960,,,,0.209,0.,0.208,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,0.018,0.,0.018
991,,,,0.223,0.,0.223,0.513,0.006,0.506,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,0.019,0.,0.019
1022,,,,0.233,0.,0.233,,,,,,,,,,,,,,,
1025,,,,,,,,,,0.022,0.,0.022,0.019,0.,0.019,,,,,,
1053,,,,0.247,0.,0.247,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,0.02,0.,0.02
1081,,,,,,,0.667,0.,0.667,,,,,,,,,,,,
1084,,,,0.262,0.,0.262,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,0.022,0.,0.022
1115,,,,0.278,0.,0.277,,,,,,,,,,,,,,,
1138,,,,,,,,,,0.023,0.,0.023,0.023,0.,0.023,,,,0.023,0.,0.023
1146,,,,0.29,0.,0.29,,,,,,,,,,,,,,,
1164,,,,,,,0.8,0.007,0.792,,,,,,,,,,,,
1171,,,,,,,0.727,0.,0.727,,,,,,,,,,,,
1177,,,,0.301,0.,0.301,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,0.025,0.,0.025
1208,,,,0.32,0.,0.32,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,0.026,0.,0.026
1239,,,,0.337,0.,0.337,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.031,0.,0.031,0.027,0.,0.027,,,,,,
1256,,,,,,,,,,,,,,,,,,,0.028,0.,0.028
1261,,,,,,,0.887,0.,0.887,,,,,,,,,,,,
1269,,,,0.352,0.,0.352,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1300,,,,0.362,0.,0.361,,,,,,,,,,,,,,,
1331,,,,0.382,0.,0.382,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1351,,,,,,,1.003,0.,1.002,,,,,,,,,,,,
1362,,,,0.403,0.,0.403,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.033,0.,0.033,0.032,0.,0.032,,,,,,
1370,,,,0.405,0.,0.404,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,0.032,0.,0.032
1393,,,,0.423,0.,0.422,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,0.034,0.,0.034
1424,,,,0.442,0.,0.442,,,,,,,,,,,,,,,
1441,,,,,,,1.161,0.002,1.158,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,0.036,0.,0.036
1454,,,,,,,1.141,0.005,1.135,,,,,,,,,,,,
1479,,,,,,,,,,0.038,0.,0.038,0.039,0.,0.039,,,,,,
1491,,,,,,,,,,,,,,,,,,,0.037,0.,0.037
1530,,,,,,,,,,,,,,,,,,,0.041,0.,0.041
1531,,,,,,,1.288,0.003,1.284,,,,,,,,,,,,
1566,,,,0.528,0.,0.528,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,0.042,0.,0.042
1593,,,,,,,,,,0.043,0.,0.043,0.044,0.,0.044,,,,,,
1609,,,,,,,,,,,,,,,,,,,0.044,0.,0.044
1621,,,,,,,1.42,0.,1.42,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,0.046,0.,0.046
1687,,,,,,,,,,,,,,,,,,,0.048,0.,0.048
1706,,,,,,,,,,0.047,0.,0.047,0.052,0.,0.051,,,,,,
1709,,,,0.617,0.,0.617,,,,,,,,,,,,,,,
1711,,,,,,,1.624,0.,1.623,,,,,,,,,,,,
1726,,,,,,,,,,,,,,,,,,,0.051,0.,0.051
1765,,,,,,,,,,,,,,,,,,,0.052,0.,0.052
1801,,,,,,,1.943,0.005,1.938,,,,,,,,,,,,
1805,,,,,,,,,,,,,,,,,,,0.055,0.,0.054
1820,,,,,,,,,,0.055,0.,0.055,0.057,0.,0.057,,,,,,
1826,,,,0.696,0.,0.695,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,0.057,0.,0.057
1851,,,,0.722,0.,0.722,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,0.058,0.,0.058
1922,,,,,,,,,,,,,,,,,,,0.061,0.,0.061
1933,,,,,,,,,,0.061,0.,0.061,0.065,0.,0.065,,,,,,
1961,,,,,,,,,,,,,,,,,,,0.063,0.,0.063
1993,,,,0.83,0.,0.83,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,0.067,0.,0.067
2013,,,,,,,,,,,,,,,,,,,0.074,0.,0.074
2040,,,,,,,,,,,,,,,,,,,0.069,0.,0.069
2047,,,,,,,,,,0.069,0.,0.069,0.068,0.,0.068,,,,,,
2079,,,,,,,,,,,,,,,,,,,0.07,0.,0.07
2118,,,,,,,,,,,,,,,,,,,0.074,0.,0.073
2136,,,,0.953,0.,0.953,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,,,,0.079,0.,0.079
2161,,,,,,,2.483,0.,2.483,0.078,0.,0.078,0.077,0.,0.077,,,,,,
2197,,,,,,,,,,,,,,,,,,,0.079,0.,0.079
2236,,,,,,,,,,,,,,,,,,,0.082,0.,0.082
2274,,,,,,,,,,0.083,0.,0.083,0.086,0.,0.086,,,,,,
2275,,,,,,,,,,,,,,,,,,,0.084,0.,0.084
2278,,,,1.096,0.,1.096,,,,,,,,,,,,,,,
2282,,,,1.085,0.,1.085,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,,,,0.088,0.,0.088
2353,,,,,,,,,,,,,,,,,,,0.091,0.,0.091
2388,,,,,,,,,,0.092,0.,0.092,0.092,0.,0.091,,,,,,
2392,,,,,,,,,,,,,,,,,,,0.094,0.,0.094
2420,,,,1.22,0.,1.219,,,,,,,,,,,,,,,
2432,,,,,,,,,,,,,,,,,,,0.097,0.,0.097
2471,,,,,,,,,,,,,,,,,,,0.1,0.,0.1
2502,,,,,,,,,,0.098,0.,0.098,0.101,0.,0.101,,,,,,
2510,,,,,,,,,,,,,,,,,,,0.103,0.,0.103
2521,,,,,,,3.714,0.014,3.699,,,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,,0.105,0.,0.105
2562,,,,1.352,0.,1.352,,,,,,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,,0.108,0.,0.108
2615,,,,,,,,,,0.109,0.,0.109,0.111,0.,0.111,,,,,,
2628,,,,,,,,,,,,,,,,,,,0.111,0.,0.111
2667,,,,,,,,,,,,,,,,,,,0.115,0.,0.115
2705,,,,1.502,0.002,1.499,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,0.118,0.,0.117
2729,,,,,,,,,,0.121,0.,0.121,0.117,0.,0.117,,,,,,
2745,,,,,,,,,,,,,,,,,,,0.122,0.,0.122
2784,,,,,,,,,,,,,,,,,,,0.124,0.,0.124
2824,,,,,,,,,,,,,,,,,,,0.127,0.,0.127
2842,,,,,,,,,,0.125,0.,0.125,0.131,0.,0.131,,,,,,
2847,,,,1.637,0.,1.636,,,,,,,,,,,,,,,
2863,,,,,,,,,,,,,,,,,,,0.131,0.,0.13
2881,,,,,,,4.585,0.002,4.582,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,,0.137,0.,0.137
2941,,,,,,,,,,,,,,,,,,,0.139,0.,0.139
2956,,,,,,,,,,0.137,0.,0.137,0.14,0.,0.14,,,,,,
2980,,,,,,,,,,,,,,,,,,,0.143,0.,0.143
3019,,,,,,,,,,,,,,,,,,,0.145,0.,0.145
3059,,,,,,,,,,,,,,,,,,,0.15,0.,0.15
3070,,,,,,,,,,0.147,0.,0.147,0.151,0.,0.15,,,,,,
3098,,,,,,,,,,,,,,,,,,,0.153,0.,0.153
3137,,,,,,,,,,,,,,,,,,,0.158,0.,0.158
3183,,,,,,,,,,0.158,0.,0.158,0.158,0.,0.158,,,,,,
3241,,,,,,,5.875,0.011,5.863,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,0.169,0.,0.169
3297,,,,,,,,,,0.169,0.,0.169,0.172,0.,0.172,,,,,,
3398,,,,,,,,,,,,,,,,,,,0.18,0.,0.179
3410,,,,,,,,,,0.177,0.,0.177,0.184,0.,0.184,,,,,,
3416,,,,2.348,0.001,2.347,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.19,0.,0.189,0.195,0.,0.195,,,,,,
3529,,,,,,,,,,,,,,,,,,,0.193,0.,0.193
3601,,,,,,,7.078,0.018,7.059,,,,,,,,,,,,
3638,,,,,,,,,,0.206,0.,0.206,0.207,0.,0.207,,,,,,
3660,,,,,,,,,,,,,,,,,,,0.208,0.,0.208
3674,,,,,,,,,,0.216,0.002,0.214,0.212,0.,0.212,,,,,,
3751,,,,,,,,,,0.221,0.,0.221,0.219,0.,0.218,,,,,,
3790,,,,,,,,,,,,,,,,,,,0.222,0.,0.222
3865,,,,,,,,,,0.231,0.,0.231,0.233,0.,0.233,,,,,,
3921,,,,,,,,,,,,,,,,,,,0.236,0.,0.236
3979,,,,,,,,,,0.244,0.,0.244,0.248,0.,0.248,,,,,,
3985,,,,3.15,0.001,3.148,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,0.255,0.,0.255
4052,,,,,,,,,,,,,,,,,,,0.253,0.,0.253
4092,,,,,,,,,,0.259,0.,0.259,0.257,0.,0.257,,,,,,
4182,,,,,,,,,,,,,,,,,,,0.269,0.,0.269
4206,,,,,,,,,,0.265,0.,0.265,0.278,0.,0.278,,,,,,
4313,,,,,,,,,,,,,,,,,,,0.285,0.,0.285
4319,,,,,,,,,,0.282,0.,0.282,0.279,0.,0.279,,,,,,
4433,,,,,,,,,,0.291,0.,0.291,0.302,0.,0.302,,,,,,
4444,,,,,,,,,,,,,,,,,,,0.303,0.,0.303
4547,,,,,,,,,,0.315,0.,0.315,0.309,0.,0.309,,,,,,
