param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
77,0.003,0.,0.003,0.523,0.,0.523
78,0.003,0.,0.002,0.555,0.,0.555
79,0.003,0.,0.003,0.558,0.,0.558
80,0.003,0.,0.003,0.543,0.,0.543
81,0.003,0.,0.003,0.562,0.,0.562
82,0.003,0.,0.003,0.6,0.,0.6
83,0.003,0.,0.003,0.605,0.,0.605
84,0.003,0.,0.003,0.621,0.,0.621
85,0.003,0.,0.003,0.689,0.,0.689
86,0.003,0.,0.003,0.699,0.,0.699
87,0.003,0.,0.003,0.68,0.,0.68
88,0.003,0.,0.003,0.694,0.,0.694
89,0.003,0.,0.003,0.721,0.,0.72
90,0.003,0.,0.003,0.747,0.,0.747
91,0.003,0.,0.003,0.811,0.,0.811
92,0.003,0.,0.003,0.805,0.,0.805
93,0.003,0.,0.003,0.787,0.001,0.785
94,0.003,0.,0.003,0.808,0.,0.807
95,0.004,0.,0.004,0.82,0.001,0.819
96,0.003,0.,0.003,0.889,0.,0.889
97,0.003,0.,0.003,0.897,0.,0.897
98,0.004,0.,0.004,0.896,0.,0.896
99,0.004,0.,0.004,0.919,0.,0.919
100,0.004,0.,0.004,0.95,0.,0.95
110,0.004,0.,0.004,1.306,0.013,1.292
120,0.004,0.,0.004,1.525,0.004,1.52
130,0.005,0.,0.005,1.894,0.002,1.891
140,0.005,0.,0.005,2.285,0.006,2.278
150,0.005,0.,0.005,2.755,0.001,2.754
160,0.005,0.,0.005,3.22,0.,3.22
170,0.006,0.,0.006,3.818,0.,3.817
180,0.006,0.,0.006,4.377,0.003,4.374
190,0.007,0.,0.007,5.144,0.,5.144
200,0.007,0.,0.007,5.904,0.,5.902
210,0.008,0.,0.008,6.718,0.001,6.717
220,0.008,0.,0.008,7.597,0.,7.596
230,0.008,0.,0.008,8.535,0.011,8.521
240,0.009,0.,0.008,9.634,0.,9.633
250,0.009,0.,0.009,11.012,0.,11.011
260,0.01,0.,0.01,12.125,0.,12.124
270,0.01,0.,0.01,13.441,0.001,13.44
280,0.011,0.,0.011,14.829,0.01,14.817
290,0.01,0.,0.01,16.307,0.01,16.295
300,0.013,0.,0.013,18.081,0.001,18.079
350,0.013,0.,0.013,27.773,0.002,27.769
400,0.015,0.,0.015,40.397,0.002,40.393
450,0.016,0.,0.016,57.071,0.024,57.044
500,0.019,0.,0.019,77.011,0.003,77.002
