param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.,0.,0.
2,0.,0.,0.,0.001,0.,0.001
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.003,0.
5,0.,0.,0.,0.003,0.,0.003
6,0.,0.,0.,0.004,0.,0.004
7,0.,0.,0.,0.005,0.,0.005
8,0.,0.,0.,0.007,0.,0.007
9,0.,0.,0.,0.008,0.,0.008
10,0.,0.,0.,0.009,0.,0.009
11,0.,0.,0.,0.046,0.,0.045
12,0.,0.,0.,0.011,0.,0.011
13,0.,0.,0.,0.012,0.,0.012
14,0.,0.,0.,0.014,0.,0.014
15,0.,0.,0.,0.017,0.,0.017
16,0.,0.,0.,0.018,0.,0.018
17,0.,0.,0.,0.02,0.,0.02
18,0.,0.,0.,0.026,0.,0.026
19,0.,0.,0.,0.025,0.,0.025
20,0.,0.,0.,0.029,0.,0.029
21,0.,0.,0.,0.031,0.,0.031
22,0.,0.,0.,0.038,0.,0.038
23,0.,0.,0.,0.04,0.,0.04
24,0.,0.,0.,0.041,0.,0.041
25,0.,0.,0.,0.049,0.,0.049
26,0.,0.,0.,0.05,0.,0.049
27,0.,0.,0.,0.057,0.,0.057
28,0.,0.,0.,0.06,0.,0.06
29,0.,0.,0.,0.067,0.,0.067
30,0.,0.,0.,0.069,0.,0.069
31,0.,0.,0.,0.078,0.,0.078
32,0.,0.,0.,0.08,0.,0.08
33,0.,0.,0.,0.091,0.,0.09
34,0.,0.,0.,0.099,0.,0.099
35,0.,0.,0.,0.102,0.,0.102
36,0.,0.,0.,0.113,0.,0.112
37,0.,0.,0.,0.122,0.,0.122
38,0.,0.,0.,0.13,0.,0.13
39,0.,0.,0.,0.138,0.,0.138
40,0.,0.,0.,0.147,0.,0.146
41,0.,0.,0.,0.163,0.,0.162
42,0.,0.,0.,0.163,0.,0.163
43,0.,0.,0.,0.171,0.,0.171
44,0.,0.,0.,0.182,0.,0.182
45,0.,0.,0.,0.202,0.,0.201
46,0.,0.,0.,0.211,0.,0.211
47,0.,0.,0.,0.225,0.,0.225
48,0.,0.,0.,0.237,0.,0.237
49,0.,0.,0.,0.253,0.,0.252
50,0.,0.,0.,0.267,0.,0.267
51,0.,0.,0.,0.28,0.,0.28
52,0.,0.,0.,0.297,0.,0.296
53,0.,0.,0.,0.313,0.,0.313
54,0.,0.,0.,0.335,0.,0.334
55,0.,0.,0.,0.362,0.,0.361
56,0.001,0.,0.001,0.383,0.,0.383
57,0.,0.,0.,0.396,0.,0.396
58,0.001,0.,0.001,0.415,0.,0.414
59,0.001,0.,0.001,0.441,0.,0.44
60,0.001,0.,0.001,0.455,0.,0.455
61,0.001,0.,0.001,0.473,0.,0.473
62,0.001,0.,0.001,0.494,0.001,0.492
63,0.001,0.,0.001,0.522,0.,0.521
64,0.001,0.,0.001,0.542,0.,0.542
65,0.001,0.,0.001,0.565,0.,0.565
66,0.001,0.,0.001,0.595,0.,0.595
67,0.001,0.,0.001,0.621,0.,0.621
68,0.001,0.,0.001,0.659,0.,0.659
69,0.001,0.,0.001,0.701,0.,0.701
70,0.001,0.,0.001,0.725,0.,0.725
71,0.001,0.,0.001,0.758,0.,0.758
72,0.001,0.,0.001,0.773,0.,0.773
73,0.001,0.,0.001,0.811,0.,0.81
74,0.001,0.,0.001,0.849,0.,0.848
75,0.001,0.,0.001,0.882,0.,0.882
76,0.001,0.,0.001,0.915,0.,0.914
77,0.001,0.,0.001,0.903,0.,0.902
78,0.001,0.,0.001,0.94,0.,0.94
79,0.001,0.,0.001,1.036,0.,1.036
80,0.001,0.,0.001,1.099,0.,1.099
81,0.001,0.,0.001,1.134,0.,1.134
82,0.001,0.,0.001,1.167,0.,1.167
83,0.001,0.,0.001,1.208,0.,1.208
84,0.001,0.,0.001,1.258,0.,1.258
85,0.001,0.,0.001,1.296,0.,1.296
86,0.001,0.,0.001,1.266,0.,1.266
87,0.001,0.,0.001,1.329,0.,1.329
88,0.001,0.,0.001,1.396,0.,1.396
89,0.001,0.,0.,1.531,0.,1.531
90,0.001,0.,0.001,1.559,0.,1.559
91,0.001,0.,0.001,1.622,0.,1.622
92,0.001,0.,0.001,1.684,0.,1.684
93,0.001,0.,0.001,1.651,0.,1.651
94,0.001,0.,0.001,1.697,0.,1.697
95,0.001,0.,0.001,1.881,0.,1.881
96,0.001,0.,0.001,1.955,0.,1.955
97,0.001,0.,0.001,1.965,0.,1.965
98,0.001,0.,0.001,2.052,0.,2.051
99,0.001,0.,0.001,2.125,0.,2.125
100,0.001,0.,0.001,2.209,0.,2.209
110,0.001,0.,0.001,3.093,0.016,3.076
120,0.001,0.,0.001,4.064,0.001,4.061
130,0.002,0.,0.002,5.293,0.005,5.287
140,0.002,0.,0.002,6.945,0.003,6.941
150,0.002,0.,0.002,8.749,0.001,8.747
160,0.002,0.,0.002,10.965,0.001,10.964
170,0.002,0.,0.002,13.577,0.003,13.573
180,0.002,0.,0.002,16.654,0.,16.652
190,0.002,0.,0.002,20.213,0.001,20.21
200,0.003,0.,0.003,24.312,0.,24.31
