param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
4574,,,,,,,,,,,,,,,,,,,0.279,0.,0.279
4660,,,,,,,,,,0.289,0.,0.289,0.302,0.,0.301,,,,,,
4705,,,,,,,,,,,,,,,,,,,0.295,0.,0.295
4774,,,,,,,,,,0.304,0.,0.302,0.304,0.,0.304,,,,,,
4836,,,,,,,,,,,,,,,,,,,0.318,0.,0.317
4887,,,,,,,,,,0.315,0.,0.315,0.309,0.,0.308,,,,,,
4966,,,,,,,,,,,,,,,,,,,0.328,0.,0.328
5001,,,,,,,,,,0.329,0.,0.329,0.327,0.,0.327,,,,,,
5097,,,,,,,,,,,,,,,,,,,0.347,0.,0.346
5115,,,,,,,,,,0.325,0.001,0.324,0.346,0.,0.346,,,,,,
5124,,,,4.522,0.004,4.517,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.359,0.,0.359,0.366,0.,0.366,,,,0.359,0.,0.359
5342,,,,,,,,,,0.372,0.,0.372,0.383,0.,0.382,,,,,,
5358,,,,,,,,,,,,,,,,,,,0.378,0.,0.378
5456,,,,,,,,,,0.388,0.,0.388,0.392,0.,0.392,,,,,,
5489,,,,,,,,,,,,,,,,,,,0.392,0.,0.392
5569,,,,,,,,,,0.406,0.,0.406,0.428,0.,0.428,,,,,,
5620,,,,,,,,,,,,,,,,,,,0.411,0.001,0.409
5683,,,,,,,,,,0.421,0.,0.421,0.448,0.,0.448,,,,,,
5693,,,,5.617,0.,5.616,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,0.434,0.,0.434
5796,,,,,,,,,,0.436,0.,0.436,0.45,0.,0.449,,,,,,
5881,,,,,,,,,,,,,,,,,,,0.457,0.,0.456
5910,,,,,,,,,,0.443,0.,0.443,0.463,0.,0.462,,,,,,
6012,,,,,,,,,,,,,,,,,,,0.464,0.,0.464
6034,,,,,,,,,,,,,,,,,,,0.488,0.,0.488
6142,,,,,,,,,,,,,,,,,,,0.492,0.,0.492
6221,,,,,,,,,,0.499,0.,0.499,0.531,0.,0.531,,,,,,
6273,,,,,,,,,,,,,,,,,,,0.512,0.,0.512
6532,,,,,,,,,,0.555,0.,0.555,0.564,0.002,0.561,,,,,,
6843,,,,,,,,,,0.614,0.,0.613,0.593,0.,0.593,,,,,,
6900,,,,,,,,,,,,,,,,,,,0.61,0.,0.609
7154,,,,,,,,,,0.644,0.,0.644,0.694,0.,0.694,,,,,,
7346,,,,,,,,,,0.7,0.,0.7,0.706,0.,0.705,,,,,,
7465,,,,,,,,,,0.75,0.,0.75,0.75,0.,0.749,,,,,,
7527,,,,,,,,,,,,,,,,,,,0.721,0.,0.719
7776,,,,,,,,,,0.768,0.,0.767,0.769,0.,0.769,,,,,,
8045,,,,,,,,,,,,,,,,,,,0.855,0.,0.855
8087,,,,,,,,,,0.855,0.,0.854,0.845,0.002,0.843,,,,,,
8154,,,,,,,,,,,,,,,,,,,0.843,0.,0.843
8398,,,,,,,,,,0.841,0.,0.841,0.901,0.,0.901,,,,,,
8709,,,,,,,,,,0.957,0.,0.957,0.921,0.,0.921,,,,,,
8781,,,,,,,,,,,,,,,,,,,0.951,0.,0.95
9019,,,,,,,,,,1.036,0.,1.036,1.03,0.,1.03,,,,,,
9330,,,,,,,,,,1.063,0.,1.063,1.068,0.,1.068,,,,,,
9409,,,,,,,,,,,,,,,,,,,1.127,0.,1.127
9641,,,,,,,,,,1.167,0.,1.167,1.171,0.,1.171,,,,,,
9952,,,,,,,,,,1.223,0.,1.223,1.256,0.,1.256,,,,,,
10036,,,,,,,,,,,,,,,,,,,1.28,0.,1.279
10056,,,,,,,,,,,,,,,,,,,1.296,0.,1.296
10263,,,,,,,,,,1.241,0.,1.241,1.335,0.,1.334,,,,,,
10574,,,,,,,,,,1.411,0.,1.411,1.424,0.,1.424,,,,,,
10663,,,,,,,,,,,,,,,,,,,1.44,0.,1.44
10885,,,,,,,,,,1.487,0.,1.487,1.524,0.,1.524,,,,,,
11017,,,,,,,,,,1.517,0.002,1.515,1.523,0.001,1.522,,,,,,
11196,,,,,,,,,,1.596,0.001,1.593,1.599,0.,1.599,,,,,,
11290,,,,,,,,,,,,,,,,,,,1.598,0.,1.598
11507,,,,,,,,,,1.655,0.001,1.654,1.689,0.,1.689,,,,,,
11818,,,,,,,,,,1.742,0.,1.741,1.771,0.,1.771,,,,,,
11917,,,,,,,,,,,,,,,,,,,1.776,0.001,1.774
12544,,,,,,,,,,,,,,,,,,,1.957,0.,1.957
13000,,,,,,,,,,2.064,0.,2.064,2.103,0.,2.103,,,,,,
14181,,,,,,,,,,2.49,0.,2.49,2.538,0.,2.538,,,,,,
14689,,,,,,,,,,2.691,0.,2.689,2.837,0.,2.837,,,,,,
15052,,,,,,,,,,,,,,,,,,,2.814,0.001,2.813
15363,,,,,,,,,,2.957,0.,2.956,2.97,0.,2.97,,,,,,
16544,,,,,,,,,,3.353,0.,3.353,3.473,0.,3.473,,,,,,
17561,,,,,,,,,,,,,,,,,,,3.832,0.,3.832
17726,,,,,,,,,,3.946,0.,3.946,3.899,0.,3.897,,,,,,
18361,,,,,,,,,,4.044,0.,4.043,4.041,0.001,4.039,,,,,,
18908,,,,,,,,,,4.397,0.,4.397,4.461,0.,4.46,,,,,,
20069,,,,,,,,,,,,,,,,,,,5.16,0.002,5.158
20089,,,,,,,,,,4.955,0.,4.954,4.97,0.,4.969,,,,,,
21271,,,,,,,,,,5.574,0.,5.572,5.5,0.001,5.499,,,,,,
22452,,,,,,,,,,6.276,0.,6.275,6.292,0.,6.291,,,,,,
22578,,,,,,,,,,,,,,,,,,,6.278,0.,6.277
23634,,,,,,,,,,6.443,0.002,6.439,6.855,0.001,6.854,,,,,,
25086,,,,,,,,,,,,,,,,,,,7.715,0.001,7.712
28361,,,,,,,,,,9.417,0.,9.417,9.853,0.001,9.851,,,,,,
33087,,,,,,,,,,13.348,0.001,13.345,13.362,0.,13.361,,,,,,
37814,,,,,,,,,,16.78,0.001,16.775,16.999,0.002,16.995,,,,,,
42540,,,,,,,,,,22.192,0.004,22.187,22.072,0.,22.071,,,,,,
47267,,,,,,,,,,26.832,0.,26.831,27.386,0.004,27.379,,,,,,
