param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
3979,,,,,,,,,,0.08815,0.00033,0.04222,0.00411,0.134,0.,0.049,0.08723,0.00026,0.04181,0.00434,0.133,0.003,0.045,,,,,,
3985,,,,4.454,0.003,4.449,,,,,,,,,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323,0.,0.323
4052,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322,0.,0.322
4092,,,,,,,,,,0.08363,0.00029,0.04434,0.00424,0.132,0.003,0.048,0.09751,0.00026,0.04609,0.00463,0.148,0.003,0.05,,,,,,
4182,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331,0.,0.331
4206,,,,,,,,,,0.08860,0.00032,0.05069,0.00468,0.144,0.,0.058,0.09677,0.00035,0.05290,0.00487,0.155,0.,0.061,,,,,,
4313,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346,0.003,0.343
4319,,,,,,,,,,0.09611,0.00031,0.05318,0.00459,0.154,0.,0.061,0.09145,0.00035,0.05065,0.00438,0.147,0.003,0.054,,,,,,
4433,,,,,,,,,,0.09202,0.00028,0.05524,0.00449,0.152,0.003,0.059,0.09088,0.00029,0.05323,0.00508,0.149,0.007,0.053,,,,,,
4444,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381,0.,0.381
4547,,,,,,,,,,0.09085,0.00027,0.05989,0.00523,0.156,0.004,0.064,0.09281,0.00036,0.05309,0.00457,0.151,0.003,0.057,,,,,,
4555,,,,5.881,0.,5.881,,,,,,,,,,,,,,,,,,,,,,,
4574,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391,0.,0.391
4660,,,,,,,,,,0.09032,0.00031,0.05490,0.00447,0.15,0.004,0.058,0.08874,0.00026,0.06053,0.00464,0.154,0.,0.068,,,,,,
4705,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413,0.,0.413
4774,,,,,,,,,,0.09439,0.00027,0.06566,0.00513,0.165,0.,0.074,0.09644,0.00029,0.06702,0.01163,0.175,0.003,0.078,,,,,,
4836,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437,0.,0.437
4887,,,,,,,,,,0.09423,0.00030,0.06224,0.00538,0.162,0.003,0.067,0.08989,0.00032,0.05948,0.01178,0.161,0.004,0.07,,,,,,
4966,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,0.,0.472
5001,,,,,,,,,,0.09080,0.00030,0.07173,0.00545,0.168,0.004,0.076,0.09165,0.00031,0.07191,0.00467,0.168,0.,0.079,,,,,,
5097,,,,,,,,,,,,,,,,,,,,,,,,,,,0.497,0.,0.497
5115,,,,,,,,,,0.08812,0.00028,0.06629,0.00546,0.16,0.003,0.071,0.09136,0.00029,0.06874,0.00545,0.166,0.004,0.073,,,,,,
5124,,,,7.666,0.003,7.661,,,,,,,,,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.08923,0.00025,0.07192,0.00503,0.166,0.003,0.076,0.08971,0.00030,0.07242,0.00506,0.167,0.004,0.076,,,,0.504,0.,0.504
5342,,,,,,,,,,0.09398,0.00026,0.07665,0.00558,0.176,0.003,0.081,0.09179,0.00027,0.07583,0.00507,0.173,0.008,0.076,,,,,,
5358,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532,0.,0.532
5456,,,,,,,,,,0.09103,0.00025,0.07474,0.00556,0.171,0.,0.083,0.09082,0.00028,0.07613,0.00525,0.172,0.004,0.08,,,,,,
5489,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549,0.,0.549
5569,,,,,,,,,,0.09265,0.00027,0.07836,0.00561,0.177,0.003,0.084,0.09014,0.00028,0.08448,0.00587,0.18,0.007,0.086,,,,,,
5620,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574,0.,0.574
5683,,,,,,,,,,0.09334,0.00028,0.08333,0.00605,0.183,0.,0.092,0.09367,0.00029,0.08022,0.00583,0.18,0.004,0.085,,,,,,
5693,,,,9.212,0.007,9.201,,,,,,,,,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,,,,,,,,,0.621,0.,0.621
5796,,,,,,,,,,0.09101,0.00032,0.08331,0.00567,0.18,0.,0.092,0.09810,0.00031,0.09166,0.00637,0.196,0.003,0.098,,,,,,
5881,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623,0.,0.623
5910,,,,,,,,,,0.09361,0.00031,0.09122,0.00583,0.191,0.004,0.096,0.09430,0.00035,0.09288,0.00659,0.194,0.008,0.094,,,,,,
6012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.652,0.003,0.648
6034,,,,,,,,,,,,,,,,,,,,,,,,,,,0.849,0.,0.849
6142,,,,,,,,,,,,,,,,,,,,,,,,,,,0.682,0.,0.682
6221,,,,,,,,,,0.09449,0.00024,0.09916,0.00675,0.2,0.006,0.102,0.09114,0.00034,0.10097,0.00640,0.199,0.003,0.107,,,,,,
6273,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732,0.,0.732
6532,,,,,,,,,,0.09891,0.00028,0.10452,0.00708,0.21,0.003,0.111,0.09711,0.00029,0.11290,0.00619,0.216,0.003,0.118,,,,,,
6843,,,,,,,,,,0.09517,0.00024,0.11972,0.00696,0.222,0.003,0.126,0.09385,0.00026,0.11546,0.00743,0.217,0.003,0.122,,,,,,
6900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864,0.,0.864
7154,,,,,,,,,,0.09516,0.00026,0.12565,0.00708,0.228,0.004,0.132,0.09456,0.00026,0.13459,0.00677,0.236,0.004,0.14,,,,,,
7346,,,,,,,,,,0.09955,0.00030,0.18570,0.00829,0.294,0.004,0.192,0.10494,0.00037,0.18854,0.00754,0.301,0.007,0.191,,,,,,
7465,,,,,,,,,,0.10168,0.00033,0.14303,0.00854,0.253,0.003,0.151,0.10795,0.00034,0.13844,0.00757,0.254,0.007,0.142,,,,,,
7527,,,,,,,,,,,,,,,,,,,,,,,,,,,1.031,0.,1.031
7776,,,,,,,,,,0.09745,0.00027,0.14511,0.00771,0.25,0.007,0.148,0.09683,0.00028,0.15189,0.00788,0.257,0.007,0.155,,,,,,
8045,,,,,,,,,,,,,,,,,,,,,,,,,,,1.172,0.,1.172
8087,,,,,,,,,,0.09068,0.00024,0.15648,0.00861,0.256,0.004,0.164,0.10366,0.00036,0.17372,0.00782,0.285,0.011,0.173,,,,,,
8154,,,,,,,,,,,,,,,,,,,,,,,,,,,1.179,0.,1.179
8398,,,,,,,,,,0.09509,0.00027,0.16861,0.00830,0.272,0.008,0.172,0.09891,0.00026,0.18307,0.00856,0.29,0.007,0.187,,,,,,
8709,,,,,,,,,,0.10079,0.00033,0.19660,0.00882,0.306,0.007,0.201,0.09582,0.00027,0.21455,0.00952,0.32,0.007,0.217,,,,,,
8781,,,,,,,,,,,,,,,,,,,,,,,,,,,1.374,0.,1.374
9019,,,,,,,,,,0.09951,0.00031,0.20597,0.01000,0.315,0.004,0.215,0.10196,0.00034,0.20626,0.00974,0.318,0.008,0.212,,,,,,
9330,,,,,,,,,,0.09584,0.00027,0.20428,0.00855,0.309,0.004,0.212,0.09516,0.00037,0.22013,0.00925,0.325,0.003,0.229,,,,,,
9409,,,,,,,,,,,,,,,,,,,,,,,,,,,1.594,0.003,1.59
9641,,,,,,,,,,0.10194,0.00032,0.22397,0.01012,0.336,0.004,0.233,0.09425,0.00032,0.22631,0.00933,0.33,0.011,0.227,,,,,,
9952,,,,,,,,,,0.09487,0.00030,0.24177,0.01498,0.352,0.004,0.256,0.10029,0.00026,0.26044,0.01160,0.372,0.008,0.267,,,,,,
10036,,,,,,,,,,,,,,,,,,,,,,,,,,,1.822,0.,1.822
10056,,,,,,,,,,,,,,,,,,,,,,,,,,,2.024,0.,2.024
10263,,,,,,,,,,0.10374,0.00033,0.25524,0.01097,0.37,0.,0.27,0.09695,0.00032,0.26673,0.01444,0.378,0.003,0.281,,,,,,
10574,,,,,,,,,,0.09452,0.00031,0.26187,0.01085,0.367,0.004,0.272,0.09685,0.00034,0.27109,0.01067,0.379,0.003,0.281,,,,,,
10663,,,,,,,,,,,,,,,,,,,,,,,,,,,2.044,0.,2.044
10885,,,,,,,,,,0.09585,0.00030,0.28431,0.01148,0.392,0.004,0.295,0.10504,0.00033,0.28647,0.01092,0.402,0.008,0.293,,,,,,
11017,,,,,,,,,,0.09157,0.00030,0.45836,0.01223,0.562,0.019,0.454,0.09285,0.00031,0.34101,0.01057,0.444,0.008,0.346,,,,,,
11196,,,,,,,,,,0.10086,0.00033,0.29352,0.01151,0.406,0.004,0.304,0.09670,0.00035,0.30628,0.01061,0.414,0.008,0.312,,,,,,
11290,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,0.003,2.326
11507,,,,,,,,,,0.09428,0.00031,0.29992,0.01281,0.407,0.007,0.309,0.09592,0.00034,0.31495,0.01153,0.422,0.008,0.322,,,,,,
11818,,,,,,,,,,0.09666,0.00027,0.32628,0.01108,0.434,0.,0.341,0.09665,0.00029,0.32307,0.01237,0.432,0.007,0.331,,,,,,
11917,,,,,,,,,,,,,,,,,,,,,,,,,,,2.597,0.003,2.591
12544,,,,,,,,,,,,,,,,,,,,,,,,,,,2.794,0.003,2.79
13000,,,,,,,,,,0.09663,0.00032,0.37825,0.01294,0.488,0.003,0.391,0.09753,0.00034,0.41023,0.01417,0.522,0.004,0.424,,,,,,
14181,,,,,,,,,,0.10194,0.00028,0.46254,0.01452,0.579,0.007,0.473,0.10423,0.00032,0.47685,0.01603,0.597,0.004,0.492,,,,,,
14689,,,,,,,,,,0.08952,0.00043,0.50984,0.01478,0.614,0.023,0.504,0.08944,0.00025,0.53638,0.01618,0.642,0.004,0.551,,,,,,
15052,,,,,,,,,,,,,,,,,,,,,,,,,,,3.994,0.,3.993
15363,,,,,,,,,,0.10044,0.00029,0.53747,0.01528,0.653,0.007,0.548,0.09739,0.00032,0.56460,0.01501,0.677,0.008,0.575,,,,,,
16544,,,,,,,,,,0.09339,0.00028,0.65339,0.01534,0.762,0.008,0.664,0.09211,0.00033,0.63984,0.01581,0.748,0.016,0.643,,,,,,
17561,,,,,,,,,,,,,,,,,,,,,,,,,,,5.465,0.,5.465
17726,,,,,,,,,,0.09717,0.00033,0.71964,0.01697,0.834,0.,0.74,0.09698,0.00032,0.78828,0.01665,0.902,0.004,0.804,,,,,,
18361,,,,,,,,,,0.09093,0.00037,0.83033,0.02123,0.943,0.007,0.847,0.08839,0.00027,0.80747,0.02052,0.916,0.012,0.818,,,,,,
18908,,,,,,,,,,0.09236,0.00024,0.88828,0.02144,1.002,0.007,0.905,0.10629,0.00035,0.93936,0.03259,1.078,0.012,0.963,,,,,,
20069,,,,,,,,,,,,,,,,,,,,,,,,,,,7.416,0.004,7.412
20089,,,,,,,,,,0.10726,0.00032,0.97440,0.02111,1.103,0.008,0.991,0.10140,0.00034,0.97733,0.02074,1.1,0.008,0.994,,,,,,
21271,,,,,,,,,,0.10252,0.00033,1.09431,0.02398,1.221,0.003,1.118,0.10760,0.00034,1.06491,0.02046,1.193,0.004,1.085,,,,,,
22452,,,,,,,,,,0.10133,0.00028,1.15149,0.02294,1.276,0.003,1.174,0.09381,0.00034,1.14165,0.02207,1.258,0.008,1.157,,,,,,
22578,,,,,,,,,,,,,,,,,,,,,,,,,,,9.177,0.015,9.16
23634,,,,,,,,,,0.09289,0.00035,1.27759,0.02546,1.396,0.004,1.303,0.10397,0.00030,1.33241,0.02691,1.463,0.012,1.351,,,,,,
25086,,,,,,,,,,,,,,,,,,,,,,,,,,,11.05,0.,11.05
28361,,,,,,,,,,0.09862,0.00028,1.82251,0.03497,1.956,0.003,1.857,0.09944,0.00037,1.86025,0.03145,1.991,0.012,1.883,,,,,,
33087,,,,,,,,,,0.09591,0.00030,2.41500,0.03696,2.548,0.016,2.439,0.09976,0.00026,2.48787,0.03340,2.621,0.003,2.521,,,,,,
37814,,,,,,,,,,0.10548,0.00027,3.13154,0.03678,3.274,0.004,3.168,0.09630,0.00037,3.20225,0.03642,3.335,0.004,3.238,,,,,,
42540,,,,,,,,,,0.09595,0.00032,4.06842,0.05038,4.215,0.024,4.098,0.09558,0.00031,4.06839,0.04371,4.208,0.019,4.096,,,,,,
47267,,,,,,,,,,0.09939,0.00036,5.13758,0.04639,5.283,0.012,5.175,0.10268,0.00026,5.05004,0.04623,5.199,0.02,5.079,,,,,,
