param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.002,0.,0.002
3,0.,0.,0.,0.003,0.,0.003
4,0.,0.,0.,0.004,0.,0.004
5,0.,0.,0.,0.006,0.,0.006
6,0.,0.,0.,0.021,0.,0.021
7,0.,0.,0.,0.009,0.,0.009
8,0.,0.,0.,0.011,0.,0.011
9,0.,0.,0.,0.013,0.,0.013
10,0.,0.,0.,0.015,0.,0.015
11,0.,0.,0.,0.105,0.,0.105
12,0.,0.,0.,0.021,0.,0.021
13,0.,0.,0.,0.023,0.,0.023
14,0.,0.,0.,0.028,0.,0.028
15,0.,0.,0.,0.03,0.,0.03
16,0.,0.,0.,0.056,0.,0.056
17,0.,0.,0.,0.038,0.,0.038
18,0.,0.,0.,0.042,0.,0.042
19,0.,0.,0.,0.044,0.,0.044
20,0.,0.,0.,0.046,0.,0.046
21,0.,0.,0.,0.052,0.,0.052
22,0.,0.,0.,0.069,0.,0.069
23,0.,0.,0.,0.062,0.,0.062
24,0.,0.,0.,0.081,0.004,0.076
25,0.001,0.,0.001,0.156,0.,0.155
26,0.001,0.,0.001,0.096,0.,0.096
27,0.001,0.,0.001,0.086,0.,0.086
28,0.,0.,0.,0.087,0.,0.087
29,0.001,0.,0.001,0.108,0.,0.108
30,0.001,0.,0.001,0.128,0.,0.128
31,0.003,0.,0.003,0.116,0.,0.116
32,0.001,0.,0.001,0.121,0.,0.121
33,0.001,0.,0.001,0.127,0.,0.127
34,0.001,0.,0.001,0.146,0.,0.146
35,0.001,0.,0.001,0.169,0.,0.169
36,0.001,0.,0.001,0.167,0.,0.167
37,0.001,0.,0.001,0.178,0.,0.178
38,0.001,0.,0.001,0.187,0.,0.187
39,0.001,0.,0.001,0.21,0.,0.21
40,0.001,0.,0.001,0.202,0.,0.202
41,0.001,0.,0.001,0.229,0.003,0.225
42,0.001,0.,0.001,0.251,0.,0.251
43,0.001,0.,0.001,0.256,0.,0.256
44,0.001,0.,0.001,0.278,0.,0.278
45,0.001,0.,0.001,0.275,0.,0.275
46,0.001,0.,0.001,0.299,0.,0.299
47,0.001,0.,0.001,0.301,0.,0.301
48,0.001,0.,0.001,0.343,0.,0.343
49,0.002,0.,0.001,0.359,0.007,0.351
50,0.001,0.,0.001,0.364,0.,0.364
51,0.001,0.,0.001,0.399,0.003,0.395
52,0.002,0.,0.002,0.422,0.,0.422
53,0.002,0.,0.002,0.434,0.003,0.43
54,0.002,0.,0.002,0.475,0.003,0.471
55,0.002,0.,0.002,0.483,0.003,0.479
56,0.001,0.,0.001,0.489,0.003,0.485
57,0.002,0.,0.002,0.536,0.,0.536
58,0.002,0.,0.002,0.541,0.008,0.533
59,0.002,0.,0.002,0.554,0.,0.554
60,0.002,0.,0.002,0.573,0.,0.573
61,0.002,0.,0.002,0.616,0.,0.616
62,0.002,0.,0.002,0.679,0.,0.679
63,0.002,0.,0.002,0.626,0.,0.626
64,0.002,0.,0.002,0.725,0.,0.725
65,0.002,0.,0.002,0.73,0.,0.73
66,0.002,0.,0.002,0.767,0.,0.767
67,0.002,0.,0.002,0.838,0.,0.838
68,0.002,0.,0.002,0.897,0.,0.897
69,0.002,0.,0.002,0.9,0.,0.9
70,0.002,0.,0.002,0.862,0.,0.862
71,0.003,0.,0.003,0.896,0.,0.895
72,0.003,0.,0.003,0.96,0.,0.96
73,0.004,0.,0.004,1.043,0.,1.043
74,0.003,0.,0.003,1.104,0.,1.104
75,0.003,0.,0.003,1.114,0.,1.114
76,0.003,0.,0.003,1.137,0.,1.137
77,0.003,0.,0.003,1.182,0.,1.182
78,0.002,0.,0.002,1.208,0.011,1.196
79,0.003,0.,0.003,1.251,0.,1.251
80,0.003,0.,0.003,1.295,0.,1.295
81,0.003,0.,0.003,1.355,0.,1.355
82,0.003,0.,0.003,1.374,0.,1.374
83,0.003,0.,0.003,1.425,0.,1.425
84,0.003,0.,0.003,1.443,0.,1.443
85,0.003,0.,0.003,1.486,0.,1.486
86,0.003,0.,0.003,1.594,0.,1.594
87,0.003,0.,0.003,1.653,0.,1.653
88,0.003,0.,0.003,1.644,0.,1.644
89,0.003,0.,0.003,1.639,0.,1.639
90,0.003,0.,0.003,1.695,0.,1.695
91,0.003,0.,0.003,1.775,0.,1.775
92,0.003,0.,0.003,1.831,0.,1.831
93,0.003,0.,0.003,1.961,0.,1.961
94,0.003,0.,0.003,1.932,0.,1.932
95,0.003,0.,0.003,2.029,0.,2.028
96,0.003,0.,0.003,2.078,0.,2.078
97,0.004,0.,0.004,2.152,0.,2.151
98,0.004,0.,0.004,2.294,0.,2.291
99,0.003,0.,0.003,2.281,0.,2.281
100,0.003,0.,0.003,2.339,0.,2.339
110,0.004,0.,0.004,3.58,0.015,3.564
120,0.004,0.,0.004,4.185,0.027,4.157
130,0.004,0.,0.004,5.272,0.008,5.264
140,0.004,0.,0.004,6.743,0.003,6.739
150,0.005,0.,0.005,8.599,0.019,8.578
160,0.006,0.,0.006,10.976,0.,10.975
170,0.006,0.,0.006,13.465,0.,13.462
180,0.006,0.,0.006,16.265,0.011,16.252
190,0.006,0.,0.006,18.311,0.,18.31
200,0.008,0.,0.008,21.723,0.,21.719
