param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
3137,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146,0.,0.146
3183,,,,,,,,,,0.10695,0.00026,0.02849,0.00245,0.138,0.003,0.032,0.10729,0.00028,0.02894,0.00249,0.139,0.008,0.028,,,,,,
3241,,,,,,,5.618,0.003,5.614,,,,,,,,,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,0.,0.156
3297,,,,,,,,,,0.10774,0.00025,0.02582,0.00253,0.136,0.004,0.029,0.10852,0.00028,0.03030,0.00253,0.141,0.003,0.034,,,,,,
3398,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,0.,0.168
3410,,,,,,,,,,0.10786,0.00026,0.03102,0.00265,0.141,0.008,0.029,0.10783,0.00026,0.02745,0.00541,0.141,0.007,0.03,,,,,,
3416,,,,2.155,0.003,2.151,,,,,,,,,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.10812,0.00026,0.02952,0.00269,0.14,0.004,0.032,0.10807,0.00028,0.03435,0.00272,0.145,0.003,0.038,,,,,,
3529,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183,0.,0.183
3601,,,,,,,6.9,0.008,6.892,,,,,,,,,,,,,,,,,,,,
3638,,,,,,,,,,0.10716,0.00025,0.03622,0.00280,0.146,0.008,0.035,0.10830,0.00030,0.03490,0.00283,0.146,0.003,0.039,,,,,,
3660,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192,0.,0.192
3674,,,,,,,,,,0.12675,0.00021,0.03271,0.00274,0.162,0.003,0.055,0.10850,0.00027,0.06282,0.00276,0.174,0.004,0.065,,,,,,
3751,,,,,,,,,,0.10904,0.00025,0.03715,0.00288,0.149,0.,0.044,0.10825,0.00028,0.03810,0.00287,0.149,0.004,0.041,,,,,,
3790,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.,0.209
3865,,,,,,,,,,0.10869,0.00025,0.03538,0.00752,0.152,0.004,0.042,0.10843,0.00028,0.03477,0.00300,0.146,0.006,0.035,,,,,,
3921,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224,0.,0.224
3979,,,,,,,,,,0.11072,0.00026,0.03957,0.00308,0.153,0.004,0.043,0.10876,0.00027,0.04086,0.00305,0.153,0.003,0.044,,,,,,
3985,,,,2.947,0.003,2.943,,,,,,,,,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,0.,0.232
4052,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,0.,0.235
4092,,,,,,,,,,0.10915,0.00026,0.04262,0.00312,0.155,0.007,0.042,0.10766,0.00027,0.04183,0.00659,0.156,0.008,0.045,,,,,,
4182,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,0.,0.251
4206,,,,,,,,,,0.10886,0.00025,0.04622,0.00317,0.158,0.003,0.05,0.10751,0.00028,0.04645,0.00324,0.157,0.008,0.046,,,,,,
4313,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,0.,0.274
4319,,,,,,,,,,0.10853,0.00025,0.05155,0.00329,0.163,0.003,0.056,0.10760,0.00027,0.04781,0.00331,0.159,0.004,0.051,,,,,,
4433,,,,,,,,,,0.10821,0.00026,0.05096,0.00339,0.163,0.004,0.055,0.10868,0.00028,0.05044,0.00338,0.162,0.003,0.055,,,,,,
4444,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283,0.,0.283
4547,,,,,,,,,,0.11298,0.00025,0.05045,0.00347,0.167,0.003,0.059,0.10829,0.00028,0.05045,0.00344,0.162,0.003,0.055,,,,,,
4555,,,,3.845,0.,3.843,,,,,,,,,,,,,,,,,,,,,,,
4574,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,0.,0.305
4660,,,,,,,,,,0.10843,0.00026,0.05287,0.00358,0.165,0.004,0.057,0.10779,0.00027,0.05791,0.00357,0.169,0.003,0.063,,,,,,
4705,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,0.,0.315
4774,,,,,,,,,,0.10746,0.00025,0.05756,0.00364,0.169,0.008,0.057,0.10840,0.00028,0.05730,0.00391,0.17,0.003,0.062,,,,,,
4836,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334,0.,0.334
4887,,,,,,,,,,0.10783,0.00025,0.05734,0.00376,0.169,0.004,0.061,0.10825,0.00028,0.05557,0.00368,0.167,0.003,0.06,,,,,,
4966,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352,0.,0.352
5001,,,,,,,,,,0.10778,0.00027,0.06322,0.00377,0.175,0.004,0.067,0.10896,0.00027,0.06197,0.00388,0.175,0.003,0.066,,,,,,
5097,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362,0.,0.362
5115,,,,,,,,,,0.11122,0.00025,0.06211,0.00397,0.177,0.007,0.065,0.10885,0.00028,0.06606,0.00387,0.179,0.003,0.071,,,,,,
5124,,,,4.981,0.,4.98,,,,,,,,,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.10797,0.00026,0.06410,0.00394,0.176,0.004,0.069,0.10794,0.00028,0.06928,0.00396,0.181,0.008,0.07,,,,0.377,0.,0.375
5342,,,,,,,,,,0.10830,0.00025,0.06779,0.00400,0.18,0.003,0.073,0.10974,0.00027,0.07182,0.00413,0.186,0.004,0.077,,,,,,
5358,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.,0.392
5456,,,,,,,,,,0.11087,0.00029,0.07163,0.00413,0.187,0.003,0.077,0.10929,0.00027,0.07304,0.00412,0.186,0.011,0.07,,,,,,
5489,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,0.,0.424
5569,,,,,,,,,,0.10827,0.00026,0.07472,0.00422,0.187,0.004,0.08,0.10805,0.00038,0.07813,0.00418,0.19,0.003,0.083,,,,,,
5620,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.,0.43
5683,,,,,,,,,,0.10859,0.00026,0.07757,0.00429,0.19,0.003,0.083,0.11066,0.00027,0.07878,0.00428,0.194,0.004,0.083,,,,,,
5693,,,,5.833,0.,5.833,,,,,,,,,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456,0.,0.456
5796,,,,,,,,,,0.10701,0.00025,0.08053,0.00438,0.192,0.003,0.086,0.10778,0.00027,0.08348,0.00435,0.196,0.004,0.088,,,,,,
5881,,,,,,,,,,,,,,,,,,,,,,,,,,,0.476,0.,0.476
5910,,,,,,,,,,0.10928,0.00026,0.08476,0.00445,0.198,0.003,0.09,0.10959,0.00027,0.08552,0.00450,0.2,0.007,0.087,,,,,,
6012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.509,0.,0.509
6034,,,,,,,,,,,,,,,,,,,,,,,,,,,0.518,0.,0.517
6142,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527,0.,0.527
6221,,,,,,,,,,0.10880,0.00030,0.09231,0.00470,0.206,0.004,0.098,0.10963,0.00030,0.10176,0.00478,0.216,0.003,0.108,,,,,,
6273,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546,0.,0.546
6532,,,,,,,,,,0.10911,0.00026,0.10844,0.00496,0.222,0.003,0.114,0.10862,0.00027,0.10870,0.00489,0.222,0.008,0.11,,,,,,
6843,,,,,,,,,,0.10958,0.00028,0.10920,0.00515,0.224,0.003,0.116,0.10898,0.00027,0.11783,0.00512,0.232,0.008,0.12,,,,,,
6900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.658,0.003,0.654
7154,,,,,,,,,,0.10880,0.00026,0.12127,0.00544,0.235,0.007,0.123,0.10807,0.00027,0.13317,0.00529,0.246,0.007,0.135,,,,,,
7346,,,,,,,,,,0.10643,0.00026,0.13089,0.00535,0.243,0.003,0.137,0.10730,0.00028,0.14103,0.00621,0.255,0.,0.151,,,,,,
7465,,,,,,,,,,0.10960,0.00026,0.13679,0.00550,0.252,0.007,0.139,0.11014,0.00028,0.14297,0.00550,0.259,0.007,0.146,,,,,,
7527,,,,,,,,,,,,,,,,,,,,,,,,,,,0.799,0.,0.799
7776,,,,,,,,,,0.10807,0.00025,0.14560,0.00611,0.26,0.004,0.152,0.10924,0.00028,0.15196,0.00589,0.267,0.003,0.159,,,,,,
8045,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.,0.87
8087,,,,,,,,,,0.10882,0.00026,0.15543,0.00624,0.27,0.003,0.163,0.11020,0.00028,0.16548,0.00595,0.282,0.004,0.172,,,,,,
8154,,,,,,,,,,,,,,,,,,,,,,,,,,,0.907,0.,0.907
8398,,,,,,,,,,0.10907,0.00028,0.16618,0.00637,0.282,0.007,0.17,0.11003,0.00028,0.17701,0.00638,0.293,0.004,0.184,,,,,,
8709,,,,,,,,,,0.10955,0.00026,0.18288,0.00663,0.299,0.003,0.191,0.10975,0.00028,0.19624,0.00663,0.313,0.008,0.2,,,,,,
8781,,,,,,,,,,,,,,,,,,,,,,,,,,,1.057,0.004,1.053
9019,,,,,,,,,,0.11013,0.00026,0.19394,0.00845,0.312,0.008,0.199,0.10894,0.00028,0.20175,0.00692,0.318,0.007,0.206,,,,,,
9330,,,,,,,,,,0.10902,0.00026,0.20243,0.00732,0.319,0.003,0.211,0.11177,0.00028,0.21788,0.00713,0.337,0.004,0.226,,,,,,
9409,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.,1.2
9641,,,,,,,,,,0.10968,0.00029,0.21844,0.00738,0.335,0.003,0.227,0.10956,0.00030,0.22457,0.00741,0.342,0.007,0.229,,,,,,
9952,,,,,,,,,,0.11078,0.00026,0.23458,0.00763,0.353,0.011,0.235,0.10855,0.00028,0.23649,0.00747,0.352,0.004,0.245,,,,,,
10036,,,,,,,,,,,,,,,,,,,,,,,,,,,1.369,0.,1.368
10056,,,,,,,,,,,,,,,,,,,,,,,,,,,1.357,0.,1.357
10263,,,,,,,,,,0.10931,0.00026,0.24568,0.00796,0.363,0.007,0.251,0.10877,0.00027,0.25026,0.00770,0.367,0.007,0.255,,,,,,
10574,,,,,,,,,,0.11027,0.00026,0.25447,0.00806,0.373,0.008,0.26,0.10953,0.00027,0.26277,0.00813,0.38,0.016,0.26,,,,,,
10663,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,0.,1.54
10885,,,,,,,,,,0.11024,0.00026,0.27867,0.00834,0.397,0.003,0.289,0.10999,0.00028,0.28339,0.01038,0.404,0.008,0.291,,,,,,
11017,,,,,,,,,,0.10697,0.00026,0.29615,0.00876,0.412,0.004,0.304,0.10665,0.00027,0.29705,0.00988,0.414,0.003,0.307,,,,,,
11196,,,,,,,,,,0.10947,0.00026,0.28830,0.00850,0.406,0.003,0.298,0.10901,0.00027,0.30084,0.00851,0.418,0.007,0.307,,,,,,
11290,,,,,,,,,,,,,,,,,,,,,,,,,,,1.717,0.,1.717
11507,,,,,,,,,,0.10943,0.00026,0.31230,0.00980,0.431,0.003,0.323,0.11042,0.00028,0.31035,0.00870,0.429,0.012,0.312,,,,,,
11818,,,,,,,,,,0.10938,0.00026,0.31687,0.00886,0.435,0.003,0.327,0.10926,0.00028,0.34099,0.00895,0.459,0.011,0.343,,,,,,
11917,,,,,,,,,,,,,,,,,,,,,,,,,,,1.899,0.,1.899
12544,,,,,,,,,,,,,,,,,,,,,,,,,,,2.127,0.003,2.123
13000,,,,,,,,,,0.10948,0.00026,0.39313,0.00986,0.512,0.003,0.404,0.10965,0.00028,0.41081,0.00952,0.53,0.008,0.417,,,,,,
14181,,,,,,,,,,0.10966,0.00026,0.47350,0.01078,0.594,0.007,0.482,0.11429,0.00028,0.49329,0.01152,0.619,0.015,0.494,,,,,,
14689,,,,,,,,,,0.10765,0.00026,0.53679,0.01024,0.655,0.011,0.539,0.10789,0.00027,0.52850,0.01076,0.647,0.003,0.539,,,,,,
15052,,,,,,,,,,,,,,,,,,,,,,,,,,,3.017,0.003,3.013
15363,,,,,,,,,,0.10959,0.00028,0.56772,0.01188,0.689,0.003,0.581,0.10907,0.00028,0.58260,0.01629,0.708,0.004,0.6,,,,,,
16544,,,,,,,,,,0.10972,0.00026,0.65696,0.01274,0.779,0.011,0.663,0.11028,0.00028,0.68011,0.01366,0.804,0.011,0.687,,,,,,
17561,,,,,,,,,,,,,,,,,,,,,,,,,,,4.274,0.,4.274
17726,,,,,,,,,,0.10898,0.00026,0.75576,0.01347,0.878,0.011,0.763,0.10913,0.00028,0.76400,0.01335,0.886,0.007,0.775,,,,,,
18361,,,,,,,,,,0.10840,0.00026,0.81648,0.01349,0.938,0.015,0.818,0.10797,0.00027,0.79641,0.01344,0.918,0.004,0.81,,,,,,
18908,,,,,,,,,,0.10980,0.00026,0.84473,0.01431,0.969,0.012,0.852,0.11111,0.00031,0.87294,0.01492,0.999,0.007,0.885,,,,,,
20069,,,,,,,,,,,,,,,,,,,,,,,,,,,5.345,0.,5.345
20089,,,,,,,,,,0.11068,0.00027,0.96069,0.01517,1.087,0.011,0.969,0.10960,0.00028,0.97242,0.01447,1.096,0.003,0.988,,,,,,
21271,,,,,,,,,,0.11008,0.00026,1.06916,0.01934,1.199,0.003,1.09,0.11015,0.00028,1.09743,0.01608,1.224,0.003,1.115,,,,,,
22452,,,,,,,,,,0.10865,0.00026,1.21297,0.02510,1.347,0.003,1.239,0.10975,0.00028,1.23238,0.01703,1.359,0.02,1.234,,,,,,
22578,,,,,,,,,,,,,,,,,,,,,,,,,,,6.703,0.,6.703
23634,,,,,,,,,,0.11073,0.00026,1.39744,0.01736,1.526,0.011,1.409,0.10910,0.00028,1.38402,0.02301,1.516,0.008,1.404,,,,,,
25086,,,,,,,,,,,,,,,,,,,,,,,,,,,8.313,0.,8.313
28361,,,,,,,,,,0.10977,0.00026,2.00092,0.02342,2.134,0.015,2.014,0.11084,0.00028,1.99490,0.02782,2.134,0.019,2.008,,,,,,
33087,,,,,,,,,,0.11001,0.00026,2.64220,0.02488,2.777,0.012,2.661,0.11033,0.00028,2.71049,0.02856,2.849,0.007,2.736,,,,,,
37814,,,,,,,,,,0.11001,0.00026,3.53073,0.02738,3.668,0.004,3.559,0.10965,0.00028,3.38776,0.02722,3.525,0.008,3.412,,,,,,
42540,,,,,,,,,,0.11174,0.00026,4.42811,0.03638,4.576,0.003,4.466,0.11135,0.00029,4.51945,0.03086,4.662,0.008,4.548,,,,,,
47267,,,,,,,,,,0.10998,0.00026,5.42488,0.03368,5.568,0.003,5.46,0.11091,0.00028,5.52643,0.03595,5.673,0.004,5.563,,,,,,
