param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
216,,,,0.025,0.,0.025,0.051,0.,0.051,,,,,,,,,,,,
221,,,,,,,0.038,0.,0.038,,,,,,,,,,,,
225,,,,0.133,0.,0.132,,,,,,,,,,,,,,,
227,,,,,,,0.059,0.,0.059,,,,,,,,,,,,
229,,,,,,,,,,0.126,0.,0.045,0.089,0.003,0.001,,,,,,
232,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
233,,,,0.027,0.,0.027,,,,,,,,,,,,,,,
237,,,,,,,0.142,0.,0.142,,,,,,,,,,0.002,0.,0.002
242,,,,0.03,0.,0.03,0.046,0.,0.046,,,,,,,,,,,,
247,,,,,,,0.075,0.,0.075,,,,,,,,,,,,
250,,,,0.06,0.,0.06,,,,,,,,,,,,,,,
253,,,,,,,0.056,0.,0.056,,,,,,,,,,,,
258,,,,,,,0.048,0.,0.048,,,,,,,,,,,,
259,,,,0.034,0.,0.034,,,,,,,,,,,,,,,
263,,,,,,,0.052,0.,0.052,,,,,,,,,,,,
268,,,,0.036,0.,0.036,0.07,0.,0.07,,,,,,,,,,,,
273,,,,,,,0.073,0.,0.073,,,,,,,,,,,,
276,,,,0.038,0.,0.038,,,,,,,,,,,,,0.003,0.,0.003
279,,,,,,,0.16,0.,0.16,,,,,,,,,,,,
284,,,,,,,0.06,0.,0.06,,,,,,,,,,,,
285,,,,0.04,0.,0.04,,,,,,,,,,,,,,,
289,,,,,,,0.092,0.,0.092,,,,,,,,,,,,
292,,,,,,,0.128,0.008,0.12,,,,,,,,,,,,
293,,,,0.061,0.,0.061,,,,,,,,,,,,,,,
294,,,,,,,0.058,0.,0.058,,,,,,,,,,,,
300,,,,,,,0.067,0.,0.067,,,,,,,,,,,,
302,,,,0.044,0.,0.044,,,,,,,,,,,,,,,
305,,,,,,,0.086,0.,0.086,,,,,,,,,,,,
310,,,,0.066,0.003,0.062,0.089,0.,0.089,,,,,,,,,,,,
315,,,,,,,0.148,0.,0.148,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,0.003,0.,0.003
319,,,,0.152,0.,0.152,,,,,,,,,,,,,,,
320,,,,,,,0.076,0.,0.076,,,,,,,,,,,,
326,,,,,,,0.082,0.,0.082,,,,,,,,,,,,
328,,,,0.054,0.,0.054,,,,,,,,,,,,,,,
331,,,,,,,0.086,0.,0.086,,,,,,,,,,,,
336,,,,0.081,0.,0.081,0.105,0.,0.105,,,,,,,,,,,,
341,,,,,,,0.097,0.,0.097,,,,,,,,,,,,
343,,,,,,,,,,0.09,0.,0.005,0.087,0.003,0.002,,,,,,
345,,,,0.059,0.,0.059,,,,,,,,,,,,,,,
347,,,,,,,0.101,0.,0.101,,,,,,,,,,,,
352,,,,,,,0.099,0.,0.099,,,,,,,,,,,,
353,,,,0.057,0.,0.057,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,0.003,0.,0.003
357,,,,,,,0.088,0.,0.088,,,,,,,,,,,,
362,,,,0.072,0.,0.072,0.1,0.,0.1,,,,,,,,,,,,
367,,,,,,,0.105,0.003,0.101,,,,,,,,,,,,
370,,,,0.06,0.,0.06,,,,,,,,,,,,,,,
373,,,,,,,0.096,0.,0.096,,,,,,,,,,,,
378,,,,,,,0.103,0.,0.103,,,,,,,,,,,,
379,,,,0.08,0.,0.08,,,,,,,,,,,,,,,
383,,,,,,,0.103,0.,0.103,,,,,,,,,,,,
387,,,,0.171,0.,0.171,,,,,,,,,,,,,,,
388,,,,,,,0.107,0.003,0.103,,,,,,,,,,,,
394,,,,,,,0.102,0.,0.102,,,,,,,,,,0.005,0.,0.005
396,,,,0.096,0.,0.096,,,,,,,,,,,,,,,
399,,,,,,,0.111,0.,0.111,,,,,,,,,,,,
404,,,,,,,0.117,0.,0.117,,,,,,,,,,,,
405,,,,0.07,0.,0.07,,,,,,,,,,,,,,,
409,,,,,,,0.131,0.,0.131,,,,,,,,,,,,
413,,,,0.094,0.,0.094,,,,,,,,,,,,,,,
414,,,,,,,0.133,0.,0.133,,,,,,,,,,,,
420,,,,,,,0.133,0.,0.133,,,,,,,,,,,,
422,,,,0.076,0.,0.076,,,,,,,,,,,,,,,
425,,,,,,,0.125,0.,0.125,,,,,,,,,,,,
430,,,,0.099,0.,0.099,0.161,0.003,0.157,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
435,,,,,,,0.172,0.,0.172,,,,,,,,,,,,
439,,,,0.085,0.,0.085,,,,,,,,,,,,,,,
441,,,,,,,0.178,0.,0.178,,,,,,,,,,,,
446,,,,,,,0.157,0.004,0.153,,,,,,,,,,,,
447,,,,0.087,0.,0.087,,,,,,,,,,,,,,,
451,,,,,,,0.193,0.007,0.185,,,,,,,,,,,,
456,,,,0.095,0.,0.095,,,,0.092,0.007,0.002,0.092,0.004,0.001,,,,,,
458,,,,0.165,0.004,0.161,,,,,,,,,,,,,,,
465,,,,0.093,0.,0.093,,,,,,,,,,,,,,,
469,,,,,,,0.19,0.003,0.186,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
473,,,,0.101,0.,0.101,,,,,,,,,,,,,,,
482,,,,0.102,0.003,0.099,,,,,,,,,,,,,,,
487,,,,,,,0.202,0.,0.202,,,,,,,,,,,,
490,,,,0.105,0.,0.105,,,,,,,,,,,,,,,
499,,,,0.113,0.,0.113,,,,,,,,,,,,,,,
505,,,,,,,0.209,0.003,0.205,,,,,,,,,,,,
507,,,,0.109,0.,0.109,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,0.008,0.,0.008
516,,,,0.112,0.,0.112,,,,,,,,,,,,,,,
523,,,,,,,0.218,0.003,0.214,,,,,,,,,,,,
525,,,,0.117,0.,0.117,,,,,,,,,,,,,,,
533,,,,0.12,0.,0.12,,,,,,,,,,,,,,,
541,,,,,,,0.227,0.,0.227,,,,,,,,,,,,
542,,,,0.122,0.,0.122,,,,,,,,,,,,,,,
550,,,,0.128,0.,0.128,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,0.025,0.,0.025
559,,,,0.131,0.,0.131,0.252,0.,0.252,,,,,,,,,,,,
567,,,,0.13,0.,0.13,,,,,,,,,,,,,,,
570,,,,,,,,,,0.087,0.003,0.004,0.088,0.003,0.003,,,,,,
576,,,,0.134,0.,0.134,,,,,,,,,,,,,,,
577,,,,,,,0.252,0.004,0.248,,,,,,,,,,,,
583,,,,,,,0.287,0.,0.287,,,,,,,,,,,,
585,,,,0.139,0.,0.139,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
593,,,,0.142,0.,0.142,,,,,,,,,,,,,,,
595,,,,,,,0.322,0.,0.322,,,,,,,,,,,,
602,,,,0.145,0.,0.145,,,,,,,,,,,,,,,
610,,,,0.156,0.,0.156,,,,,,,,,,,,,,,
613,,,,,,,0.352,0.,0.352,,,,,,,,,,,,
619,,,,0.153,0.,0.153,,,,,,,,,,,,,,,
627,,,,0.16,0.,0.16,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,0.011,0.,0.011
631,,,,,,,0.364,0.,0.364,,,,,,,,,,,,
636,,,,0.169,0.,0.169,,,,,,,,,,,,,,,
644,,,,0.167,0.,0.167,,,,,,,,,,,,,,,
649,,,,,,,0.336,0.003,0.332,,,,,,,,,,,,
653,,,,0.172,0.,0.172,,,,,,,,,,,,,,,
662,,,,0.176,0.,0.176,,,,,,,,,,,,,,,
667,,,,,,,0.378,0.007,0.37,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
670,,,,0.185,0.,0.185,,,,,,,,,,,,,,,
679,,,,0.187,0.,0.187,,,,,,,,,,,,,,,
684,,,,,,,,,,0.089,0.003,0.003,0.087,0.,0.007,,,,,,
685,,,,,,,0.368,0.,0.368,,,,,,,,,,,,
687,,,,0.192,0.,0.192,,,,,,,,,,,,,,,
696,,,,0.19,0.003,0.186,,,,,,,,,,,,,,,
703,,,,,,,0.448,0.,0.448,,,,,,,,,,,,
704,,,,0.197,0.,0.197,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,0.014,0.,0.014
713,,,,0.202,0.,0.202,,,,,,,,,,,,,,,
721,,,,,,,0.448,0.,0.448,,,,,,,,,,,,
739,,,,,,,0.443,0.,0.443,,,,,,,,,,,,
744,,,,0.229,0.,0.229,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,0.014,0.,0.014
757,,,,,,,0.474,0.,0.474,,,,,,,,,,,,
775,,,,0.239,0.,0.239,0.524,0.,0.524,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,0.015,0.,0.015
793,,,,,,,0.54,0.,0.54,,,,,,,,,,,,
797,,,,,,,,,,0.088,0.,0.007,0.093,0.003,0.005,,,,,,
806,,,,0.251,0.,0.251,,,,,,,,,,,,,,,
811,,,,,,,0.558,0.,0.558,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,0.018,0.,0.018
829,,,,,,,0.584,0.,0.584,,,,,,,,,,,,
837,,,,0.279,0.,0.279,,,,,,,,,,,,,,,
847,,,,,,,0.669,0.,0.669,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,0.018,0.,0.018
865,,,,,,,0.613,0.003,0.609,,,,,,,,,,,,
868,,,,0.29,0.,0.29,,,,,,,,,,,,,,,
873,,,,,,,0.945,0.003,0.941,,,,,,,,,,,,
883,,,,,,,0.668,0.004,0.664,,,,,,,,,,,,
898,,,,0.305,0.,0.305,,,,,,,,,,,,,,,
901,,,,,,,0.72,0.004,0.716,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,0.02,0.,0.02
911,,,,,,,,,,0.093,0.,0.009,0.1,0.,0.009,,,,,,
914,,,,0.499,0.007,0.491,,,,,,,,,,,,,,,
929,,,,0.331,0.003,0.327,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,0.041,0.,0.041
960,,,,0.35,0.003,0.346,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,0.023,0.,0.023
991,,,,0.367,0.,0.367,0.84,0.024,0.815,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,0.025,0.,0.025
1022,,,,0.388,0.,0.388,,,,,,,,,,,,,,,
1025,,,,,,,,,,0.101,0.007,0.003,0.099,0.,0.01,,,,,,
1053,,,,0.41,0.,0.41,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,0.032,0.,0.032
1081,,,,,,,1.045,0.,1.045,,,,,,,,,,,,
1084,,,,0.432,0.003,0.428,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1115,,,,0.464,0.,0.464,,,,,,,,,,,,,,,
1138,,,,,,,,,,0.124,0.003,0.031,0.095,0.,0.011,,,,0.033,0.,0.033
1146,,,,0.492,0.,0.491,,,,,,,,,,,,,,,
1164,,,,,,,1.368,0.028,1.339,,,,,,,,,,,,
1171,,,,,,,1.202,0.007,1.192,,,,,,,,,,,,
1177,,,,0.5,0.004,0.496,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,0.148,0.,0.148
1208,,,,0.523,0.003,0.518,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,0.036,0.,0.036
1239,,,,0.561,0.,0.561,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.091,0.003,0.008,0.091,0.,0.012,,,,,,
1256,,,,,,,,,,,,,,,,,,,0.039,0.,0.039
1261,,,,,,,1.355,0.,1.355,,,,,,,,,,,,
1269,,,,0.575,0.,0.575,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,0.039,0.,0.039
1300,,,,0.596,0.,0.596,,,,,,,,,,,,,,,
1331,,,,0.64,0.,0.64,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,0.07,0.,0.07
1351,,,,,,,1.554,0.,1.554,,,,,,,,,,,,
1362,,,,0.665,0.,0.665,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.09,0.003,0.009,0.093,0.,0.013,,,,,,
1370,,,,0.96,0.,0.96,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,0.044,0.,0.044
1393,,,,0.682,0.,0.682,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,0.048,0.,0.048
1424,,,,0.74,0.,0.74,,,,,,,,,,,,,,,
1441,,,,,,,1.812,0.003,1.807,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,0.049,0.,0.049
1454,,,,,,,2.292,0.024,2.268,,,,,,,,,,,,
1479,,,,,,,,,,0.096,0.004,0.013,0.092,0.004,0.009,,,,,,
1491,,,,,,,,,,,,,,,,,,,0.051,0.,0.051
1530,,,,,,,,,,,,,,,,,,,0.055,0.,0.055
1531,,,,,,,2.017,0.024,1.993,,,,,,,,,,,,
1566,,,,0.872,0.003,0.868,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,0.072,0.,0.072
1593,,,,,,,,,,0.094,0.003,0.012,0.097,0.003,0.012,,,,,,
1609,,,,,,,,,,,,,,,,,,,0.059,0.,0.059
1621,,,,,,,2.223,0.011,2.211,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,0.079,0.,0.079
1687,,,,,,,,,,,,,,,,,,,0.167,0.,0.167
1706,,,,,,,,,,0.1,0.003,0.015,0.13,0.011,0.034,,,,,,
1709,,,,1.021,0.,1.021,,,,,,,,,,,,,,,
1711,,,,,,,2.476,0.,2.476,,,,,,,,,,,,
1726,,,,,,,,,,,,,,,,,,,0.066,0.,0.066
1765,,,,,,,,,,,,,,,,,,,0.095,0.,0.095
1801,,,,,,,2.913,0.,2.913,,,,,,,,,,,,
1805,,,,,,,,,,,,,,,,,,,0.071,0.,0.071
1820,,,,,,,,,,0.1,0.004,0.015,0.103,0.004,0.016,,,,,,
1826,,,,1.459,0.,1.459,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,0.074,0.,0.074
1851,,,,1.175,0.004,1.171,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,0.093,0.,0.093
1922,,,,,,,,,,,,,,,,,,,0.102,0.,0.102
1933,,,,,,,,,,0.108,0.,0.022,0.112,0.003,0.022,,,,,,
1961,,,,,,,,,,,,,,,,,,,0.191,0.,0.191
1993,,,,1.344,0.,1.343,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,0.119,0.,0.119
2013,,,,,,,,,,,,,,,,,,,0.164,0.,0.163
2040,,,,,,,,,,,,,,,,,,,0.091,0.,0.091
2047,,,,,,,,,,0.109,0.004,0.017,0.106,0.004,0.019,,,,,,
2079,,,,,,,,,,,,,,,,,,,0.096,0.,0.096
2118,,,,,,,,,,,,,,,,,,,0.117,0.,0.117
2136,,,,1.607,0.,1.607,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,,,,0.103,0.,0.103
2161,,,,,,,4.218,0.,4.218,0.108,0.003,0.023,0.108,0.004,0.021,,,,,,
2197,,,,,,,,,,,,,,,,,,,0.136,0.,0.136
2236,,,,,,,,,,,,,,,,,,,0.116,0.,0.116
2274,,,,,,,,,,0.116,0.,0.027,0.216,0.003,0.131,,,,,,
2275,,,,,,,,,,,,,,,,,,,0.123,0.,0.123
2278,,,,1.759,0.007,1.751,,,,,,,,,,,,,,,
2282,,,,1.962,0.003,1.959,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,,,,0.119,0.,0.119
2353,,,,,,,,,,,,,,,,,,,0.121,0.,0.121
2388,,,,,,,,,,0.11,0.003,0.024,0.113,0.003,0.025,,,,,,
2392,,,,,,,,,,,,,,,,,,,0.125,0.,0.125
2420,,,,1.977,0.,1.977,,,,,,,,,,,,,,,
2432,,,,,,,,,,,,,,,,,,,0.127,0.,0.127
2471,,,,,,,,,,,,,,,,,,,0.133,0.,0.133
2502,,,,,,,,,,0.117,0.003,0.029,0.116,0.003,0.027,,,,,,
2510,,,,,,,,,,,,,,,,,,,0.136,0.,0.136
2521,,,,,,,5.688,0.019,5.667,,,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,,0.147,0.,0.147
2562,,,,2.224,0.,2.224,,,,,,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,,0.156,0.,0.156
2615,,,,,,,,,,0.145,0.003,0.058,0.118,0.,0.033,,,,,,
2628,,,,,,,,,,,,,,,,,,,0.167,0.,0.167
2667,,,,,,,,,,,,,,,,,,,0.17,0.,0.17
2705,,,,2.525,0.007,2.514,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,0.163,0.,0.163
2729,,,,,,,,,,0.12,0.007,0.029,0.121,0.003,0.034,,,,,,
2745,,,,,,,,,,,,,,,,,,,0.165,0.,0.165
2784,,,,,,,,,,,,,,,,,,,0.169,0.,0.169
2824,,,,,,,,,,,,,,,,,,,0.174,0.,0.174
2842,,,,,,,,,,0.12,0.004,0.035,0.123,0.003,0.034,,,,,,
2847,,,,2.745,0.,2.745,,,,,,,,,,,,,,,
2863,,,,,,,,,,,,,,,,,,,0.178,0.,0.178
2881,,,,,,,7.916,0.064,7.851,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,,0.185,0.,0.185
2941,,,,,,,,,,,,,,,,,,,0.185,0.,0.185
2956,,,,,,,,,,0.134,0.003,0.038,0.159,0.004,0.068,,,,,,
2980,,,,,,,,,,,,,,,,,,,0.187,0.,0.187
3019,,,,,,,,,,,,,,,,,,,0.194,0.,0.194
3059,,,,,,,,,,,,,,,,,,,0.196,0.,0.196
3070,,,,,,,,,,0.129,0.003,0.04,0.136,0.,0.054,,,,,,
3098,,,,,,,,,,,,,,,,,,,0.206,0.,0.206
3137,,,,,,,,,,,,,,,,,,,0.21,0.,0.21
3183,,,,,,,,,,0.135,0.007,0.039,0.157,0.008,0.068,,,,,,
3241,,,,,,,9.326,0.036,9.289,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,0.228,0.,0.228
3297,,,,,,,,,,0.266,0.011,0.161,0.139,0.,0.053,,,,,,
3398,,,,,,,,,,,,,,,,,,,0.246,0.,0.246
3410,,,,,,,,,,0.133,0.006,0.044,0.166,0.003,0.079,,,,,,
3416,,,,3.945,0.012,3.932,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.142,0.004,0.054,0.146,0.003,0.054,,,,,,
3529,,,,,,,,,,,,,,,,,,,0.262,0.,0.262
3601,,,,,,,11.094,0.043,11.049,,,,,,,,,,,,
3638,,,,,,,,,,0.15,0.003,0.055,0.143,0.007,0.054,,,,,,
3660,,,,,,,,,,,,,,,,,,,0.279,0.,0.279
3674,,,,,,,,,,0.201,0.007,0.099,0.174,0.003,0.082,,,,,,
3751,,,,,,,,,,0.165,0.,0.083,0.143,0.003,0.06,,,,,,
3790,,,,,,,,,,,,,,,,,,,0.295,0.,0.295
3865,,,,,,,,,,0.175,0.011,0.084,0.261,0.011,0.166,,,,,,
3921,,,,,,,,,,,,,,,,,,,0.321,0.,0.321
3979,,,,,,,,,,0.153,0.,0.07,0.178,0.011,0.085,,,,,,
3985,,,,5.29,0.,5.29,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,0.515,0.,0.515
4052,,,,,,,,,,,,,,,,,,,0.346,0.,0.346
4092,,,,,,,,,,0.154,0.007,0.062,0.15,0.,0.068,,,,,,
4182,,,,,,,,,,,,,,,,,,,0.36,0.,0.36
4206,,,,,,,,,,0.157,0.,0.075,0.174,0.011,0.083,,,,,,
4313,,,,,,,,,,,,,,,,,,,0.378,0.,0.378
4319,,,,,,,,,,0.186,0.008,0.097,0.212,0.008,0.121,,,,,,
