param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-native-compute-compilation-real,cps+native-compute-native-compute-conversion-to-native-code-real,cps+native-compute-native-compute-evaluation-real,cps+native-compute-native-compute-reification-real,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
1981,1981,1,,,,,,,,,,0.07495,0.00019,0.00055,0.00697,0.082,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
1984,1,1984,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1984,1984,1,,,,0.003,0.,0.003,0.061,0.,0.061,,,,,,,,,,,,,,,,,,,,,,
2017,1,2017,,,,,,,,,,0.07455,0.00018,0.00056,0.00805,0.083,0.,0.009,,,,0.006,0.,0.006,,,,,,,,,
2017,2017,1,,,,,,,,,,0.07468,0.00018,0.00059,0.00699,0.082,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2034,1,2034,,,,,,,,,,,,,,,,,7.742,0.,7.741,,,,,,,,,,,,
2034,2034,1,,,,,,,,,,,,,,,,,3.993,0.004,3.988,,,,,,,,,,,,
2039,1,2039,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
2039,2039,1,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2043,1,2043,,,,0.055,0.,0.055,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
2043,2043,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
2053,1,2053,,,,,,,,,,0.07540,0.00018,0.00056,0.00521,0.081,0.002,0.004,,,,0.006,0.,0.006,,,,,,,,,
2053,2053,1,,,,,,,,,,0.07449,0.00018,0.00053,0.00746,0.082,0.,0.009,,,,0.008,0.,0.008,,,,,,,,,
2070,45,46,,,,0.002,0.,0.002,0.002,0.,0.002,0.07542,0.00018,0.00049,0.00539,0.081,0.,0.006,0.328,0.,0.328,0.007,0.,0.007,,,,,,,,,
2089,1,2089,,,,,,,,,,0.07475,0.00018,0.00056,0.00533,0.08,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
2089,2089,1,,,,,,,,,,0.07548,0.00018,0.00056,0.03856,0.114,0.,0.04,,,,0.008,0.,0.008,,,,,,,,,
2101,1,2101,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
2101,2101,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
2105,1,2105,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
2105,2105,1,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2125,1,2125,,,,,,,,,,0.07474,0.00018,0.00054,0.00537,0.081,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
2125,2125,1,,,,,,,,,,0.07568,0.00018,0.00058,0.00745,0.084,0.003,0.005,,,,0.008,0.,0.008,,,,,,,,,
2159,1,2159,,,,0.008,0.,0.008,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
2159,2159,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
2161,1,2161,,,,,,,,,,0.07511,0.00018,0.00053,0.00555,0.081,0.003,0.003,,,,0.006,0.,0.006,,,,,,,,,
2161,2161,1,,,,,,,,,,0.07548,0.00018,0.00055,0.00758,0.083,0.,0.009,,,,0.01,0.,0.009,,,,,,,,,
2162,46,47,,,,0.002,0.,0.002,0.002,0.,0.002,0.07541,0.00018,0.00054,0.00559,0.081,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
2170,1,2170,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
2170,2170,1,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2197,1,2197,,,,,,,,,,0.07508,0.00018,0.00055,0.00557,0.081,0.,0.006,,,,0.007,0.,0.007,,,,,,,,,
2197,2197,1,,,,,,,,,,0.07645,0.00018,0.00058,0.01110,0.088,0.,0.013,,,,0.008,0.,0.008,,,,,,,,,
2217,1,2217,,,,0.005,0.,0.005,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,
2217,2217,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
2233,1,2233,,,,,,,,,,0.07582,0.00018,0.00055,0.00571,0.082,0.,0.007,,,,0.009,0.,0.009,,,,,,,,,
2233,2233,1,,,,,,,,,,0.07562,0.00018,0.00057,0.00780,0.084,0.,0.009,,,,0.009,0.,0.009,,,,,,,,,
2236,1,2236,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
2236,2236,1,,,,,,,,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,
2256,47,48,,,,0.003,0.,0.003,0.003,0.,0.003,0.07376,0.00019,0.00040,0.02079,0.095,0.,0.021,,,,0.007,0.,0.007,,,,,,,,,
2269,1,2269,,,,,,,,,,0.07319,0.00017,0.00046,0.00566,0.079,0.,0.006,,,,0.007,0.,0.007,,,,,,,,,
2269,2269,1,,,,,,,,,,0.07299,0.00018,0.00048,0.00803,0.081,0.003,0.006,,,,0.009,0.,0.009,,,,,,,,,
2275,1,2275,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
2275,2275,1,,,,0.004,0.,0.004,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
2302,1,2302,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
2302,2302,1,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2305,1,2305,,,,,,,,,,0.07569,0.00018,0.00055,0.00585,0.082,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2305,2305,1,,,,,,,,,,0.07484,0.00018,0.00059,0.00833,0.084,0.003,0.006,,,,0.009,0.,0.009,,,,,,,,,
2334,1,2334,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
2334,2334,1,,,,0.005,0.,0.005,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
2341,1,2341,,,,,,,,,,0.07597,0.00020,0.00054,0.01717,0.094,0.,0.018,,,,0.007,0.,0.007,,,,,,,,,
2341,2341,1,,,,,,,,,,0.07593,0.00017,0.00058,0.00818,0.085,0.,0.009,,,,0.014,0.,0.014,,,,,,,,,
2352,48,49,,,,0.003,0.,0.003,0.003,0.,0.003,0.07456,0.00018,0.00051,0.00614,0.081,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2368,1,2368,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
2368,2368,1,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2377,1,2377,,,,,,,,,,0.07609,0.00018,0.00056,0.00598,0.082,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2377,2377,1,,,,,,,,,,0.07551,0.00018,0.00067,0.00836,0.084,0.,0.01,,,,0.009,0.,0.009,,,,,,,,,
2392,1,2392,,,,0.005,0.,0.005,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,
2392,2392,1,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
2413,1,2413,,,,,,,,,,0.07526,0.00018,0.00056,0.00611,0.082,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2413,2413,1,,,,,,,,,,0.07501,0.00018,0.00060,0.00867,0.084,0.,0.01,,,,0.01,0.,0.01,,,,,,,,,
2433,1,2433,,,,,,,,,,,,,,,,,,,,0.064,0.,0.064,,,,,,,,,
2433,2433,1,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2449,1,2449,,,,,,,,,,0.07606,0.00019,0.00058,0.00625,0.083,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
2449,2449,1,,,,,,,,,,0.07632,0.00018,0.00059,0.00870,0.085,0.,0.01,,,,0.017,0.,0.017,,,,,,,,,
2450,1,2450,,,,0.019,0.,0.019,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
2450,49,50,,,,0.003,0.,0.003,0.003,0.,0.003,0.07539,0.00018,0.00051,0.00884,0.085,0.,0.01,,,,0.007,0.,0.007,,,,,,,,,
2450,2450,1,,,,0.004,0.,0.004,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,
2485,1,2485,,,,,,,,,,0.07536,0.00018,0.00056,0.00686,0.083,0.003,0.004,,,,0.007,0.,0.007,,,,,,,,,
2485,2485,1,,,,,,,,,,0.07509,0.00018,0.00057,0.00877,0.084,0.,0.01,,,,0.01,0.,0.01,,,,,,,,,
2499,1,2499,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
2499,2499,1,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
2508,1,2508,,,,0.009,0.,0.008,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,
2508,2508,1,,,,0.007,0.003,0.003,0.007,0.003,0.004,,,,,,,,,,,,,,,,,,,,,,
2521,1,2521,,,,,,,,,,0.07652,0.00018,0.00057,0.00652,0.083,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2521,2521,1,,,,,,,,,,0.07561,0.00018,0.00057,0.00890,0.085,0.,0.01,,,,0.01,0.,0.01,,,,,,,,,
2548,1,2548,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2548,1,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
2550,50,51,,,,0.003,0.,0.003,0.003,0.,0.003,0.07736,0.00018,0.00051,0.00658,0.084,0.004,0.004,,,,0.007,0.,0.007,,,,,,,,,
2557,1,2557,,,,,,,,,,0.07629,0.00018,0.00057,0.00650,0.083,0.002,0.005,,,,0.008,0.,0.008,,,,,,,,,
2557,2557,1,,,,,,,,,,0.07610,0.00018,0.00058,0.00920,0.086,0.,0.01,,,,0.01,0.,0.01,,,,,,,,,
2565,1,2565,,,,,,,,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,
2565,2565,1,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
2567,1,2567,,,,0.042,0.,0.042,0.042,0.003,0.038,,,,,,,,,,,,,,,,,,,,,,
2567,2567,1,,,,0.005,0.,0.005,0.005,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,
2586,1,2586,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
2586,2586,1,,,,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
2593,1,2593,,,,,,,,,,0.07523,0.00018,0.00060,0.00659,0.082,0.,0.008,,,,0.015,0.,0.015,,,,,,,,,
2593,2593,1,,,,,,,,,,0.07632,0.00018,0.00063,0.01446,0.091,0.003,0.012,,,,0.011,0.,0.011,,,,,,,,,
2625,1,2625,,,,0.006,0.,0.006,0.007,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
2625,2625,1,,,,0.019,0.,0.019,0.019,0.,0.019,,,,,,,,,,,,,,,,,,,,,,
2629,1,2629,,,,,,,,,,0.07609,0.00018,0.00056,0.00666,0.083,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2629,2629,1,,,,,,,,,,0.07676,0.00019,0.00060,0.00954,0.087,0.,0.011,,,,0.011,0.,0.011,,,,,,,,,
2631,1,2631,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2631,2631,1,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
2646,1,2646,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
2646,2646,1,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,,
2647,1,2647,,,,,,,,,,0.07322,0.00018,0.00057,0.00667,0.08,0.,0.008,,,,,,,,,,,,,,,
2647,2647,1,,,,,,,,,,0.07441,0.00018,0.00048,0.00943,0.084,0.,0.011,,,,,,,,,,,,,,,
2652,51,52,,,,0.003,0.,0.003,0.003,0.,0.003,0.07382,0.00017,0.00041,0.00683,0.081,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2665,1,2665,,,,,,,,,,0.07766,0.00018,0.00057,0.00696,0.085,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2665,2665,1,,,,,,,,,,0.07641,0.00018,0.00064,0.00935,0.086,0.,0.011,,,,0.011,0.,0.011,,,,,,,,,
2683,1,2683,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
2683,2683,1,,,,0.005,0.,0.005,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
2696,1,2696,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2696,2696,1,,,,,,,,,,,,,,,,,,,,0.039,0.,0.039,,,,,,,,,
2701,1,2701,,,,,,,,,,0.07602,0.00018,0.00058,0.00697,0.083,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2701,2701,1,,,,,,,,,,0.07728,0.00018,0.00071,0.01554,0.093,0.,0.017,,,,0.011,0.,0.011,,,,,,,,,
2722,1,2722,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
2722,2722,1,,,,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
2737,1,2737,,,,,,,,,,0.07569,0.00019,0.00067,0.00713,0.083,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2737,2737,1,,,,,,,,,,0.07775,0.00018,0.00063,0.01004,0.088,0.,0.011,,,,0.011,0.,0.011,,,,,,,,,
2742,1,2742,,,,0.014,0.,0.014,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,
2742,2742,1,,,,0.005,0.,0.005,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
2744,1,2744,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
2744,2744,1,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,,
2756,52,53,,,,0.003,0.,0.003,0.003,0.,0.003,0.07675,0.00018,0.00053,0.00710,0.084,0.,0.009,,,,0.008,0.,0.008,,,,,,,,,
2762,1,2762,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2762,2762,1,,,,,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
2773,1,2773,,,,,,,,,,0.07746,0.00018,0.00057,0.00711,0.085,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
2773,2773,1,,,,,,,,,,0.07692,0.00018,0.00059,0.01359,0.091,0.,0.015,,,,0.011,0.,0.011,,,,,,,,,
2800,1,2800,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
2800,2800,1,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
2809,1,2809,,,,,,,,,,0.07648,0.00018,0.00059,0.00712,0.084,0.003,0.005,,,,0.008,0.,0.008,,,,,,,,,
2809,53,53,,,,,,,,,,0.07703,0.00018,0.00055,0.00745,0.085,0.,0.009,,,,0.009,0.,0.009,,,,,,,,,
2809,2809,1,,,,,,,,,,0.07733,0.00018,0.00061,0.01012,0.088,0.,0.011,,,,0.012,0.,0.012,,,,,,,,,
2828,1,2828,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2828,2828,1,,,,,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
2842,1,2842,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,,
2842,2842,1,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,,
2845,1,2845,,,,,,,,,,0.07710,0.00018,0.00060,0.00739,0.085,0.003,0.005,,,,0.009,0.,0.009,,,,,,,,,
2845,2845,1,,,,,,,,,,0.07709,0.00018,0.00062,0.02140,0.099,0.,0.023,,,,0.012,0.,0.012,,,,,,,,,
2858,1,2858,,,,0.006,0.,0.006,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,
2858,2858,1,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
2862,53,54,,,,0.003,0.,0.003,0.003,0.,0.003,0.07698,0.00018,0.00056,0.00738,0.085,0.004,0.005,,,,0.014,0.,0.014,,,,,,,,,
2881,1,2881,,,,,,,,,,0.07705,0.00018,0.00061,0.00739,0.085,0.,0.009,,,,0.068,0.,0.068,,,,,,,,,
2881,2881,1,,,,,,,,,,0.07693,0.00018,0.00084,0.01025,0.088,0.,0.012,,,,0.011,0.,0.011,,,,,,,,,
2894,1,2894,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2894,2894,1,,,,,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
2917,1,2917,,,,0.006,0.,0.006,0.007,0.,0.007,0.07688,0.00021,0.00058,0.00753,0.085,0.,0.009,,,,0.009,0.,0.009,,,,,,,,,
2917,2917,1,,,,0.006,0.,0.006,0.006,0.,0.006,0.07586,0.00018,0.00062,0.01157,0.088,0.,0.013,,,,0.011,0.,0.011,,,,,,,,,
2940,1,2940,,,,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,,,,,,
2940,2940,1,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,,
2953,1,2953,,,,,,,,,,0.07633,0.00020,0.00061,0.00765,0.084,0.,0.009,,,,0.009,0.,0.009,,,,,,,,,
2953,2953,1,,,,,,,,,,0.07713,0.00018,0.00064,0.01064,0.088,0.,0.012,,,,0.012,0.,0.012,,,,,,,,,
2959,1,2959,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2959,2959,1,,,,,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
2970,54,55,,,,0.004,0.,0.004,0.004,0.,0.004,0.07538,0.00018,0.00054,0.00779,0.084,0.003,0.005,,,,0.009,0.,0.009,,,,,,,,,
2975,1,2975,,,,0.007,0.,0.007,0.012,0.003,0.009,,,,,,,,,,,,,,,,,,,,,,
2975,2975,1,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
2989,1,2989,,,,,,,,,,0.07728,0.00018,0.00061,0.00759,0.085,0.003,0.005,,,,0.01,0.,0.01,,,,,,,,,
2989,2989,1,,,,,,,,,,0.07671,0.00018,0.00061,0.01561,0.093,0.,0.017,,,,0.012,0.,0.012,,,,,,,,,
2994,1,2994,,,,,,,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,
2994,2994,1,,,,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
3025,1,3025,,,,,,,,,,0.07388,0.00017,0.00047,0.01206,0.086,0.,0.013,,,,0.018,0.,0.018,,,,,,,,,
3025,55,55,,,,,,,,,,0.07393,0.00018,0.00040,0.00782,0.082,0.003,0.006,,,,0.009,0.,0.009,,,,,,,,,
3025,3025,1,,,,,,,,,,0.07365,0.00018,0.00049,0.01085,0.085,0.,0.012,,,,0.012,0.,0.012,,,,,,,,,
3033,1,3033,,,,0.011,0.,0.011,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,,,
3033,3033,1,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
3038,1,3038,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,
3038,3038,1,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,,
3061,1,3061,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
3061,3061,1,,,,,,,,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,
3062,1,3062,,,,,,,,,,0.07952,0.00018,0.00074,0.00799,0.088,0.,0.01,,,,,,,,,,,,,,,
3062,3062,1,,,,,,,,,,0.07914,0.00019,0.00066,0.01121,0.091,0.,0.013,,,,,,,,,,,,,,,
3080,55,56,,,,0.004,0.,0.004,0.004,0.,0.004,0.07760,0.00018,0.00054,0.00799,0.086,0.,0.01,,,,0.009,0.,0.009,,,,,,,,,
3092,1,3092,,,,0.007,0.,0.007,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,
3092,3092,1,,,,0.007,0.,0.007,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,,,
3097,1,3097,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
3097,3097,1,,,,,,,,,,,,,,,,,,,,0.041,0.,0.041,,,,,,,,,
3099,1,3099,,,,,,,,,,0.07688,0.00018,0.00077,0.00803,0.086,0.,0.01,,,,,,,,,,,,,,,
3099,3099,1,,,,,,,,,,0.07683,0.00018,0.00065,0.08947,0.167,0.,0.091,,,,,,,,,,,,,,,
3131,1,3131,,,,,,,0.019,0.,0.019,,,,,,,,,,,,,,,,,,,,,,
3131,3131,1,,,,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
3133,1,3133,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
3133,3133,1,,,,,,,,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,
3136,1,3136,,,,0.007,0.,0.007,,,,0.07697,0.00019,0.00061,0.00829,0.086,0.,0.01,,,,,,,,,,,,,,,
3136,56,56,,,,0.013,0.,0.013,,,,0.07616,0.00018,0.00054,0.00825,0.085,0.,0.01,,,,,,,,,,,,,,,
3136,3136,1,,,,0.006,0.,0.006,,,,0.07708,0.00018,0.00062,0.01129,0.089,0.,0.013,,,,,,,,,,,,,,,
3150,1,3150,,,,0.007,0.,0.007,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,
3150,3150,1,,,,0.006,0.,0.006,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
3169,1,3169,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
3169,3169,1,,,,,,,,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,
3173,1,3173,,,,,,,,,,0.07656,0.00018,0.00061,0.00823,0.085,0.,0.01,,,,,,,,,,,,,,,
3173,3173,1,,,,,,,,,,0.07592,0.00018,0.00066,0.01364,0.09,0.,0.015,,,,,,,,,,,,,,,
3192,56,57,,,,0.004,0.,0.004,0.004,0.,0.004,0.07769,0.00021,0.00056,0.00826,0.086,0.,0.01,,,,0.01,0.,0.01,,,,,,,,,
3205,1,3205,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
3205,3205,1,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,
3208,1,3208,,,,0.015,0.,0.015,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,
3208,3208,1,,,,0.006,0.,0.006,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
3209,1,3209,,,,,,,,,,0.07595,0.00019,0.00067,0.00824,0.085,0.,0.01,,,,,,,,,,,,,,,
3209,3209,1,,,,,,,,,,0.07575,0.00018,0.00068,0.01146,0.088,0.,0.013,,,,,,,,,,,,,,,
3234,1,3234,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,
3234,3234,1,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
3241,1,3241,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
3241,3241,1,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,
3246,1,3246,,,,,,,,,,0.07682,0.00018,0.00064,0.03761,0.115,0.,0.039,,,,,,,,,,,,,,,
3246,3246,1,,,,,,,,,,0.07640,0.00018,0.00066,0.01148,0.088,0.,0.013,,,,,,,,,,,,,,,
3267,1,3267,,,,0.007,0.,0.007,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,
3267,3267,1,,,,0.006,0.,0.006,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,,,
3277,1,3277,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,
3277,3277,1,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,
3283,1,3283,,,,,,,,,,0.07697,0.00018,0.00063,0.00848,0.086,0.,0.01,,,,,,,,,,,,,,,
3283,3283,1,,,,,,,,,,0.07760,0.00018,0.00066,0.01183,0.09,0.,0.013,,,,,,,,,,,,,,,
3306,57,58,,,,0.004,0.,0.004,0.004,0.,0.004,0.07746,0.00018,0.00059,0.00884,0.087,0.,0.01,,,,0.01,0.,0.01,,,,,,,,,
3313,1,3313,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
3313,3313,1,,,,,,,,,,,,,,,,,,,,0.014,0.,0.014,,,,,,,,,
3320,1,3320,,,,,,,,,,0.07739,0.00019,0.00062,0.01088,0.089,0.,0.012,,,,,,,,,,,,,,,
3320,3320,1,,,,,,,,,,0.07878,0.00018,0.00071,0.01247,0.092,0.,0.014,,,,,,,,,,,,,,,
3325,1,3325,,,,0.008,0.,0.008,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,
3325,3325,1,,,,0.008,0.,0.008,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
3332,1,3332,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,,
3332,3332,1,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,
3349,1,3349,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
3349,3349,1,,,,,,,,,,,,,,,,,,,,0.014,0.,0.014,,,,,,,,,
3357,1,3357,,,,,,,,,,0.07922,0.00018,0.00064,0.00886,0.089,0.,0.01,,,,,,,,,,,,,,,
3357,3357,1,,,,,,,,,,0.07764,0.00018,0.00067,0.01251,0.091,0.,0.014,,,,,,,,,,,,,,,
3383,1,3383,,,,0.008,0.,0.008,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,
3383,3383,1,,,,0.006,0.,0.006,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,
3385,1,3385,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
3385,3385,1,,,,,,,,,,,,,,,,,,,,0.021,0.,0.021,,,,,,,,,
3394,1,3394,,,,,,,,,,0.07595,0.00018,0.00065,0.01519,0.092,0.,0.017,,,,,,,,,,,,,,,
3394,3394,1,,,,,,,,,,0.07704,0.00017,0.00066,0.01234,0.09,0.,0.014,,,,,,,,,,,,,,,
3403,1,3403,,,,,,,0.009,0.,0.009,0.07402,0.00018,0.00048,0.00872,0.083,0.,0.01,,,,,,,,,,,,,,,
3403,3403,1,,,,,,,0.007,0.,0.007,0.07404,0.00018,0.00050,0.01219,0.087,0.003,0.01,,,,,,,,,,,,,,,
