param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-native-compute-compilation-real,cps+native-compute-native-compute-conversion-to-native-code-real,cps+native-compute-native-compute-evaluation-real,cps+native-compute-native-compute-reification-real,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
437,1,437,,,,,,,,,,0.07279,0.00018,0.00044,0.00109,0.074,0.002,0.,,,,0.001,0.,0.001,,,,,,,,,
437,437,1,,,,,,,,,,0.07330,0.00018,0.00046,0.00150,0.075,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
462,21,22,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.07408,0.00018,0.00041,0.00117,0.075,0.,0.002,0.032,0.,0.032,0.001,0.,0.001,,,,,,,,,
471,1,471,0.563,0.,0.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,0.384,0.,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.001,0.,0.,0.001,0.,0.001,0.07432,0.00017,0.00042,0.00120,0.076,0.003,0.,,,,0.001,0.,0.001,,,,,,,,,
472,472,1,,,,0.,0.,0.,0.001,0.,0.001,0.07465,0.00018,0.00041,0.00178,0.077,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
473,1,473,,,,,,,,,,,,,,,,,0.483,0.,0.483,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,,,,,0.255,0.,0.255,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.07328,0.00018,0.00040,0.00139,0.075,0.,0.002,0.036,0.,0.036,0.001,0.,0.001,,,,,,,,,
508,1,508,,,,,,,,,,0.07467,0.00018,0.00042,0.00135,0.076,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
508,508,1,,,,,,,,,,0.07491,0.00018,0.00043,0.00186,0.077,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,,,,,0.546,0.,0.546,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,,,,,0.266,0.,0.266,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
538,1,538,0.799,0.,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,0.615,0.,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.07355,0.00018,0.00041,0.00151,0.075,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
544,544,1,,,,,,,,,,0.07384,0.00018,0.00042,0.00191,0.076,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
552,23,24,0.044,0.,0.044,0.,0.,0.,0.,0.,0.,0.07288,0.00018,0.00044,0.00144,0.075,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
580,1,580,,,,,,,,,,0.07402,0.00018,0.00042,0.00145,0.076,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
580,580,1,,,,,,,,,,0.07337,0.00018,0.00045,0.00192,0.076,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
588,1,588,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
588,588,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
600,24,25,,,,0.,0.,0.,0.,0.,0.,0.07354,0.00018,0.00039,0.00182,0.076,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
609,1,609,,,,,,,,,,0.07194,0.00033,0.00041,0.00177,0.074,0.,0.003,,,,,,,,,,,,,,,
609,609,1,,,,,,,,,,0.07318,0.00021,0.00043,0.00250,0.076,0.003,0.001,,,,,,,,,,,,,,,
616,1,616,,,,,,,,,,0.07401,0.00017,0.00049,0.00161,0.076,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
616,616,1,,,,,,,,,,0.07278,0.00018,0.00044,0.00208,0.075,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
636,1,636,,,,,,,,,,,,,,,,,0.84,0.,0.84,,,,,,,,,,,,
636,636,1,,,,,,,,,,,,,,,,,0.451,0.003,0.447,,,,,,,,,,,,
646,1,646,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
646,646,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
650,25,26,,,,0.,0.,0.,0.,0.,0.,0.07302,0.00019,0.00041,0.00166,0.075,0.,0.003,0.048,0.,0.048,0.002,0.,0.002,,,,,,,,,
652,1,652,,,,,,,,,,0.07324,0.00018,0.00044,0.00164,0.075,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
652,652,1,,,,,,,,,,0.07264,0.00018,0.00044,0.00219,0.075,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
688,1,688,,,,,,,,,,0.07326,0.00017,0.00043,0.00177,0.075,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
688,688,1,,,,,,,,,,0.07323,0.00018,0.00048,0.00228,0.076,0.,0.003,,,,0.016,0.,0.016,,,,,,,,,
702,26,27,,,,0.001,0.,0.,0.,0.,0.,0.07396,0.00017,0.00043,0.00176,0.076,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
704,1,704,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
704,704,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
724,1,724,,,,,,,,,,0.07360,0.00018,0.00044,0.00181,0.076,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
724,724,1,,,,,,,,,,0.07269,0.00018,0.00046,0.00522,0.078,0.,0.006,,,,0.002,0.,0.002,,,,,,,,,
756,27,28,,,,0.015,0.,0.015,0.001,0.,0.001,0.07400,0.00018,0.00044,0.00190,0.076,0.,0.003,0.06,0.,0.06,0.002,0.,0.002,,,,,,,,,
760,1,760,,,,,,,,,,0.07403,0.00018,0.00045,0.00188,0.076,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
760,760,1,,,,,,,,,,0.07539,0.00018,0.00046,0.00266,0.078,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
762,1,762,,,,0.001,0.001,0.,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
762,762,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
763,1,763,,,,,,,,,,,,,,,,,1.18,0.,1.18,,,,,,,,,,,,
763,763,1,,,,,,,,,,,,,,,,,0.585,0.,0.585,,,,,,,,,,,,
795,1,795,,,,,,,,,,0.07374,0.00018,0.00046,0.00198,0.076,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
795,795,1,,,,,,,,,,0.07548,0.00018,0.00046,0.00278,0.079,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
798,1,798,,,,,,,,,,,,,,,,,1.337,0.,1.337,,,,,,,,,,,,
798,798,1,,,,,,,,,,,,,,,,,0.845,0.,0.845,,,,,,,,,,,,
807,1,807,1.742,0.,1.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,807,1,1.358,0.011,1.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,28,29,0.056,0.,0.056,0.001,0.,0.,0.001,0.,0.001,0.07491,0.00018,0.00042,0.00214,0.077,0.,0.004,0.062,0.,0.062,0.002,0.,0.002,,,,,,,,,
821,1,821,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
821,821,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
831,1,831,,,,,,,,,,0.07420,0.00017,0.00046,0.00204,0.077,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
831,831,1,,,,,,,,,,0.07348,0.00018,0.00046,0.00286,0.077,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
867,1,867,,,,,,,,,,0.07329,0.00018,0.00049,0.00215,0.076,0.,0.004,,,,0.002,0.,0.002,,,,,,,,,
867,867,1,,,,,,,,,,0.07307,0.00018,0.00047,0.00296,0.076,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
870,29,30,,,,0.001,0.,0.001,0.001,0.,0.001,0.07413,0.00018,0.00045,0.00224,0.077,0.,0.003,0.073,0.,0.073,0.002,0.,0.002,,,,,,,,,
879,1,879,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
879,879,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
890,1,890,,,,,,,,,,,,,,,,,1.606,0.,1.606,,,,,,,,,,,,
890,890,1,,,,,,,,,,,,,,,,,0.893,0.007,0.885,,,,,,,,,,,,
903,1,903,,,,,,,,,,0.07377,0.00018,0.00047,0.00223,0.076,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
903,903,1,,,,,,,,,,0.07279,0.00018,0.00046,0.00352,0.077,0.,0.005,,,,0.003,0.,0.003,,,,,,,,,
910,1,910,,,,,,,,,,0.07285,0.00018,0.00041,0.00269,0.076,0.,0.004,,,,,,,,,,,,,,,
910,910,1,,,,,,,,,,0.07385,0.00034,0.00042,0.00363,0.078,0.,0.005,,,,,,,,,,,,,,,
930,30,31,,,,0.001,0.,0.001,0.001,0.,0.001,0.07294,0.00018,0.00041,0.00274,0.076,0.,0.004,,,,0.005,0.,0.005,,,,,,,,,
937,1,937,,,,0.002,0.,0.002,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
937,937,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
939,1,939,,,,,,,,,,0.07312,0.00018,0.00045,0.00238,0.076,0.,0.004,,,,0.002,0.,0.002,,,,,,,,,
939,939,1,,,,,,,,,,0.07446,0.00018,0.00047,0.00321,0.078,0.002,0.002,,,,0.003,0.,0.003,,,,,,,,,
975,1,975,,,,,,,,,,0.07380,0.00018,0.00046,0.00241,0.076,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
975,975,1,,,,,,,,,,0.07261,0.00025,0.00047,0.00332,0.076,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
992,31,32,,,,0.001,0.,0.001,0.001,0.,0.001,0.07332,0.00018,0.00044,0.00252,0.076,0.,0.004,0.084,0.,0.084,0.003,0.,0.003,,,,,,,,,
995,1,995,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
995,995,1,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
1011,1,1011,,,,,,,,,,0.07435,0.00018,0.00047,0.00255,0.077,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1011,1011,1,,,,,,,,,,0.07473,0.00018,0.00050,0.00338,0.078,0.,0.005,,,,0.003,0.,0.003,,,,,,,,,
1017,1,1017,,,,,,,,,,,,,,,,,1.97,0.,1.97,,,,,,,,,,,,
1017,1017,1,,,,,,,,,,,,,,,,,1.015,0.011,1.003,,,,,,,,,,,,
1047,1,1047,,,,,,,,,,0.07412,0.00018,0.00061,0.00281,0.077,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1047,1047,1,,,,,,,,,,0.07383,0.00018,0.00046,0.00355,0.078,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1053,1,1053,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
1053,1053,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
1056,32,33,0.079,0.,0.079,0.001,0.,0.001,0.001,0.,0.001,0.07319,0.00018,0.00052,0.00268,0.076,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1075,1,1075,3.099,0.,3.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,1075,1,2.349,0.003,2.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,1,1082,,,,,,,,,,0.07394,0.00018,0.00047,0.00276,0.077,0.002,0.001,,,,0.003,0.,0.003,,,,,,,,,
1082,1082,1,,,,,,,,,,0.07344,0.00018,0.00047,0.00598,0.08,0.,0.007,,,,0.004,0.,0.004,,,,,,,,,
1112,1,1112,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1112,1112,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
1118,1,1118,,,,,,,,,,0.07428,0.00018,0.00047,0.00275,0.077,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1118,1118,1,,,,,,,,,,0.07398,0.00022,0.00048,0.00372,0.078,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1122,33,34,,,,0.001,0.,0.001,0.001,0.,0.001,0.07299,0.00018,0.00046,0.00296,0.076,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1154,1,1154,,,,,,,,,,0.07446,0.00018,0.00047,0.00284,0.078,0.003,0.,,,,0.003,0.,0.003,,,,,,,,,
1154,1154,1,,,,,,,,,,0.07439,0.00018,0.00047,0.00385,0.079,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1170,1,1170,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1170,1170,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
1190,1,1190,,,,,,,,,,0.07394,0.00018,0.00046,0.00299,0.077,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1190,34,35,,,,0.001,0.,0.001,0.001,0.,0.001,0.07268,0.00018,0.00042,0.00350,0.076,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1190,1190,1,,,,,,,,,,0.07469,0.00018,0.00048,0.00402,0.079,0.003,0.002,,,,0.004,0.,0.004,,,,,,,,,
1212,1,1212,,,,,,,,,,0.07490,0.00018,0.00045,0.04387,0.119,0.006,0.038,,,,,,,,,,,,,,,
1212,1212,1,,,,,,,,,,0.08385,0.00051,0.00045,0.00421,0.089,0.,0.006,,,,,,,,,,,,,,,
1226,1,1226,,,,,,,,,,0.07462,0.00018,0.00046,0.00304,0.078,0.003,0.001,,,,0.003,0.,0.003,,,,,,,,,
1226,1226,1,,,,,,,,,,0.07403,0.00018,0.00049,0.00405,0.078,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1228,1,1228,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1228,1228,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
1260,35,36,,,,0.001,0.,0.001,0.001,0.,0.001,0.07448,0.00018,0.00045,0.00862,0.083,0.,0.009,,,,0.003,0.,0.003,,,,,,,,,
1262,1,1262,,,,,,,,,,0.07513,0.00018,0.00050,0.00348,0.079,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
1262,1262,1,,,,,,,,,,0.07385,0.00018,0.00049,0.00426,0.078,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1286,1,1286,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1286,1286,1,,,,0.003,0.,0.003,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
1298,1,1298,,,,,,,,,,0.07361,0.00018,0.00049,0.00316,0.077,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1298,1298,1,,,,,,,,,,0.07469,0.00018,0.00063,0.00443,0.08,0.,0.006,,,,0.006,0.003,0.003,,,,,,,,,
1332,36,37,,,,0.001,0.,0.001,0.001,0.,0.001,0.07491,0.00018,0.00045,0.00336,0.079,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1334,1,1334,,,,,,,,,,0.07508,0.00018,0.00048,0.00330,0.079,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1334,1334,1,,,,,,,,,,0.07471,0.00018,0.00049,0.00447,0.08,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1344,1,1344,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1344,1344,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
1369,1,1369,,,,,,,,,,0.07498,0.00018,0.00049,0.00342,0.079,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1369,37,37,,,,,,,,,,0.07384,0.00018,0.00046,0.00338,0.078,0.,0.004,,,,0.004,0.,0.004,,,,,,,,,
1369,1369,1,,,,,,,,,,0.07401,0.00023,0.00050,0.00691,0.081,0.,0.008,,,,0.005,0.,0.005,,,,,,,,,
1403,1,1403,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1403,1403,1,,,,0.002,0.,0.002,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,
1405,1,1405,,,,,,,,,,0.07486,0.00018,0.00050,0.00353,0.079,0.003,0.002,,,,0.004,0.,0.004,,,,,,,,,
1405,1405,1,,,,,,,,,,0.07480,0.00018,0.00050,0.00477,0.08,0.,0.006,,,,0.005,0.,0.005,,,,,,,,,
1406,37,38,,,,0.001,0.,0.001,0.001,0.,0.001,0.07437,0.00018,0.00045,0.00350,0.078,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1441,1,1441,,,,,,,,,,0.07363,0.00018,0.00050,0.00364,0.078,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1441,1441,1,,,,,,,,,,0.07537,0.00018,0.00051,0.00488,0.081,0.,0.006,,,,0.01,0.,0.01,,,,,,,,,
1461,1,1461,,,,0.008,0.,0.008,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1461,1461,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1477,1,1477,,,,,,,,,,0.07448,0.00018,0.00049,0.00374,0.079,0.,0.005,,,,0.004,0.,0.004,,,,,,,,,
1477,1477,1,,,,,,,,,,0.07523,0.00018,0.00062,0.00502,0.081,0.,0.006,,,,0.005,0.,0.005,,,,,,,,,
1482,38,39,,,,0.002,0.,0.002,0.001,0.,0.002,0.07427,0.00018,0.00040,0.00368,0.078,0.003,0.001,,,,0.004,0.,0.004,,,,,,,,,
1513,1,1513,,,,,,,,,,0.07323,0.00018,0.00046,0.00379,0.077,0.003,0.002,,,,0.004,0.,0.004,,,,,,,,,
1513,1513,1,,,,,,,,,,0.07394,0.00019,0.00065,0.00522,0.08,0.003,0.003,,,,0.005,0.,0.005,,,,,,,,,
1519,1,1519,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1519,1519,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1526,1,1526,,,,,,,,,,,,,,,,,4.432,0.,4.432,,,,,,,,,,,,
1526,1526,1,,,,,,,,,,,,,,,,,2.29,0.015,2.274,,,,,,,,,,,,
1549,1,1549,,,,,,,,,,0.07557,0.00019,0.00050,0.00388,0.08,0.,0.005,,,,0.006,0.,0.006,,,,,,,,,
1549,1549,1,,,,,,,,,,0.08299,0.00018,0.00053,0.00540,0.089,0.,0.014,,,,0.007,0.,0.007,,,,,,,,,
1560,39,40,,,,0.002,0.,0.002,0.004,0.003,0.001,0.07441,0.00018,0.00050,0.00405,0.079,0.,0.005,0.148,0.,0.148,0.004,0.003,0.001,,,,,,,,,
1577,1,1577,,,,0.006,0.,0.006,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1577,1577,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1579,1,1579,,,,,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
1579,1579,1,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1585,1,1585,,,,,,,,,,0.07366,0.00018,0.00053,0.00416,0.078,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1585,1585,1,,,,,,,,,,0.07436,0.00018,0.00053,0.00552,0.08,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
1621,1,1621,,,,,,,,,,0.07491,0.00018,0.00053,0.00406,0.079,0.,0.005,,,,0.005,0.003,0.002,,,,,,,,,
1621,1621,1,,,,,,,,,,0.07511,0.00019,0.00051,0.00570,0.081,0.,0.007,,,,0.007,0.,0.007,,,,,,,,,
1635,1,1635,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1635,1635,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1640,40,41,,,,0.002,0.,0.002,0.002,0.,0.002,0.07463,0.00018,0.00050,0.00417,0.079,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1644,1,1644,,,,,,,,,,,,,,,,,,,,0.008,0.003,0.005,,,,,,,,,
1644,1644,1,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1657,1,1657,,,,,,,,,,0.07416,0.00018,0.00063,0.00414,0.079,0.,0.005,,,,0.042,0.,0.042,,,,,,,,,
1657,1657,1,,,,,,,,,,0.07565,0.00018,0.00051,0.00562,0.082,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
1693,1,1693,,,,,,,,,,0.07609,0.00018,0.00051,0.00423,0.081,0.002,0.003,,,,0.005,0.,0.005,,,,,,,,,
1693,1693,1,,,,,,,,,,0.07523,0.00018,0.00052,0.00587,0.081,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
1694,1,1694,,,,0.003,0.,0.003,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,,,
1694,1694,1,,,,0.009,0.,0.009,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1710,1,1710,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1710,1710,1,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1722,41,42,,,,0.002,0.,0.002,0.002,0.,0.002,0.07523,0.00018,0.00047,0.00443,0.08,0.,0.006,,,,0.005,0.,0.005,,,,,,,,,
1729,1,1729,,,,,,,,,,0.07528,0.00025,0.00050,0.00437,0.08,0.,0.006,,,,0.005,0.,0.005,,,,,,,,,
1729,1729,1,,,,,,,,,,0.07630,0.00018,0.00063,0.00610,0.083,0.,0.007,,,,0.006,0.,0.006,,,,,,,,,
1752,1,1752,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1752,1752,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1765,1,1765,,,,,,,,,,0.07413,0.00018,0.00051,0.00459,0.079,0.,0.006,,,,0.005,0.,0.005,,,,,,,,,
1765,1765,1,,,,,,,,,,0.07535,0.00018,0.00059,0.01033,0.086,0.,0.012,,,,0.007,0.,0.007,,,,,,,,,
1776,1,1776,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1776,1776,1,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1801,1,1801,,,,,,,,,,0.07445,0.00018,0.00053,0.00463,0.079,0.,0.006,,,,0.005,0.,0.005,,,,,,,,,
1801,1801,1,,,,,,,,,,0.07370,0.00018,0.00053,0.00629,0.08,0.,0.007,,,,0.021,0.,0.021,,,,,,,,,
1806,42,43,,,,0.002,0.,0.002,0.002,0.,0.002,0.07512,0.00018,0.00050,0.00454,0.08,0.,0.006,,,,0.005,0.,0.005,,,,,,,,,
1810,1,1810,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1810,1810,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1837,1,1837,,,,,,,,,,0.07429,0.00018,0.00052,0.00463,0.079,0.,0.006,,,,0.005,0.,0.005,,,,,,,,,
1837,1837,1,,,,,,,,,,0.07498,0.00018,0.00053,0.00638,0.082,0.,0.008,,,,0.007,0.,0.007,,,,,,,,,
1842,1,1842,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1842,1842,1,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,
1868,1,1868,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1868,1868,1,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1873,1,1873,,,,,,,,,,0.07459,0.00018,0.00052,0.00467,0.08,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
1873,1873,1,,,,,,,,,,0.07444,0.00018,0.00056,0.00681,0.082,0.,0.008,,,,0.007,0.,0.007,,,,,,,,,
1891,1,1891,,,,,,,,,,0.07402,0.00018,0.00043,0.00466,0.079,0.,0.005,,,,,,,,,,,,,,,
1891,1891,1,,,,,,,,,,0.07242,0.00018,0.00046,0.00665,0.079,0.,0.008,,,,,,,,,,,,,,,
1892,43,44,,,,0.002,0.,0.002,0.007,0.,0.007,0.07359,0.00018,0.00039,0.00473,0.079,0.,0.005,,,,0.005,0.,0.005,,,,,,,,,
1907,1,1907,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1907,1907,1,,,,,,,,,,,,,,,,,,,,0.007,0.002,0.004,,,,,,,,,
1909,1,1909,,,,,,,,,,0.07400,0.00018,0.00056,0.06454,0.139,0.,0.066,,,,0.005,0.,0.005,,,,,,,,,
1909,1909,1,,,,,,,,,,0.07565,0.00018,0.00055,0.00669,0.083,0.,0.008,,,,0.007,0.,0.007,,,,,,,,,
1926,1,1926,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1926,1926,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1945,1,1945,,,,,,,,,,0.07486,0.00018,0.00051,0.00491,0.08,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
1945,1945,1,,,,,,,,,,0.07419,0.00018,0.00054,0.00694,0.082,0.,0.008,,,,0.012,0.,0.012,,,,,,,,,
1973,1,1973,,,,,,,,,,,,,,,,,,,,0.006,0.,0.005,,,,,,,,,
1973,1973,1,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
1980,44,45,,,,0.002,0.,0.002,0.002,0.,0.002,0.07549,0.00018,0.00051,0.00502,0.081,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
1981,1,1981,,,,,,,,,,0.07489,0.00018,0.00052,0.00496,0.08,0.,0.006,,,,0.006,0.,0.006,,,,,,,,,
