param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
1593,,,,,,,,,,0.07168,0.00012,0.00664,0.00134,0.079,0.,0.008,0.07192,0.00015,0.00665,0.00135,0.08,0.,0.008,,,,,,
1609,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.,0.036
1621,,,,,,,1.297,0.,1.297,,,,,,,,,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.,0.038
1687,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.,0.04
1706,,,,,,,,,,0.07181,0.00016,0.00746,0.00142,0.081,0.,0.008,0.07179,0.00022,0.00742,0.00143,0.081,0.,0.009,,,,,,
1709,,,,0.628,0.001,0.627,,,,,,,,,,,,,,,,,,,,,,,
1711,,,,,,,1.457,0.,1.456,,,,,,,,,,,,,,,,,,,,
1726,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.,0.042
1765,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.,0.042
1801,,,,,,,1.589,0.,1.589,,,,,,,,,,,,,,,,,,,,
1805,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.,0.045
1820,,,,,,,,,,0.07117,0.00013,0.00833,0.00151,0.081,0.,0.009,0.07193,0.00015,0.00836,0.00154,0.082,0.,0.01,,,,,,
1826,,,,0.699,0.,0.699,,,,,,,,,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,0.,0.047
1851,,,,0.726,0.,0.725,,,,,,,,,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.,0.053
1922,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.,0.052
1933,,,,,,,,,,0.07085,0.00012,0.00927,0.00157,0.081,0.,0.011,0.07169,0.00015,0.00924,0.00161,0.082,0.,0.01,,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.,0.052
1993,,,,0.831,0.002,0.828,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.,0.055
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.,0.056
2040,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.,0.057
2047,,,,,,,,,,0.07253,0.00012,0.01027,0.00171,0.084,0.,0.012,0.07291,0.00015,0.01669,0.00170,0.091,0.,0.019,,,,,,
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.,0.059
2118,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,0.,0.061
2136,,,,0.962,0.001,0.96,,,,,,,,,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.,0.064
2161,,,,,,,2.313,0.005,2.306,0.07266,0.00012,0.01146,0.00175,0.086,0.001,0.012,0.07117,0.00014,0.01145,0.00178,0.084,0.,0.013,,,,,,
2197,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.,0.064
2236,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.,0.067
2274,,,,,,,,,,0.07224,0.00016,0.01474,0.00184,0.089,0.,0.017,0.07238,0.00014,0.01258,0.00187,0.087,0.,0.014,,,,,,
2275,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,0.,0.069
2278,,,,1.084,0.001,1.083,,,,,,,,,,,,,,,,,,,,,,,
2282,,,,1.065,0.001,1.063,,,,,,,,,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.,0.072
2353,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,0.,0.074
2388,,,,,,,,,,0.07365,0.00013,0.02173,0.00200,0.097,0.001,0.023,0.07901,0.00015,0.01369,0.00197,0.095,0.001,0.015,,,,,,
2392,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,0.,0.076
2420,,,,1.207,0.001,1.205,,,,,,,,,,,,,,,,,,,,,,,
2432,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,0.,0.078
2471,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.,0.15
2502,,,,,,,,,,0.07577,0.00013,0.01508,0.00204,0.093,0.,0.017,0.07451,0.00015,0.01512,0.00207,0.092,0.,0.017,,,,,,
2510,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,0.,0.082
2521,,,,,,,3.117,0.002,3.115,,,,,,,,,,,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,0.,0.086
2562,,,,1.346,0.002,1.344,,,,,,,,,,,,,,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,0.,0.089
2615,,,,,,,,,,0.07373,0.00013,0.01625,0.00212,0.092,0.001,0.018,0.07207,0.00015,0.01855,0.00212,0.093,0.,0.02,,,,,,
2628,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129,0.,0.129
2667,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,0.,0.092
2705,,,,1.478,0.001,1.477,,,,,,,,,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,0.,0.095
2729,,,,,,,,,,0.07357,0.00013,0.01771,0.00225,0.093,0.,0.02,0.07304,0.00015,0.08679,0.00225,0.162,0.,0.09,,,,,,
2745,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,0.,0.098
2784,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,0.,0.116
2824,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,0.,0.104
2842,,,,,,,,,,0.07324,0.00013,0.01928,0.00233,0.095,0.,0.021,0.07266,0.00015,0.02213,0.00233,0.097,0.,0.025,,,,,,
2847,,,,1.652,0.001,1.651,,,,,,,,,,,,,,,,,,,,,,,
2863,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106,0.,0.105
2881,,,,,,,4.054,0.031,4.02,,,,,,,,,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.,0.11
2941,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,0.,0.111
2956,,,,,,,,,,0.07387,0.00013,0.05798,0.00240,0.134,0.,0.061,0.07280,0.00014,0.02065,0.00241,0.096,0.,0.024,,,,,,
2980,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,0.,0.116
3019,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,0.,0.116
3059,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,0.,0.126
3070,,,,,,,,,,0.07275,0.00013,0.02263,0.00250,0.098,0.,0.026,0.07339,0.00015,0.02194,0.00255,0.098,0.,0.025,,,,,,
3098,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124,0.,0.124
3137,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,0.,0.128
3183,,,,,,,,,,0.09592,0.00014,0.05066,0.00258,0.149,0.,0.053,0.07244,0.00015,0.02564,0.00260,0.101,0.,0.029,,,,,,
3241,,,,,,,5.162,0.016,5.145,,,,,,,,,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144,0.,0.144
3297,,,,,,,,,,0.07274,0.00013,0.02489,0.00269,0.1,0.,0.028,0.07290,0.00015,0.02506,0.00259,0.1,0.,0.027,,,,,,
3398,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,0.,0.148
3410,,,,,,,,,,0.07354,0.00013,0.02957,0.00278,0.106,0.001,0.031,0.07497,0.00017,0.03354,0.00274,0.111,0.,0.037,,,,,,
3416,,,,2.343,0.,2.343,,,,,,,,,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.07252,0.00014,0.03025,0.00277,0.105,0.001,0.033,0.07209,0.00017,0.02825,0.00279,0.103,0.,0.032,,,,,,
3529,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,0.,0.158
3601,,,,,,,6.984,0.074,6.908,,,,,,,,,,,,,,,,,,,,
3638,,,,,,,,,,0.07219,0.00013,0.03966,0.00291,0.115,0.,0.043,0.07202,0.00015,0.03055,0.00290,0.105,0.,0.034,,,,,,
3660,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.,0.17
3674,,,,,,,,,,0.06705,0.00015,0.04544,0.00296,0.201,0.016,0.118,0.06748,0.00017,0.03081,0.00860,0.107,0.001,0.038,,,,,,
3751,,,,,,,,,,0.07262,0.00012,0.03697,0.00300,0.112,0.,0.04,0.07219,0.00015,0.10910,0.00298,0.184,0.,0.113,,,,,,
3790,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253,0.,0.253
3865,,,,,,,,,,0.07267,0.00013,0.03676,0.00314,0.112,0.001,0.039,0.07303,0.00016,0.07318,0.00305,0.149,0.,0.077,,,,,,
3921,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,0.,0.196
3979,,,,,,,,,,0.07275,0.00013,0.03746,0.00316,0.113,0.001,0.04,0.07220,0.00015,0.04259,0.00314,0.118,0.,0.045,,,,,,
3985,,,,3.174,0.002,3.171,,,,,,,,,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.,0.22
4052,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,0.,0.245
4092,,,,,,,,,,0.07303,0.00013,0.04087,0.00328,0.117,0.001,0.044,0.07230,0.00015,0.03808,0.00331,0.114,0.001,0.041,,,,,,
4182,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218,0.,0.218
4206,,,,,,,,,,0.07232,0.00017,0.04101,0.00331,0.117,0.,0.045,0.07214,0.00015,0.04028,0.00330,0.116,0.,0.043,,,,,,
4313,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254,0.,0.254
4319,,,,,,,,,,0.07306,0.00013,0.04211,0.00348,0.118,0.001,0.046,0.07330,0.00016,0.04427,0.00344,0.121,0.,0.048,,,,,,
4433,,,,,,,,,,0.07270,0.00013,0.04481,0.00347,0.121,0.,0.049,0.07333,0.00016,0.04992,0.00351,0.127,0.001,0.053,,,,,,
4444,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248,0.,0.248
4547,,,,,,,,,,0.07272,0.00016,0.04853,0.00356,0.125,0.,0.052,0.07278,0.00015,0.04730,0.00359,0.124,0.,0.051,,,,,,
4555,,,,4.13,0.006,4.124,,,,,,,,,,,,,,,,,,,,,,,
4574,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,0.,0.25
4660,,,,,,,,,,0.07293,0.00013,0.04936,0.00365,0.126,0.,0.054,0.07294,0.00015,0.05288,0.00369,0.129,0.,0.057,,,,,,
4705,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,0.,0.273
4774,,,,,,,,,,0.07239,0.00013,0.05156,0.00372,0.127,0.,0.055,0.07309,0.00015,0.05609,0.00381,0.133,0.001,0.059,,,,,,
4836,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.,0.286
4887,,,,,,,,,,0.07343,0.00013,0.05406,0.00383,0.131,0.001,0.058,0.07360,0.00015,0.05613,0.00381,0.133,0.,0.059,,,,,,
4966,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302,0.,0.302
5001,,,,,,,,,,0.07277,0.00013,0.06032,0.00392,0.137,0.001,0.064,0.07230,0.00015,0.06126,0.00397,0.137,0.,0.066,,,,,,
5097,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.,0.317
5115,,,,,,,,,,0.07335,0.00013,0.06000,0.00401,0.137,0.,0.065,0.07265,0.00015,0.06126,0.00409,0.138,0.,0.065,,,,,,
5124,,,,5.151,0.004,5.145,,,,,,,,,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.07497,0.00013,0.06242,0.00410,0.141,0.,0.066,0.07336,0.00016,0.06223,0.00409,0.14,0.,0.067,,,,0.332,0.,0.332
5342,,,,,,,,,,0.07294,0.00013,0.06503,0.00416,0.142,0.,0.07,0.07255,0.00017,0.06820,0.00424,0.145,0.,0.073,,,,,,
5358,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353,0.,0.353
5456,,,,,,,,,,0.07295,0.00013,0.06735,0.00422,0.144,0.,0.072,0.07285,0.00015,0.06896,0.00434,0.146,0.002,0.072,,,,,,
5489,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366,0.,0.366
5569,,,,,,,,,,0.07296,0.00013,0.07125,0.00474,0.149,0.,0.077,0.07332,0.00017,0.07170,0.00441,0.149,0.,0.077,,,,,,
5620,,,,,,,,,,,,,,,,,,,,,,,,,,,0.401,0.,0.401
5683,,,,,,,,,,0.07415,0.00013,0.07503,0.00443,0.153,0.001,0.079,0.07304,0.00015,0.07449,0.00448,0.152,0.001,0.079,,,,,,
5693,,,,6.421,0.002,6.418,,,,,,,,,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,,,,,,,,,0.402,0.,0.402
5796,,,,,,,,,,0.07366,0.00016,0.07875,0.00489,0.157,0.,0.084,0.07310,0.00015,0.07845,0.00516,0.157,0.,0.083,,,,,,
5881,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423,0.,0.423
5910,,,,,,,,,,0.07247,0.00012,0.07831,0.00465,0.155,0.,0.083,0.07338,0.00015,0.08172,0.00478,0.16,0.,0.087,,,,,,
6012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.,0.44
6034,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447,0.,0.447
6142,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459,0.,0.458
6221,,,,,,,,,,0.07362,0.00013,0.08821,0.00482,0.166,0.,0.094,0.07272,0.00014,0.09013,0.00509,0.168,0.,0.096,,,,,,
6273,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.,0.479
6532,,,,,,,,,,0.07299,0.00016,0.09714,0.00513,0.175,0.,0.103,0.07265,0.00015,0.09780,0.00508,0.175,0.,0.103,,,,,,
6843,,,,,,,,,,0.07269,0.00013,0.11218,0.00545,0.19,0.,0.118,0.07263,0.00015,0.11459,0.00560,0.193,0.001,0.119,,,,,,
6900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.,0.57
7154,,,,,,,,,,0.07339,0.00013,0.11615,0.00720,0.197,0.,0.123,0.07304,0.00015,0.12209,0.00602,0.201,0.001,0.128,,,,,,
7346,,,,,,,,,,0.06724,0.00012,0.12667,0.00574,0.199,0.001,0.132,0.06730,0.00014,0.14101,0.00587,0.214,0.,0.147,,,,,,
7465,,,,,,,,,,0.07291,0.00013,0.13083,0.00589,0.209,0.,0.136,0.07264,0.00015,0.13225,0.00582,0.211,0.,0.139,,,,,,
7527,,,,,,,,,,,,,,,,,,,,,,,,,,,0.718,0.,0.718
7776,,,,,,,,,,0.07377,0.00013,0.14122,0.00611,0.221,0.,0.148,0.07376,0.00015,0.14767,0.00741,0.229,0.001,0.154,,,,,,
8045,,,,,,,,,,,,,,,,,,,,,,,,,,,0.777,0.,0.777
8087,,,,,,,,,,0.07351,0.00013,0.15086,0.00641,0.231,0.,0.157,0.07438,0.00015,0.15524,0.00642,0.236,0.,0.162,,,,,,
8154,,,,,,,,,,,,,,,,,,,,,,,,,,,0.811,0.,0.811
8398,,,,,,,,,,0.07380,0.00012,0.16406,0.00828,0.246,0.,0.172,0.07509,0.00016,0.16178,0.00644,0.243,0.,0.169,,,,,,
8709,,,,,,,,,,0.07711,0.00013,0.17100,0.00690,0.255,0.001,0.177,0.07352,0.00015,0.17672,0.00690,0.257,0.,0.184,,,,,,
8781,,,,,,,,,,,,,,,,,,,,,,,,,,,0.912,0.,0.912
9019,,,,,,,,,,0.07281,0.00015,0.18726,0.00851,0.268,0.,0.196,0.07322,0.00016,0.18921,0.00718,0.269,0.,0.197,,,,,,
9330,,,,,,,,,,0.07270,0.00013,0.20071,0.00748,0.281,0.,0.209,0.07318,0.00016,0.20330,0.00852,0.285,0.,0.211,,,,,,
9409,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.,1.039
9641,,,,,,,,,,0.07725,0.00013,0.22233,0.00773,0.307,0.003,0.227,0.07370,0.00015,0.21826,0.00924,0.301,0.003,0.225,,,,,,
9952,,,,,,,,,,0.07350,0.00013,0.23577,0.00795,0.317,0.,0.244,0.07346,0.00015,0.23516,0.00787,0.316,0.,0.243,,,,,,
10036,,,,,,,,,,,,,,,,,,,,,,,,,,,1.177,0.,1.176
10056,,,,,,,,,,,,,,,,,,,,,,,,,,,1.309,0.,1.309
10263,,,,,,,,,,0.07324,0.00013,0.24798,0.00821,0.329,0.001,0.256,0.07329,0.00018,0.24370,0.01077,0.328,0.002,0.253,,,,,,
10574,,,,,,,,,,0.07314,0.00013,0.25729,0.00854,0.339,0.,0.265,0.07483,0.00015,0.26535,0.00877,0.349,0.,0.275,,,,,,
10663,,,,,,,,,,,,,,,,,,,,,,,,,,,1.332,0.,1.332
10885,,,,,,,,,,0.07393,0.00013,0.27196,0.01015,0.356,0.,0.283,0.07364,0.00015,0.27001,0.00863,0.352,0.,0.278,,,,,,
11017,,,,,,,,,,0.06761,0.00013,0.40005,0.00941,0.477,0.,0.409,0.07084,0.00016,0.31830,0.00895,0.398,0.,0.327,,,,,,
11196,,,,,,,,,,0.07309,0.00013,0.28093,0.00854,0.362,0.001,0.288,0.07324,0.00015,0.28568,0.00894,0.368,0.,0.295,,,,,,
11290,,,,,,,,,,,,,,,,,,,,,,,,,,,1.554,0.,1.554
11507,,,,,,,,,,0.07350,0.00017,0.30541,0.00905,0.388,0.,0.315,0.07309,0.00015,0.30390,0.00940,0.386,0.001,0.313,,,,,,
11818,,,,,,,,,,0.07531,0.00015,0.31888,0.01180,0.406,0.,0.33,0.07428,0.00015,0.33656,0.00933,0.42,0.,0.346,,,,,,
11917,,,,,,,,,,,,,,,,,,,,,,,,,,,1.656,0.,1.656
12544,,,,,,,,,,,,,,,,,,,,,,,,,,,1.829,0.,1.829
13000,,,,,,,,,,0.07430,0.00013,0.45343,0.01052,0.538,0.,0.464,0.07354,0.00015,0.42163,0.01043,0.505,0.,0.433,,,,,,
14181,,,,,,,,,,0.07988,0.00013,0.49114,0.01104,0.582,0.001,0.502,0.07801,0.00018,0.46978,0.01120,0.559,0.,0.482,,,,,,
14689,,,,,,,,,,0.06830,0.00013,0.87963,0.01226,0.96,0.,0.891,0.06771,0.00020,0.50154,0.01162,0.581,0.,0.513,,,,,,
15052,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,0.,2.628
15363,,,,,,,,,,0.07373,0.00013,0.55254,0.01211,0.638,0.001,0.564,0.07287,0.00015,0.61900,0.01617,0.708,0.001,0.635,,,,,,
16544,,,,,,,,,,0.07310,0.00014,0.65300,0.01313,0.739,0.,0.667,0.07310,0.00015,0.65794,0.01414,0.745,0.002,0.671,,,,,,
17561,,,,,,,,,,,,,,,,,,,,,,,,,,,3.752,0.,3.751
17726,,,,,,,,,,0.07424,0.00013,0.74806,0.01522,0.837,0.001,0.763,0.07319,0.00016,0.76287,0.01504,0.851,0.001,0.777,,,,,,
18361,,,,,,,,,,0.06788,0.00012,0.93352,0.01399,1.015,0.001,0.947,0.06766,0.00015,0.79302,0.01460,0.875,0.004,0.803,,,,,,
18908,,,,,,,,,,0.07329,0.00014,0.85338,0.01478,0.941,0.002,0.867,0.07274,0.00020,0.86382,0.01506,0.952,0.002,0.877,,,,,,
20069,,,,,,,,,,,,,,,,,,,,,,,,,,,4.884,0.001,4.882
20089,,,,,,,,,,0.07526,0.00016,0.95616,0.01516,1.046,0.001,0.971,0.07384,0.00018,0.98369,0.01585,1.073,0.001,0.998,,,,,,
21271,,,,,,,,,,0.07348,0.00013,1.08642,0.01746,1.177,0.001,1.103,0.07291,0.00015,1.14435,0.01595,1.233,0.002,1.159,,,,,,
22452,,,,,,,,,,0.07292,0.00015,1.20512,0.01791,1.296,0.001,1.222,0.07520,0.00015,1.23903,0.01762,1.332,0.,1.257,,,,,,
22578,,,,,,,,,,,,,,,,,,,,,,,,,,,6.104,0.,6.104
23634,,,,,,,,,,0.07399,0.00014,1.54290,0.01906,1.636,0.,1.562,0.07397,0.00016,1.57377,0.01765,1.665,0.,1.591,,,,,,
25086,,,,,,,,,,,,,,,,,,,,,,,,,,,7.605,0.002,7.603
28361,,,,,,,,,,0.07383,0.00016,2.20721,0.02678,2.308,0.001,2.233,0.07789,0.00016,2.13703,0.02347,2.238,0.,2.16,,,,,,
33087,,,,,,,,,,0.07469,0.00016,2.95720,0.02499,3.057,0.,2.982,0.07364,0.00016,2.92683,0.02557,3.026,0.,2.953,,,,,,
37814,,,,,,,,,,0.07308,0.00013,3.54376,0.02824,3.645,0.,3.571,0.07388,0.00016,3.83612,0.02805,3.938,0.002,3.863,,,,,,
42540,,,,,,,,,,0.07524,0.00013,4.69591,0.03177,4.803,0.001,4.727,0.07423,0.00019,5.27301,0.03962,5.387,0.,5.313,,,,,,
47267,,,,,,,,,,0.07412,0.00014,6.10956,0.03634,6.22,0.001,6.145,0.07469,0.00016,6.14582,0.03619,6.257,0.,6.182,,,,,,
