param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
4660,,,,,,,,,,0.07254,0.00017,0.09354,0.00759,0.174,0.007,0.096,0.07257,0.00021,0.09399,0.00651,0.173,0.,0.103,,,,,,
4705,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356,0.,0.356
4774,,,,,,,,,,0.07138,0.00018,0.10030,0.00736,0.179,0.,0.11,0.07323,0.00020,0.09740,0.00687,0.177,0.,0.107,,,,,,
4836,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363,0.,0.363
4887,,,,,,,,,,0.07462,0.00019,0.10766,0.00706,0.189,0.007,0.11,0.07632,0.00021,0.10419,0.00783,0.188,0.008,0.109,,,,,,
4966,,,,,,,,,,,,,,,,,,,,,,,,,,,0.369,0.,0.369
5001,,,,,,,,,,0.07207,0.00020,0.10954,0.00761,0.189,0.003,0.116,0.07389,0.00025,0.11016,0.00741,0.191,0.,0.12,,,,,,
5097,,,,,,,,,,,,,,,,,,,,,,,,,,,0.406,0.,0.406
5115,,,,,,,,,,0.07254,0.00022,0.11434,0.00744,0.194,0.,0.126,0.07376,0.00021,0.11432,0.00724,0.195,0.003,0.121,,,,,,
5124,,,,8.359,0.007,8.351,,,,,,,,,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.07254,0.00018,0.12049,0.00729,0.2,0.003,0.127,0.07261,0.00021,0.11997,0.00763,0.2,0.003,0.126,,,,0.4,0.,0.4
5342,,,,,,,,,,0.07281,0.00020,0.12584,0.00893,0.207,0.,0.137,0.07202,0.00021,0.12057,0.00828,0.201,0.,0.131,,,,,,
5358,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441,0.,0.441
5456,,,,,,,,,,0.07001,0.00020,0.12043,0.00977,0.2,0.008,0.125,0.06742,0.00024,0.12410,0.00918,0.201,0.,0.136,,,,,,
5489,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444,0.,0.444
5569,,,,,,,,,,0.07281,0.00019,0.14002,0.00821,0.221,0.003,0.147,0.07432,0.00021,0.13944,0.00886,0.223,0.,0.151,,,,,,
5620,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466,0.,0.466
5683,,,,,,,,,,0.07193,0.00020,0.14665,0.00832,0.227,0.003,0.154,0.07445,0.00019,0.14127,0.00824,0.224,0.008,0.144,,,,,,
5693,,,,10.463,0.,10.462,,,,,,,,,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491,0.,0.491
5796,,,,,,,,,,0.06996,0.00024,0.13870,0.00894,0.218,0.003,0.147,0.06875,0.00021,0.14038,0.00791,0.217,0.003,0.147,,,,,,
5881,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504,0.,0.504
5910,,,,,,,,,,0.06870,0.00017,0.14237,0.00887,0.22,0.,0.154,0.07139,0.00020,0.14215,0.00821,0.222,0.004,0.149,,,,,,
6012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532,0.,0.532
6034,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609,0.,0.609
6142,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558,0.,0.558
6221,,,,,,,,,,0.07476,0.00019,0.17592,0.00924,0.26,0.007,0.18,0.07190,0.00020,0.16052,0.00873,0.241,0.008,0.164,,,,,,
6273,,,,,,,,,,,,,,,,,,,,,,,,,,,0.611,0.,0.611
6532,,,,,,,,,,0.07653,0.00017,0.18670,0.00978,0.273,0.003,0.201,0.07496,0.00021,0.19057,0.01147,0.277,0.004,0.201,,,,,,
6843,,,,,,,,,,0.07827,0.00019,0.19949,0.01266,0.29,0.004,0.211,0.07262,0.00021,0.20540,0.00991,0.288,0.,0.218,,,,,,
6900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.718,0.,0.718
7154,,,,,,,,,,0.07306,0.00019,0.21516,0.01037,0.299,0.003,0.225,0.07284,0.00022,0.23273,0.01213,0.318,0.004,0.243,,,,,,
7346,,,,,,,,,,0.06506,0.00016,0.25819,0.00993,0.333,0.004,0.266,0.06634,0.00019,0.34937,0.01026,0.426,0.015,0.346,,,,,,
7465,,,,,,,,,,0.06906,0.00020,0.24025,0.01052,0.32,0.003,0.25,0.07268,0.00020,0.24237,0.01028,0.325,0.012,0.243,,,,,,
7527,,,,,,,,,,,,,,,,,,,,,,,,,,,0.868,0.,0.868
7776,,,,,,,,,,0.07615,0.00022,0.24697,0.01114,0.334,0.,0.261,0.07010,0.00021,0.25660,0.01136,0.338,0.007,0.263,,,,,,
8045,,,,,,,,,,,,,,,,,,,,,,,,,,,1.104,0.,1.104
8087,,,,,,,,,,0.07020,0.00021,0.27602,0.01149,0.358,0.,0.291,0.07073,0.00022,0.28743,0.01174,0.37,0.003,0.298,,,,,,
8154,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.,0.98
8398,,,,,,,,,,0.07176,0.00021,0.28957,0.01172,0.373,0.007,0.297,0.07927,0.00021,0.30223,0.01197,0.393,0.007,0.313,,,,,,
8709,,,,,,,,,,0.07186,0.00020,0.31295,0.01741,0.402,0.004,0.329,0.06982,0.00021,0.32596,0.01250,0.408,0.008,0.333,,,,,,
8781,,,,,,,,,,,,,,,,,,,,,,,,,,,1.141,0.,1.141
9019,,,,,,,,,,0.06970,0.00019,0.34077,0.02268,0.433,0.008,0.358,0.07087,0.00033,0.33098,0.01297,0.415,0.,0.347,,,,,,
9330,,,,,,,,,,0.07026,0.00019,0.37628,0.01416,0.461,0.003,0.389,0.07399,0.00021,0.37329,0.01436,0.462,0.004,0.386,,,,,,
9409,,,,,,,,,,,,,,,,,,,,,,,,,,,1.337,0.,1.337
9641,,,,,,,,,,0.07267,0.00018,0.37542,0.01436,0.462,0.003,0.389,0.06788,0.00021,0.38553,0.01606,0.469,0.,0.404,,,,,,
9952,,,,,,,,,,0.06945,0.00022,0.40576,0.01447,0.49,0.003,0.419,0.06952,0.00021,0.42149,0.01492,0.506,0.007,0.431,,,,,,
10036,,,,,,,,,,,,,,,,,,,,,,,,,,,1.505,0.003,1.501
10056,,,,,,,,,,,,,,,,,,,,,,,,,,,1.608,0.,1.608
10263,,,,,,,,,,0.06950,0.00018,0.43146,0.01567,0.517,0.003,0.446,0.07123,0.00021,0.45436,0.01697,0.542,0.003,0.471,,,,,,
10574,,,,,,,,,,0.07588,0.00020,0.52138,0.01554,0.613,0.,0.541,0.07037,0.00023,0.46846,0.01599,0.555,0.007,0.479,,,,,,
10663,,,,,,,,,,,,,,,,,,,,,,,,,,,1.644,0.004,1.64
10885,,,,,,,,,,0.07048,0.00020,0.48322,0.01729,0.571,0.007,0.493,0.06844,0.00020,0.50623,0.01663,0.591,0.007,0.518,,,,,,
11017,,,,,,,,,,0.06420,0.00018,0.53137,0.01605,0.611,0.003,0.546,0.06760,0.00022,0.58629,0.02127,0.675,0.003,0.606,,,,,,
11196,,,,,,,,,,0.07425,0.00019,0.52357,0.01610,0.614,0.007,0.535,0.06880,0.00020,0.51594,0.01574,0.601,0.008,0.527,,,,,,
11290,,,,,,,,,,,,,,,,,,,,,,,,,,,1.872,0.,1.871
11507,,,,,,,,,,0.07224,0.00020,0.54449,0.01661,0.633,0.,0.564,0.07479,0.00021,0.55678,0.01876,0.65,0.007,0.571,,,,,,
11818,,,,,,,,,,0.06986,0.00018,0.58313,0.01709,0.67,0.003,0.599,0.07206,0.00022,0.58804,0.01715,0.677,0.012,0.596,,,,,,
11917,,,,,,,,,,,,,,,,,,,,,,,,,,,2.102,0.003,2.097
12544,,,,,,,,,,,,,,,,,,,,,,,,,,,2.328,0.007,2.317
13000,,,,,,,,,,0.07308,0.00019,0.69688,0.02084,0.791,0.004,0.717,0.07347,0.00022,0.69530,0.01947,0.788,0.,0.718,,,,,,
14181,,,,,,,,,,0.07207,0.00019,0.84688,0.02106,0.94,0.008,0.863,0.07575,0.00020,0.84173,0.02215,0.94,0.003,0.863,,,,,,
14689,,,,,,,,,,0.06903,0.00017,0.89102,0.02032,0.98,0.004,0.909,0.06551,0.00023,0.87826,0.01947,0.963,0.,0.9,,,,,,
15052,,,,,,,,,,,,,,,,,,,,,,,,,,,3.311,0.003,3.307
15363,,,,,,,,,,0.07436,0.00020,0.96684,0.02260,1.064,0.011,0.98,0.07142,0.00021,0.99383,0.02481,1.09,0.007,1.013,,,,,,
16544,,,,,,,,,,0.06932,0.00019,1.13803,0.02339,1.231,0.007,1.156,0.07123,0.00021,1.15067,0.02333,1.245,0.003,1.173,,,,,,
17561,,,,,,,,,,,,,,,,,,,,,,,,,,,4.459,0.,4.459
17726,,,,,,,,,,0.07261,0.00018,1.29634,0.02533,1.394,0.007,1.316,0.06901,0.00020,1.30024,0.02648,1.396,0.007,1.322,,,,,,
18361,,,,,,,,,,0.06750,0.00017,1.40036,0.02791,1.496,0.003,1.426,0.07458,0.00020,1.39942,0.02807,1.502,0.,1.429,,,,,,
18908,,,,,,,,,,0.07154,0.00019,1.45177,0.02733,1.551,0.004,1.478,0.07174,0.00021,1.47673,0.03701,1.585,0.003,1.513,,,,,,
20069,,,,,,,,,,,,,,,,,,,,,,,,,,,5.854,0.007,5.846
20089,,,,,,,,,,0.07233,0.00020,1.67493,0.03788,1.785,0.003,1.712,0.07147,0.00021,1.70174,0.02982,1.803,0.007,1.727,,,,,,
21271,,,,,,,,,,0.07623,0.00023,1.86099,0.03068,1.968,0.003,1.891,0.07382,0.00021,1.86466,0.02981,1.968,0.003,1.893,,,,,,
22452,,,,,,,,,,0.06909,0.00018,2.02859,0.03203,2.13,0.007,2.056,0.06909,0.00022,2.09731,0.03394,2.2,0.012,2.122,,,,,,
22578,,,,,,,,,,,,,,,,,,,,,,,,,,,7.902,0.004,7.897
23634,,,,,,,,,,0.07150,0.00019,2.29871,0.03497,2.405,0.007,2.329,0.07429,0.00021,2.31475,0.03530,2.424,0.003,2.349,,,,,,
25086,,,,,,,,,,,,,,,,,,,,,,,,,,,9.622,0.008,9.613
28361,,,,,,,,,,0.07194,0.00019,3.24740,0.03998,3.359,0.007,3.282,0.06987,0.00021,3.32636,0.03941,3.436,0.004,3.364,,,,,,
33087,,,,,,,,,,0.07176,0.00018,4.48412,0.06039,4.616,0.,4.547,0.06993,0.00023,4.54266,0.04695,4.66,0.003,4.588,,,,,,
37814,,,,,,,,,,0.07600,0.00020,5.56208,0.05104,5.689,0.,5.616,0.06750,0.00021,5.57659,0.06482,5.709,0.007,5.633,,,,,,
42540,,,,,,,,,,0.06699,0.00019,7.01804,0.05626,7.141,0.003,7.073,0.06577,0.00019,6.97917,0.05672,7.102,0.007,7.03,,,,,,
47267,,,,,,,,,,0.06937,0.00017,8.66101,0.09361,8.824,0.015,8.741,0.07020,0.00020,8.59668,0.07761,8.744,0.008,8.669,,,,,,
