param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-native-compute-compilation-real,cps+native-compute-native-compute-conversion-to-native-code-real,cps+native-compute-native-compute-evaluation-real,cps+native-compute-native-compute-reification-real,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
400,400,1,,,,,,,,,,,,,,,,,0.292,0.,0.292,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.07757,0.00027,0.00077,0.00155,0.08,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
401,401,1,,,,,,,,,,0.07425,0.00025,0.00091,0.00203,0.077,0.003,0.002,,,,0.002,0.,0.002,,,,,,,,,
402,1,402,,,,,,,,,,,,,,,,,0.558,0.023,0.534,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,,,,,0.295,0.,0.295,,,,,,,,,,,,
404,1,404,0.596,0.,0.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,0.492,0.003,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.002,0.002,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.001,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
414,1,414,0.723,0.,0.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,0.555,0.,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.038,0.,0.038,0.001,0.,0.001,0.001,0.,0.001,0.07521,0.00026,0.00076,0.00179,0.078,0.004,0.001,0.041,0.,0.041,0.001,0.,0.001,,,,,,,,,
436,1,436,,,,,,,,,,,,,,,,,0.548,0.,0.548,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,,,,,0.328,0.003,0.325,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.07414,0.00026,0.00076,0.00170,0.077,0.,0.005,,,,0.001,0.,0.001,,,,,,,,,
437,437,1,,,,,,,,,,0.07585,0.00154,0.00076,0.00214,0.08,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
462,21,22,0.036,0.,0.036,0.001,0.,0.001,0.001,0.,0.,0.07530,0.00026,0.00077,0.00168,0.078,0.003,0.001,0.054,0.,0.054,0.001,0.,0.001,,,,,,,,,
471,1,471,0.747,0.004,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,0.59,0.003,0.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.002,0.,0.002,0.002,0.,0.002,0.07728,0.00047,0.00081,0.00175,0.08,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
472,472,1,,,,0.001,0.,0.001,0.001,0.,0.001,0.07775,0.00027,0.00087,0.00260,0.081,0.003,0.002,,,,0.002,0.,0.002,,,,,,,,,
473,1,473,,,,,,,,,,,,,,,,,0.691,0.,0.691,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,,,,,0.344,0.,0.344,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.07662,0.00028,0.00164,0.00207,0.08,0.003,0.003,0.055,0.,0.055,0.002,0.,0.002,,,,,,,,,
508,1,508,,,,,,,,,,0.07862,0.00025,0.00081,0.00250,0.082,0.003,0.002,,,,0.002,0.,0.002,,,,,,,,,
508,508,1,,,,,,,,,,0.07941,0.00027,0.00081,0.00257,0.083,0.003,0.002,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,,,,,0.747,0.,0.747,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,,,,,0.37,0.,0.37,,,,,,,,,,,,
530,1,530,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
538,1,538,1.017,0.,1.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,0.862,0.003,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.07787,0.00025,0.00082,0.00266,0.081,0.006,0.,,,,0.002,0.,0.002,,,,,,,,,
544,544,1,,,,,,,,,,0.07717,0.00025,0.00091,0.00279,0.081,0.,0.005,,,,0.003,0.,0.003,,,,,,,,,
552,23,24,0.048,0.,0.048,0.001,0.,0.001,0.001,0.,0.001,0.07717,0.00027,0.00077,0.00257,0.08,0.,0.005,,,,0.002,0.,0.002,,,,,,,,,
580,1,580,,,,,,,,,,0.07505,0.00025,0.00080,0.00210,0.078,0.003,0.002,,,,0.002,0.,0.002,,,,,,,,,
580,580,1,,,,,,,,,,0.07630,0.00026,0.00081,0.00289,0.08,0.,0.006,,,,0.003,0.,0.003,,,,,,,,,
588,1,588,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
588,588,1,,,,0.002,0.,0.002,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
600,24,25,,,,0.001,0.,0.001,0.001,0.,0.001,0.07458,0.00021,0.00074,0.00320,0.078,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
609,1,609,,,,,,,,,,0.07485,0.00022,0.00079,0.00322,0.079,0.003,0.003,,,,,,,,,,,,,,,
609,609,1,,,,,,,,,,0.07474,0.00024,0.00084,0.00425,0.08,0.004,0.004,,,,,,,,,,,,,,,
616,1,616,,,,,,,,,,0.07707,0.00025,0.00088,0.00215,0.08,0.003,0.002,,,,0.002,0.,0.002,,,,,,,,,
616,616,1,,,,,,,,,,0.08425,0.00025,0.00083,0.00408,0.089,0.,0.007,,,,0.003,0.,0.003,,,,,,,,,
636,1,636,,,,,,,,,,,,,,,,,1.151,0.,1.151,,,,,,,,,,,,
636,636,1,,,,,,,,,,,,,,,,,0.622,0.004,0.618,,,,,,,,,,,,
646,1,646,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
646,646,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
650,25,26,,,,0.001,0.,0.001,0.001,0.,0.001,0.07532,0.00026,0.00100,0.00248,0.079,0.003,0.002,0.11,0.,0.11,0.003,0.,0.003,,,,,,,,,
652,1,652,,,,,,,,,,0.07557,0.00025,0.00114,0.00267,0.079,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
652,652,1,,,,,,,,,,0.07694,0.00025,0.00084,0.00388,0.082,0.,0.007,,,,0.003,0.002,0.,,,,,,,,,
688,1,688,,,,,,,,,,0.07720,0.00025,0.00082,0.00239,0.08,0.006,0.,,,,0.002,0.,0.002,,,,,,,,,
688,688,1,,,,,,,,,,0.07565,0.00025,0.00083,0.00341,0.08,0.,0.006,,,,0.003,0.,0.003,,,,,,,,,
702,26,27,,,,0.002,0.,0.002,0.001,0.,0.001,0.07474,0.00025,0.00079,0.00267,0.078,0.003,0.003,,,,0.003,0.,0.003,,,,,,,,,
704,1,704,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
704,704,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
724,1,724,,,,,,,,,,0.07749,0.00025,0.00086,0.00259,0.081,0.003,0.003,,,,0.003,0.,0.003,,,,,,,,,
724,724,1,,,,,,,,,,0.07652,0.00029,0.00099,0.00381,0.081,0.,0.007,,,,0.003,0.,0.003,,,,,,,,,
756,27,28,,,,0.001,0.,0.001,0.001,0.,0.001,0.07677,0.00027,0.00087,0.00297,0.081,0.,0.006,0.083,0.,0.083,0.003,0.,0.003,,,,,,,,,
760,1,760,,,,,,,,,,0.07766,0.00026,0.00089,0.00285,0.081,0.,0.006,,,,0.002,0.,0.002,,,,,,,,,
760,760,1,,,,,,,,,,0.08174,0.00028,0.00087,0.00405,0.087,0.,0.008,,,,0.004,0.,0.004,,,,,,,,,
762,1,762,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
762,762,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,
763,1,763,,,,,,,,,,,,,,,,,1.474,0.,1.474,,,,,,,,,,,,
763,763,1,,,,,,,,,,,,,,,,,0.8,0.007,0.791,,,,,,,,,,,,
795,1,795,,,,,,,,,,0.07740,0.00026,0.00089,0.00297,0.081,0.,0.006,,,,0.003,0.,0.003,,,,,,,,,
795,795,1,,,,,,,,,,0.07782,0.00025,0.00087,0.00405,0.083,0.,0.008,,,,0.005,0.,0.005,,,,,,,,,
798,1,798,,,,,,,,,,,,,,,,,1.858,0.003,1.854,,,,,,,,,,,,
798,798,1,,,,,,,,,,,,,,,,,1.264,0.016,1.248,,,,,,,,,,,,
807,1,807,2.315,0.,2.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,807,1,2.061,0.008,2.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,28,29,0.107,0.,0.106,0.001,0.,0.001,0.001,0.,0.001,0.07584,0.00026,0.00096,0.00313,0.08,0.,0.007,0.092,0.,0.092,0.003,0.,0.003,,,,,,,,,
821,1,821,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
821,821,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
831,1,831,,,,,,,,,,0.08110,0.00027,0.00087,0.00317,0.085,0.,0.007,,,,0.003,0.,0.003,,,,,,,,,
831,831,1,,,,,,,,,,0.07811,0.00026,0.00089,0.00413,0.083,0.,0.008,,,,0.004,0.,0.004,,,,,,,,,
867,1,867,,,,,,,,,,0.07911,0.00028,0.00105,0.02288,0.103,0.015,0.011,,,,0.003,0.,0.003,,,,,,,,,
867,867,1,,,,,,,,,,0.07622,0.00026,0.00086,0.00457,0.082,0.,0.008,,,,0.004,0.,0.004,,,,,,,,,
870,29,30,,,,0.002,0.,0.002,0.002,0.,0.002,0.07880,0.00025,0.00083,0.00343,0.083,0.,0.007,0.156,0.,0.156,0.003,0.,0.003,,,,,,,,,
879,1,879,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
879,879,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
890,1,890,,,,,,,,,,,,,,,,,2.116,0.,2.115,,,,,,,,,,,,
890,890,1,,,,,,,,,,,,,,,,,1.23,0.019,1.21,,,,,,,,,,,,
903,1,903,,,,,,,,,,0.07800,0.00026,0.00088,0.00344,0.082,0.,0.007,,,,0.003,0.,0.003,,,,,,,,,
903,903,1,,,,,,,,,,0.07971,0.00026,0.00089,0.00506,0.086,0.,0.008,,,,0.008,0.,0.008,,,,,,,,,
910,1,910,,,,,,,,,,0.07203,0.00073,0.00129,0.00434,0.078,0.004,0.004,,,,,,,,,,,,,,,
910,910,1,,,,,,,,,,0.07198,0.00021,0.00133,0.00592,0.079,0.003,0.006,,,,,,,,,,,,,,,
930,30,31,,,,0.002,0.,0.002,0.004,0.,0.004,0.07258,0.00022,0.00077,0.06211,0.135,0.019,0.046,,,,0.004,0.,0.004,,,,,,,,,
937,1,937,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
937,937,1,,,,0.004,0.,0.004,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
939,1,939,,,,,,,,,,0.07697,0.00026,0.00088,0.00344,0.081,0.,0.007,,,,0.003,0.,0.003,,,,,,,,,
939,939,1,,,,,,,,,,0.07729,0.00026,0.00094,0.00491,0.083,0.003,0.005,,,,0.005,0.,0.005,,,,,,,,,
975,1,975,,,,,,,,,,0.07686,0.00026,0.00089,0.00360,0.081,0.002,0.004,,,,0.003,0.,0.003,,,,,,,,,
975,975,1,,,,,,,,,,0.07838,0.00025,0.00091,0.00490,0.084,0.004,0.004,,,,0.005,0.,0.005,,,,,,,,,
992,31,32,,,,0.002,0.,0.002,0.002,0.,0.002,0.07590,0.00026,0.00088,0.00405,0.081,0.,0.008,0.159,0.,0.159,0.004,0.,0.004,,,,,,,,,
995,1,995,,,,0.007,0.,0.007,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
995,995,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1011,1,1011,,,,,,,,,,0.07682,0.00026,0.00097,0.00357,0.081,0.003,0.004,,,,0.004,0.,0.004,,,,,,,,,
1011,1011,1,,,,,,,,,,0.07785,0.00026,0.00091,0.00526,0.084,0.,0.009,,,,0.005,0.,0.005,,,,,,,,,
1017,1,1017,,,,,,,,,,,,,,,,,2.734,0.008,2.724,,,,,,,,,,,,
1017,1017,1,,,,,,,,,,,,,,,,,1.495,0.,1.495,,,,,,,,,,,,
1047,1,1047,,,,,,,,,,0.07950,0.00028,0.00184,0.00472,0.086,0.007,0.006,,,,0.004,0.,0.004,,,,,,,,,
1047,1047,1,,,,,,,,,,0.07720,0.00025,0.00098,0.00561,0.084,0.003,0.006,,,,0.006,0.,0.006,,,,,,,,,
1053,1,1053,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1053,1053,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,
1056,32,33,0.106,0.,0.106,0.002,0.,0.002,0.002,0.,0.002,0.07903,0.00035,0.00086,0.00400,0.084,0.,0.008,,,,0.004,0.,0.004,,,,,,,,,
1075,1,1075,4.07,0.,4.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,1075,1,3.585,0.011,3.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,1,1082,,,,,,,,,,0.07659,0.00027,0.00093,0.00370,0.081,0.003,0.004,,,,0.005,0.,0.005,,,,,,,,,
1082,1082,1,,,,,,,,,,0.07610,0.00025,0.00094,0.00669,0.084,0.,0.011,,,,0.006,0.,0.006,,,,,,,,,
1112,1,1112,,,,0.004,0.,0.004,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,
1112,1112,1,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1118,1,1118,,,,,,,,,,0.07659,0.00025,0.00096,0.00394,0.081,0.003,0.005,,,,0.004,0.,0.004,,,,,,,,,
1118,1118,1,,,,,,,,,,0.07478,0.00042,0.00102,0.00562,0.082,0.,0.009,,,,0.018,0.,0.018,,,,,,,,,
1122,33,34,,,,0.002,0.,0.002,0.002,0.,0.002,0.07690,0.00025,0.00089,0.00439,0.082,0.,0.008,,,,0.005,0.,0.005,,,,,,,,,
1154,1,1154,,,,,,,,,,0.08044,0.00026,0.00102,0.00422,0.086,0.003,0.005,,,,0.004,0.,0.004,,,,,,,,,
1154,1154,1,,,,,,,,,,0.07871,0.00026,0.00096,0.00615,0.086,0.004,0.005,,,,0.006,0.,0.006,,,,,,,,,
1170,1,1170,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1170,1170,1,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1190,1,1190,,,,,,,,,,0.07649,0.00025,0.00095,0.02999,0.107,0.01,0.023,,,,0.004,0.,0.004,,,,,,,,,
1190,34,35,,,,0.002,0.,0.002,0.002,0.,0.002,0.07895,0.00027,0.00067,0.00473,0.084,0.004,0.004,,,,0.004,0.,0.004,,,,,,,,,
1190,1190,1,,,,,,,,,,0.07909,0.00025,0.00097,0.00616,0.086,0.003,0.006,,,,0.006,0.,0.006,,,,,,,,,
1212,1,1212,,,,,,,,,,0.07343,0.00025,0.00076,0.00510,0.079,0.,0.008,,,,,,,,,,,,,,,
1212,1212,1,,,,,,,,,,0.08952,0.00031,0.00087,0.00633,0.097,0.,0.01,,,,,,,,,,,,,,,
1226,1,1226,,,,,,,,,,0.07857,0.00027,0.00097,0.00464,0.084,0.004,0.004,,,,0.004,0.,0.004,,,,,,,,,
1226,1226,1,,,,,,,,,,0.07983,0.00029,0.00100,0.00592,0.087,0.,0.01,,,,0.006,0.,0.006,,,,,,,,,
1228,1,1228,,,,0.015,0.,0.015,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
1228,1228,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1260,35,36,,,,0.002,0.,0.002,0.005,0.,0.005,0.07561,0.00026,0.00087,0.00481,0.081,0.,0.008,,,,0.005,0.,0.005,,,,,,,,,
1262,1,1262,,,,,,,,,,0.07655,0.00026,0.00104,0.00451,0.082,0.,0.008,,,,0.004,0.,0.004,,,,,,,,,
1262,1262,1,,,,,,,,,,0.07600,0.00025,0.00099,0.00607,0.083,0.,0.01,,,,0.007,0.,0.007,,,,,,,,,
1286,1,1286,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1286,1286,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1298,1,1298,,,,,,,,,,0.07663,0.00027,0.00094,0.00557,0.083,0.,0.009,,,,0.005,0.,0.005,,,,,,,,,
1298,1298,1,,,,,,,,,,0.07771,0.00028,0.00101,0.00642,0.085,0.,0.01,,,,0.009,0.,0.009,,,,,,,,,
1332,36,37,,,,0.002,0.,0.002,0.003,0.,0.003,0.07672,0.00026,0.00090,0.00498,0.083,0.003,0.006,,,,0.005,0.,0.005,,,,,,,,,
1334,1,1334,,,,,,,,,,0.07896,0.00024,0.00097,0.01028,0.09,0.003,0.01,,,,0.005,0.,0.005,,,,,,,,,
1334,1334,1,,,,,,,,,,0.07812,0.00025,0.00103,0.00688,0.086,0.,0.011,,,,0.008,0.,0.008,,,,,,,,,
1344,1,1344,,,,0.005,0.,0.005,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1344,1344,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1369,1,1369,,,,,,,,,,0.07977,0.00025,0.00232,0.00620,0.088,0.007,0.003,,,,0.006,0.,0.006,,,,,,,,,
1369,37,37,,,,,,,,,,0.07767,0.00027,0.00090,0.00543,0.084,0.,0.009,,,,0.006,0.,0.006,,,,,,,,,
1369,1369,1,,,,,,,,,,0.07889,0.00026,0.00101,0.00718,0.087,0.003,0.007,,,,0.007,0.,0.007,,,,,,,,,
1403,1,1403,,,,0.008,0.,0.008,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
1403,1403,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1405,1,1405,,,,,,,,,,0.07862,0.00025,0.00099,0.00496,0.084,0.004,0.004,,,,0.005,0.,0.005,,,,,,,,,
1405,1405,1,,,,,,,,,,0.07700,0.00027,0.00099,0.00799,0.086,0.,0.012,,,,0.008,0.,0.008,,,,,,,,,
1406,37,38,,,,0.003,0.,0.003,0.003,0.,0.003,0.07681,0.00028,0.00092,0.00598,0.084,0.003,0.006,,,,0.005,0.,0.005,,,,,,,,,
1441,1,1441,,,,,,,,,,0.07982,0.00027,0.00100,0.00522,0.086,0.004,0.005,,,,0.005,0.,0.005,,,,,,,,,
1441,1441,1,,,,,,,,,,0.08407,0.00025,0.00102,0.01103,0.096,0.003,0.012,,,,0.023,0.,0.023,,,,,,,,,
1461,1,1461,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
1461,1461,1,,,,0.005,0.,0.005,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,
1477,1,1477,,,,,,,,,,0.07950,0.00026,0.00103,0.00580,0.086,0.,0.01,,,,0.006,0.,0.006,,,,,,,,,
1477,1477,1,,,,,,,,,,0.07851,0.00026,0.00100,0.00815,0.088,0.,0.012,,,,0.009,0.,0.009,,,,,,,,,
1482,38,39,,,,0.003,0.,0.003,0.003,0.,0.003,0.08160,0.00026,0.00073,0.00584,0.088,0.,0.009,,,,0.006,0.,0.006,,,,,,,,,
1513,1,1513,,,,,,,,,,0.08115,0.00026,0.00080,0.00608,0.088,0.,0.01,,,,0.006,0.,0.006,,,,,,,,,
1513,1513,1,,,,,,,,,,0.08572,0.00026,0.00088,0.00788,0.094,0.002,0.009,,,,0.008,0.,0.008,,,,,,,,,
1519,1,1519,,,,0.006,0.,0.006,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
1519,1519,1,,,,0.005,0.,0.005,0.009,0.003,0.005,,,,,,,,,,,,,,,,,,,,,,
1526,1,1526,,,,,,,,,,,,,,,,,5.685,0.,5.684,,,,,,,,,,,,
1526,1526,1,,,,,,,,,,,,,,,,,3.216,0.015,3.2,,,,,,,,,,,,
1549,1,1549,,,,,,,,,,0.07862,0.00030,0.00099,0.00573,0.085,0.,0.009,,,,0.009,0.,0.009,,,,,,,,,
1549,1549,1,,,,,,,,,,0.07999,0.00025,0.00109,0.00781,0.089,0.,0.013,,,,0.013,0.,0.013,,,,,,,,,
1560,39,40,,,,0.003,0.,0.003,0.004,0.,0.004,0.07786,0.00026,0.00099,0.00646,0.085,0.002,0.007,0.256,0.,0.256,0.006,0.,0.006,,,,,,,,,
1577,1,1577,,,,0.021,0.,0.021,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
1577,1577,1,,,,0.005,0.,0.005,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1579,1,1579,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1579,1579,1,,,,,,,,,,,,,,,,,,,,0.007,0.001,0.006,,,,,,,,,
1585,1,1585,,,,,,,,,,0.07755,0.00026,0.00100,0.00573,0.084,0.003,0.006,,,,0.009,0.,0.009,,,,,,,,,
1585,1585,1,,,,,,,,,,0.08138,0.00036,0.00122,0.00891,0.092,0.003,0.01,,,,0.012,0.005,0.006,,,,,,,,,
1621,1,1621,,,,,,,,,,0.07848,0.00025,0.00106,0.08024,0.16,0.008,0.076,,,,0.068,0.,0.067,,,,,,,,,
1621,1621,1,,,,,,,,,,0.07791,0.00026,0.00113,0.00798,0.087,0.,0.012,,,,0.008,0.,0.008,,,,,,,,,
1635,1,1635,,,,0.007,0.,0.007,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
1635,1635,1,,,,0.005,0.,0.005,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1640,40,41,,,,0.003,0.,0.003,0.008,0.,0.008,0.07888,0.00100,0.00124,0.00720,0.088,0.003,0.008,,,,0.007,0.,0.007,,,,,,,,,
1644,1,1644,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1644,1644,1,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,
1657,1,1657,,,,,,,,,,0.07813,0.00027,0.00102,0.00629,0.085,0.,0.01,,,,0.006,0.,0.006,,,,,,,,,
1657,1657,1,,,,,,,,,,0.08626,0.00026,0.00103,0.00840,0.096,0.004,0.008,,,,0.009,0.,0.009,,,,,,,,,
1693,1,1693,,,,,,,,,,0.08211,0.00025,0.00105,0.00631,0.089,0.,0.01,,,,0.006,0.,0.006,,,,,,,,,
1693,1693,1,,,,,,,,,,0.07952,0.00026,0.00107,0.00941,0.09,0.003,0.01,,,,0.009,0.,0.009,,,,,,,,,
1694,1,1694,,,,0.007,0.,0.007,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
1694,1694,1,,,,0.009,0.,0.009,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1710,1,1710,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1710,1710,1,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1722,41,42,,,,0.003,0.,0.003,0.004,0.,0.004,0.08585,0.00034,0.00099,0.00728,0.094,0.003,0.01,,,,0.007,0.,0.007,,,,,,,,,
1729,1,1729,,,,,,,,,,0.08032,0.00026,0.00107,0.01204,0.093,0.004,0.012,,,,0.007,0.,0.007,,,,,,,,,
1729,1729,1,,,,,,,,,,0.08198,0.00026,0.00108,0.00918,0.092,0.,0.014,,,,0.01,0.,0.01,,,,,,,,,
1752,1,1752,,,,0.007,0.,0.007,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
1752,1752,1,,,,0.006,0.,0.006,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,
1765,1,1765,,,,,,,,,,0.07961,0.00025,0.00105,0.00671,0.087,0.003,0.007,,,,0.007,0.,0.007,,,,,,,,,
1765,1765,1,,,,,,,,,,0.07888,0.00027,0.00115,0.00916,0.089,0.,0.013,,,,0.009,0.,0.009,,,,,,,,,
1776,1,1776,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1776,1776,1,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1801,1,1801,,,,,,,,,,0.08240,0.00027,0.00108,0.00739,0.091,0.,0.012,,,,0.007,0.,0.007,,,,,,,,,
1801,1801,1,,,,,,,,,,0.07574,0.00026,0.00112,0.00968,0.086,0.,0.014,,,,0.01,0.,0.01,,,,,,,,,
1806,42,43,,,,0.004,0.,0.004,0.004,0.,0.004,0.08273,0.00025,0.00112,0.00798,0.092,0.003,0.008,,,,0.007,0.,0.007,,,,,,,,,
1810,1,1810,,,,0.007,0.,0.007,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,
1810,1810,1,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
1837,1,1837,,,,,,,,,,0.07991,0.00026,0.00112,0.00668,0.088,0.,0.011,,,,0.007,0.,0.007,,,,,,,,,
1837,1837,1,,,,,,,,,,0.12503,0.00026,0.00111,0.00952,0.136,0.002,0.048,,,,0.009,0.,0.009,,,,,,,,,
1842,1,1842,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1842,1842,1,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1868,1,1868,,,,0.009,0.002,0.006,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,
1868,1868,1,,,,0.006,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,
1873,1,1873,,,,,,,,,,0.07952,0.00025,0.00114,0.00744,0.088,0.004,0.008,,,,0.007,0.,0.007,,,,,,,,,
1873,1873,1,,,,,,,,,,0.08085,0.00026,0.00109,0.01003,0.093,0.003,0.011,,,,0.009,0.,0.009,,,,,,,,,
1891,1,1891,,,,,,,,,,0.07728,0.00025,0.00097,0.00693,0.085,0.007,0.003,,,,,,,,,,,,,,,
1891,1891,1,,,,,,,,,,0.07644,0.00026,0.00082,0.01042,0.088,0.,0.014,,,,,,,,,,,,,,,
