param-n,abstract-regression-quadratic-real,abstract-regression-quadratic-sys,abstract-regression-quadratic-user,close-abstract-regression-quadratic-real,close-abstract-regression-quadratic-sys,close-abstract-regression-quadratic-user,ssr-rewrite!-regression-quadratic-real,ssr-rewrite!-regression-quadratic-sys,ssr-rewrite!-regression-quadratic-user,ssr-rewrite?-noop-regression-linear-real,ssr-rewrite?-noop-regression-linear-sys,ssr-rewrite?-noop-regression-linear-user
28,0.014,0.,0.014,0.007,0.,0.007,0.006,0.,0.006,0.,0.,0.
29,0.014,0.,0.014,0.007,0.,0.007,0.007,0.,0.007,0.,0.,0.
30,0.017,0.,0.017,0.008,0.,0.008,0.008,0.,0.008,0.,0.,0.
31,0.016,0.,0.016,0.008,0.,0.008,0.007,0.,0.007,0.,0.,0.
32,0.018,0.,0.018,0.01,0.,0.01,0.008,0.,0.008,0.,0.,0.
33,0.018,0.,0.018,0.009,0.,0.009,0.008,0.,0.008,0.,0.,0.
34,0.021,0.,0.021,0.011,0.,0.011,0.009,0.,0.009,0.,0.,0.
35,0.02,0.,0.02,0.01,0.,0.01,0.009,0.,0.009,0.,0.,0.
36,0.022,0.,0.022,0.012,0.,0.012,0.01,0.,0.01,0.,0.,0.
37,0.022,0.,0.022,0.011,0.,0.011,0.01,0.,0.01,0.,0.,0.
38,0.025,0.,0.025,0.012,0.,0.012,0.012,0.,0.012,0.,0.,0.
39,0.026,0.,0.026,0.014,0.,0.014,0.011,0.,0.011,0.,0.,0.
40,0.026,0.,0.026,0.013,0.,0.013,0.012,0.,0.012,0.,0.,0.
41,0.028,0.,0.028,0.014,0.,0.014,0.013,0.,0.013,0.,0.,0.
42,0.03,0.001,0.028,0.016,0.001,0.014,0.013,0.,0.013,0.,0.,0.
43,0.032,0.,0.032,0.017,0.,0.017,0.013,0.,0.013,0.,0.,0.
44,0.031,0.,0.031,0.016,0.,0.016,0.014,0.,0.014,0.,0.,0.
45,0.034,0.,0.034,0.017,0.,0.017,0.016,0.,0.016,0.,0.,0.
46,0.036,0.,0.036,0.018,0.,0.018,0.017,0.,0.017,0.,0.,0.
47,0.038,0.,0.038,0.019,0.,0.019,0.018,0.,0.018,0.,0.,0.
48,0.041,0.,0.041,0.019,0.,0.019,0.02,0.,0.02,0.,0.,0.
49,0.04,0.,0.04,0.02,0.,0.02,0.019,0.,0.019,0.,0.,0.
50,0.081,0.005,0.076,0.02,0.,0.02,0.06,0.005,0.055,0.,0.,0.
51,0.045,0.,0.045,0.022,0.,0.022,0.022,0.,0.022,0.,0.,0.
52,0.044,0.,0.044,0.023,0.,0.023,0.02,0.,0.02,0.,0.,0.
53,0.047,0.,0.047,0.023,0.,0.023,0.022,0.,0.022,0.,0.,0.
54,0.049,0.,0.049,0.026,0.,0.026,0.022,0.,0.022,0.,0.,0.
55,0.05,0.,0.05,0.027,0.,0.027,0.021,0.,0.021,0.,0.,0.
56,0.054,0.,0.054,0.026,0.,0.026,0.027,0.,0.027,0.,0.,0.
57,0.054,0.,0.054,0.029,0.,0.029,0.024,0.,0.024,0.,0.,0.
58,0.055,0.,0.055,0.03,0.,0.03,0.024,0.,0.024,0.,0.,0.
59,0.059,0.,0.059,0.029,0.,0.029,0.029,0.,0.029,0.,0.,0.
60,0.06,0.,0.06,0.032,0.,0.032,0.027,0.,0.027,0.,0.,0.
61,0.061,0.,0.061,0.031,0.,0.031,0.028,0.,0.028,0.,0.,0.
62,0.069,0.,0.069,0.034,0.,0.034,0.034,0.,0.034,0.,0.,0.
63,0.067,0.,0.067,0.034,0.,0.034,0.032,0.,0.032,0.,0.,0.
64,0.066,0.,0.066,0.036,0.,0.036,0.029,0.,0.029,0.,0.,0.
65,0.068,0.,0.068,0.037,0.,0.037,0.031,0.,0.031,0.,0.,0.
66,0.077,0.001,0.075,0.043,0.001,0.042,0.033,0.,0.032,0.,0.,0.
67,0.078,0.,0.078,0.043,0.,0.043,0.034,0.,0.034,0.,0.,0.
68,0.08,0.,0.08,0.044,0.,0.044,0.034,0.,0.034,0.,0.,0.
69,0.076,0.,0.076,0.042,0.,0.042,0.033,0.,0.033,0.,0.,0.
70,0.082,0.,0.081,0.043,0.,0.042,0.038,0.,0.038,0.,0.,0.
71,0.09,0.,0.09,0.05,0.,0.05,0.039,0.,0.039,0.,0.,0.
72,0.09,0.,0.09,0.05,0.,0.05,0.039,0.,0.039,0.,0.,0.
73,0.086,0.,0.086,0.047,0.,0.047,0.038,0.,0.038,0.,0.,0.
74,0.085,0.,0.084,0.045,0.,0.045,0.039,0.,0.038,0.,0.,0.
75,0.088,0.,0.088,0.047,0.,0.047,0.04,0.,0.04,0.,0.,0.
76,0.092,0.,0.092,0.05,0.,0.05,0.041,0.,0.041,0.,0.,0.
77,0.093,0.,0.093,0.05,0.,0.05,0.042,0.,0.042,0.,0.,0.
78,0.095,0.001,0.094,0.052,0.,0.051,0.042,0.,0.042,0.,0.,0.
79,0.098,0.,0.098,0.052,0.,0.052,0.045,0.,0.045,0.,0.,0.
80,0.1,0.,0.1,0.054,0.,0.054,0.045,0.,0.045,0.,0.,0.
81,0.101,0.,0.101,0.055,0.,0.055,0.045,0.,0.045,0.,0.,0.
82,0.105,0.,0.104,0.055,0.,0.055,0.049,0.,0.048,0.,0.,0.
83,0.108,0.,0.107,0.059,0.,0.058,0.048,0.,0.048,0.,0.,0.
84,0.109,0.,0.109,0.059,0.,0.059,0.048,0.,0.048,0.,0.,0.
85,0.112,0.,0.112,0.06,0.,0.06,0.05,0.,0.05,0.,0.,0.
86,0.114,0.,0.114,0.063,0.,0.063,0.05,0.,0.05,0.,0.,0.
87,0.119,0.,0.117,0.065,0.,0.063,0.053,0.,0.053,0.,0.,0.
88,0.123,0.001,0.121,0.068,0.,0.067,0.053,0.,0.052,0.,0.,0.
89,0.131,0.,0.13,0.075,0.,0.074,0.054,0.,0.054,0.,0.,0.
90,0.132,0.,0.132,0.075,0.,0.075,0.056,0.,0.056,0.,0.,0.
91,0.143,0.001,0.142,0.077,0.,0.077,0.065,0.001,0.064,0.,0.,0.
92,0.147,0.,0.146,0.086,0.,0.085,0.06,0.,0.06,0.,0.,0.
93,0.141,0.,0.14,0.08,0.,0.08,0.059,0.,0.058,0.,0.,0.
94,0.155,0.,0.155,0.083,0.,0.083,0.071,0.,0.071,0.,0.,0.
95,0.154,0.002,0.152,0.084,0.,0.084,0.069,0.001,0.067,0.,0.,0.
96,0.157,0.,0.157,0.093,0.,0.093,0.063,0.,0.063,0.,0.,0.
97,0.153,0.,0.152,0.085,0.,0.084,0.066,0.,0.066,0.,0.,0.
98,0.15,0.,0.149,0.082,0.,0.081,0.067,0.,0.067,0.,0.,0.
99,0.153,0.,0.152,0.084,0.,0.083,0.068,0.,0.068,0.,0.,0.
100,0.169,0.,0.168,0.097,0.,0.096,0.071,0.,0.071,0.,0.,0.
110,0.189,0.,0.189,0.106,0.,0.106,0.082,0.,0.082,0.,0.,0.
120,0.226,0.,0.226,0.125,0.,0.125,0.099,0.,0.099,0.,0.,0.
130,0.261,0.,0.261,0.144,0.,0.144,0.115,0.,0.115,0.,0.,0.
140,0.3,0.,0.299,0.167,0.,0.167,0.131,0.,0.131,0.,0.,0.
150,0.377,0.002,0.375,0.214,0.,0.213,0.162,0.001,0.161,0.,0.,0.
160,0.416,0.,0.416,0.242,0.,0.242,0.172,0.,0.172,0.,0.,0.
170,0.486,0.,0.486,0.28,0.,0.28,0.204,0.,0.204,0.,0.,0.
180,0.515,0.,0.515,0.28,0.,0.28,0.233,0.,0.233,0.,0.,0.
190,0.554,0.,0.554,0.31,0.,0.31,0.242,0.,0.242,0.,0.,0.
200,0.628,0.003,0.624,0.341,0.001,0.339,0.286,0.001,0.284,0.,0.,0.
210,0.664,0.,0.664,0.369,0.,0.369,0.292,0.,0.292,0.,0.,0.
220,0.773,0.001,0.772,0.449,0.,0.449,0.322,0.,0.322,0.,0.,0.
230,0.837,0.,0.837,0.458,0.,0.458,0.378,0.,0.378,0.,0.,0.
240,0.881,0.001,0.879,0.495,0.001,0.494,0.384,0.,0.383,0.,0.,0.
250,0.976,0.005,0.971,0.549,0.002,0.546,0.426,0.001,0.424,0.,0.,0.
260,1.076,0.,1.075,0.629,0.,0.628,0.445,0.,0.445,0.,0.,0.
270,1.124,0.,1.124,0.613,0.,0.613,0.509,0.,0.509,0.,0.,0.
280,1.181,0.,1.181,0.657,0.,0.657,0.522,0.,0.522,0.,0.,0.
290,1.339,0.,1.338,0.778,0.,0.778,0.559,0.,0.558,0.,0.,0.
300,1.395,0.005,1.389,0.77,0.002,0.767,0.624,0.002,0.621,0.,0.,0.
310,1.467,0.,1.467,0.812,0.,0.812,0.653,0.,0.653,0.,0.,0.
320,1.641,0.,1.641,0.959,0.,0.959,0.679,0.,0.679,0.,0.,0.
330,1.662,0.004,1.657,0.91,0.001,0.908,0.75,0.003,0.747,0.,0.,0.
340,1.827,0.001,1.826,1.06,0.,1.06,0.765,0.,0.764,0.,0.,0.
350,1.886,0.005,1.881,1.082,0.,1.082,0.803,0.004,0.798,0.,0.,0.
360,1.952,0.,1.952,1.09,0.,1.09,0.86,0.,0.86,0.,0.,0.
370,2.119,0.,2.119,1.18,0.,1.18,0.937,0.,0.937,0.,0.,0.
380,2.218,0.001,2.217,1.265,0.,1.265,0.951,0.001,0.95,0.,0.,0.
390,2.331,0.,2.33,1.285,0.001,1.284,1.044,0.,1.044,0.,0.,0.
400,2.467,0.01,2.456,1.362,0.004,1.358,1.104,0.005,1.098,0.,0.,0.
