param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
1146,,,,0.277,0.,0.277,,,,,,,,,,,,,,,
1164,,,,,,,0.771,0.007,0.763,,,,,,,,,,,,
1171,,,,,,,0.718,0.003,0.714,,,,,,,,,,,,
1177,,,,0.293,0.,0.292,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,0.022,0.,0.022
1208,,,,0.298,0.,0.298,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,0.024,0.,0.024
1239,,,,0.317,0.,0.317,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.111,0.004,0.005,0.11,0.003,0.005,,,,,,
1256,,,,,,,,,,,,,,,,,,,0.026,0.,0.026
1261,,,,,,,0.859,0.,0.859,,,,,,,,,,,,
1269,,,,0.325,0.,0.325,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,0.028,0.,0.028
1300,,,,0.348,0.,0.348,,,,,,,,,,,,,,,
1331,,,,0.359,0.,0.359,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,0.029,0.,0.029
1351,,,,,,,0.971,0.,0.97,,,,,,,,,,,,
1362,,,,0.379,0.,0.379,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.11,0.002,0.007,0.111,0.004,0.005,,,,,,
1370,,,,0.37,0.,0.37,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1393,,,,0.38,0.,0.38,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,0.033,0.,0.033
1424,,,,0.401,0.,0.401,,,,,,,,,,,,,,,
1441,,,,,,,1.132,0.002,1.129,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,0.033,0.,0.033
1454,,,,,,,1.146,0.01,1.135,,,,,,,,,,,,
1479,,,,,,,,,,0.113,0.004,0.005,0.118,0.004,0.01,,,,,,
1491,,,,,,,,,,,,,,,,,,,0.035,0.,0.035
1530,,,,,,,,,,,,,,,,,,,0.037,0.,0.037
1531,,,,,,,1.267,0.006,1.26,,,,,,,,,,,,
1566,,,,0.492,0.,0.492,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,0.038,0.,0.038
1593,,,,,,,,,,0.115,0.002,0.008,0.113,0.003,0.009,,,,,,
1609,,,,,,,,,,,,,,,,,,,0.041,0.,0.041
1621,,,,,,,1.388,0.003,1.385,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,0.042,0.,0.041
1687,,,,,,,,,,,,,,,,,,,0.045,0.,0.045
1706,,,,,,,,,,0.113,0.002,0.009,0.113,0.003,0.009,,,,,,
1709,,,,0.605,0.001,0.603,,,,,,,,,,,,,,,
1711,,,,,,,1.534,0.,1.534,,,,,,,,,,,,
1726,,,,,,,,,,,,,,,,,,,0.046,0.,0.046
1765,,,,,,,,,,,,,,,,,,,0.049,0.,0.049
1801,,,,,,,1.73,0.,1.73,,,,,,,,,,,,
1805,,,,,,,,,,,,,,,,,,,0.05,0.,0.05
1820,,,,,,,,,,0.121,0.002,0.018,0.114,0.002,0.011,,,,,,
1826,,,,0.65,0.,0.65,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,0.053,0.,0.053
1851,,,,0.696,0.,0.695,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,0.053,0.,0.053
1922,,,,,,,,,,,,,,,,,,,0.056,0.,0.056
1933,,,,,,,,,,0.115,0.003,0.012,0.115,0.004,0.011,,,,,,
1961,,,,,,,,,,,,,,,,,,,0.059,0.,0.059
1993,,,,0.78,0.,0.78,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,0.06,0.,0.06
2013,,,,,,,,,,,,,,,,,,,0.081,0.,0.081
2040,,,,,,,,,,,,,,,,,,,0.063,0.,0.063
2047,,,,,,,,,,0.12,0.003,0.015,0.116,0.002,0.013,,,,,,
2079,,,,,,,,,,,,,,,,,,,0.066,0.,0.066
2118,,,,,,,,,,,,,,,,,,,0.067,0.,0.067
2136,,,,0.921,0.,0.921,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,,,,0.07,0.,0.07
2161,,,,,,,2.495,0.,2.495,0.118,0.002,0.014,0.122,0.004,0.017,,,,,,
2197,,,,,,,,,,,,,,,,,,,0.073,0.,0.073
2236,,,,,,,,,,,,,,,,,,,0.075,0.,0.075
2274,,,,,,,,,,0.12,0.002,0.015,0.12,0.002,0.016,,,,,,
2275,,,,,,,,,,,,,,,,,,,0.077,0.,0.077
2278,,,,1.017,0.,1.017,,,,,,,,,,,,,,,
2282,,,,0.999,0.,0.999,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,,,,0.079,0.,0.079
2353,,,,,,,,,,,,,,,,,,,0.083,0.,0.083
2388,,,,,,,,,,0.123,0.004,0.018,0.12,0.004,0.016,,,,,,
2392,,,,,,,,,,,,,,,,,,,0.085,0.,0.085
2420,,,,1.181,0.,1.181,,,,,,,,,,,,,,,
2432,,,,,,,,,,,,,,,,,,,0.088,0.,0.088
2471,,,,,,,,,,,,,,,,,,,0.09,0.,0.09
2502,,,,,,,,,,0.128,0.002,0.022,0.122,0.003,0.017,,,,,,
2510,,,,,,,,,,,,,,,,,,,0.097,0.,0.097
2521,,,,,,,3.436,0.007,3.428,,,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,,0.099,0.,0.099
2562,,,,1.333,0.,1.333,,,,,,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,,0.101,0.,0.101
2615,,,,,,,,,,0.124,0.002,0.02,0.127,0.003,0.023,,,,,,
2628,,,,,,,,,,,,,,,,,,,0.104,0.,0.104
2667,,,,,,,,,,,,,,,,,,,0.105,0.,0.105
2705,,,,1.471,0.,1.471,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,0.109,0.,0.109
2729,,,,,,,,,,0.125,0.003,0.021,0.13,0.004,0.024,,,,,,
2745,,,,,,,,,,,,,,,,,,,0.11,0.,0.11
2784,,,,,,,,,,,,,,,,,,,0.116,0.,0.116
2824,,,,,,,,,,,,,,,,,,,0.118,0.,0.118
2842,,,,,,,,,,0.126,0.003,0.022,0.13,0.004,0.025,,,,,,
2847,,,,1.616,0.,1.616,,,,,,,,,,,,,,,
2863,,,,,,,,,,,,,,,,,,,0.119,0.,0.119
2881,,,,,,,4.577,0.008,4.568,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,,0.122,0.,0.122
2941,,,,,,,,,,,,,,,,,,,0.133,0.,0.133
2956,,,,,,,,,,0.133,0.005,0.027,0.128,0.004,0.023,,,,,,
2980,,,,,,,,,,,,,,,,,,,0.13,0.,0.13
3019,,,,,,,,,,,,,,,,,,,0.132,0.,0.132
3059,,,,,,,,,,,,,,,,,,,0.136,0.,0.136
3070,,,,,,,,,,0.133,0.003,0.027,0.13,0.003,0.026,,,,,,
3098,,,,,,,,,,,,,,,,,,,0.139,0.,0.139
3137,,,,,,,,,,,,,,,,,,,0.147,0.,0.147
3183,,,,,,,,,,0.135,0.003,0.031,0.135,0.002,0.031,,,,,,
3241,,,,,,,5.651,0.018,5.632,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,0.154,0.,0.154
3297,,,,,,,,,,0.134,0.005,0.027,0.137,0.003,0.032,,,,,,
3398,,,,,,,,,,,,,,,,,,,0.165,0.,0.165
3410,,,,,,,,,,0.139,0.003,0.033,0.14,0.004,0.032,,,,,,
3416,,,,2.317,0.,2.316,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.138,0.004,0.033,0.141,0.006,0.033,,,,,,
3529,,,,,,,,,,,,,,,,,,,0.18,0.,0.18
3601,,,,,,,6.865,0.014,6.85,,,,,,,,,,,,
3638,,,,,,,,,,0.144,0.003,0.04,0.143,0.003,0.038,,,,,,
3660,,,,,,,,,,,,,,,,,,,0.19,0.,0.19
3674,,,,,,,,,,0.159,0.007,0.05,0.167,0.006,0.059,,,,,,
3751,,,,,,,,,,0.146,0.002,0.042,0.145,0.002,0.04,,,,,,
3790,,,,,,,,,,,,,,,,,,,0.203,0.,0.203
3865,,,,,,,,,,0.144,0.003,0.038,0.15,0.003,0.043,,,,,,
3921,,,,,,,,,,,,,,,,,,,0.225,0.,0.224
3979,,,,,,,,,,0.152,0.005,0.042,0.152,0.003,0.046,,,,,,
3985,,,,3.133,0.,3.133,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,0.228,0.,0.228
4052,,,,,,,,,,,,,,,,,,,0.231,0.,0.231
4092,,,,,,,,,,0.151,0.003,0.044,0.152,0.003,0.047,,,,,,
4182,,,,,,,,,,,,,,,,,,,0.248,0.,0.248
4206,,,,,,,,,,0.159,0.003,0.053,0.153,0.003,0.049,,,,,,
4313,,,,,,,,,,,,,,,,,,,0.258,0.,0.258
4319,,,,,,,,,,0.16,0.003,0.054,0.156,0.002,0.051,,,,,,
