param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
0,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001
1,0.005,0.,0.005,0.004,0.001,0.003,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.004,0.,0.004,0.003,0.,0.003
2,0.008,0.,0.007,0.007,0.,0.007,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.006,0.,0.005,0.006,0.,0.006
3,0.011,0.001,0.01,0.012,0.002,0.009,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.001,0.001,0.,0.009,0.,0.008,0.009,0.,0.008
4,0.051,0.003,0.048,0.052,0.008,0.043,0.,0.,0.,0.036,0.002,0.034,0.036,0.,0.036,0.001,0.,0.001,0.013,0.002,0.01,0.013,0.006,0.007
5,0.017,0.,0.017,0.017,0.,0.017,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.015,0.,0.015,0.015,0.,0.015
6,0.023,0.,0.023,0.022,0.,0.022,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.02,0.,0.02,0.019,0.,0.019
7,0.03,0.,0.03,0.029,0.,0.029,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.026,0.,0.026,0.026,0.,0.026
8,0.037,0.,0.037,0.036,0.,0.036,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.032,0.,0.032,0.032,0.,0.032
9,0.045,0.,0.045,0.045,0.,0.045,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.04,0.,0.04,0.04,0.,0.04
10,0.095,0.004,0.09,0.098,0.005,0.093,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.09,0.004,0.085,0.092,0.004,0.087
11,0.067,0.,0.067,0.067,0.,0.067,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.061,0.,0.061,0.061,0.,0.061
12,0.081,0.,0.081,0.081,0.,0.081,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.074,0.,0.074,0.074,0.,0.074
13,0.098,0.,0.098,0.097,0.,0.097,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.09,0.,0.09,0.089,0.,0.089
14,0.116,0.,0.116,0.115,0.,0.115,0.004,0.,0.004,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.108,0.,0.108,0.106,0.,0.106
15,0.138,0.,0.138,0.136,0.,0.136,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.129,0.,0.129,0.126,0.,0.126
16,0.162,0.,0.162,0.16,0.,0.16,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.005,0.151,0.,0.151,0.149,0.,0.149
17,0.188,0.,0.188,0.188,0.,0.188,0.005,0.,0.005,0.005,0.,0.005,0.006,0.,0.006,0.006,0.,0.006,0.176,0.,0.176,0.177,0.,0.177
18,0.219,0.,0.219,0.218,0.,0.218,0.005,0.,0.005,0.005,0.,0.005,0.006,0.,0.006,0.006,0.,0.006,0.205,0.,0.205,0.205,0.,0.205
19,0.261,0.,0.261,0.251,0.,0.251,0.006,0.,0.006,0.006,0.,0.006,0.007,0.,0.007,0.008,0.,0.008,0.247,0.,0.247,0.236,0.,0.236
20,0.289,0.,0.289,0.293,0.,0.293,0.006,0.,0.006,0.006,0.,0.006,0.008,0.,0.008,0.008,0.,0.008,0.273,0.,0.273,0.277,0.,0.277
21,0.333,0.,0.333,0.333,0.,0.333,0.007,0.,0.007,0.007,0.,0.007,0.009,0.,0.009,0.009,0.,0.009,0.315,0.,0.315,0.315,0.,0.315
22,0.382,0.,0.381,0.38,0.,0.38,0.008,0.,0.008,0.007,0.,0.007,0.01,0.,0.01,0.01,0.,0.01,0.363,0.,0.363,0.362,0.,0.362
23,0.433,0.,0.433,0.434,0.,0.434,0.008,0.,0.008,0.008,0.,0.008,0.011,0.,0.011,0.011,0.,0.011,0.412,0.,0.412,0.414,0.,0.414
24,0.497,0.,0.497,0.496,0.,0.495,0.009,0.,0.009,0.009,0.,0.009,0.012,0.,0.012,0.012,0.,0.012,0.475,0.,0.475,0.474,0.,0.472
25,0.562,0.,0.562,0.555,0.,0.555,0.01,0.,0.01,0.009,0.,0.009,0.013,0.,0.013,0.013,0.,0.013,0.538,0.,0.538,0.532,0.,0.532
30,1.,0.,1.,0.999,0.,0.999,0.015,0.,0.015,0.013,0.,0.013,0.02,0.,0.02,0.02,0.,0.02,0.964,0.,0.964,0.965,0.,0.965
