param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.001,0.,0.001
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.,0.003
5,0.,0.,0.,0.004,0.,0.004
6,0.,0.,0.,0.005,0.,0.005
7,0.,0.,0.,0.006,0.001,0.004
8,0.,0.,0.,0.007,0.001,0.005
9,0.,0.,0.,0.008,0.,0.007
10,0.,0.,0.,0.009,0.,0.008
11,0.,0.,0.,0.043,0.003,0.039
12,0.,0.,0.,0.01,0.,0.01
13,0.,0.,0.,0.011,0.,0.011
14,0.,0.,0.,0.028,0.,0.028
15,0.,0.,0.,0.014,0.,0.014
16,0.,0.,0.,0.016,0.,0.016
17,0.,0.,0.,0.019,0.,0.019
18,0.,0.,0.,0.02,0.,0.02
19,0.,0.,0.,0.022,0.,0.022
20,0.,0.,0.,0.024,0.,0.024
21,0.,0.,0.,0.027,0.,0.027
22,0.,0.,0.,0.035,0.,0.035
23,0.,0.,0.,0.036,0.,0.036
24,0.,0.,0.,0.043,0.,0.043
25,0.,0.,0.,0.039,0.,0.039
26,0.,0.,0.,0.045,0.,0.045
27,0.,0.,0.,0.11,0.,0.11
28,0.,0.,0.,0.051,0.,0.051
29,0.,0.,0.,0.087,0.,0.087
30,0.,0.,0.,0.071,0.,0.071
31,0.,0.,0.,0.065,0.,0.065
32,0.,0.,0.,0.071,0.,0.071
33,0.,0.,0.,0.081,0.,0.081
34,0.,0.,0.,0.088,0.,0.087
35,0.,0.,0.,0.146,0.,0.146
36,0.,0.,0.,0.125,0.,0.124
37,0.,0.,0.,0.109,0.,0.109
38,0.,0.,0.,0.107,0.,0.107
39,0.,0.,0.,0.118,0.,0.118
40,0.,0.,0.,0.122,0.,0.122
41,0.,0.,0.,0.131,0.,0.13
42,0.,0.,0.,0.14,0.,0.14
43,0.,0.,0.,0.149,0.,0.148
44,0.,0.,0.,0.159,0.,0.158
45,0.,0.,0.,0.169,0.,0.169
46,0.,0.,0.,0.178,0.,0.177
47,0.,0.,0.,0.187,0.,0.187
48,0.,0.,0.,0.209,0.001,0.207
49,0.,0.,0.,0.217,0.,0.216
50,0.,0.,0.,0.228,0.,0.228
51,0.,0.,0.,0.236,0.,0.236
52,0.,0.,0.,0.254,0.,0.253
53,0.001,0.,0.001,0.265,0.,0.265
54,0.001,0.,0.,0.279,0.001,0.278
55,0.001,0.,0.001,0.294,0.001,0.293
56,0.001,0.,0.001,0.311,0.,0.31
57,0.001,0.,0.001,0.324,0.001,0.322
58,0.001,0.,0.001,0.345,0.,0.345
59,0.001,0.,0.001,0.358,0.,0.358
60,0.001,0.,0.001,0.376,0.,0.376
61,0.001,0.,0.001,0.397,0.,0.397
62,0.001,0.,0.001,0.408,0.,0.408
63,0.001,0.,0.001,0.423,0.,0.423
64,0.001,0.,0.001,0.444,0.,0.443
65,0.001,0.,0.001,0.469,0.,0.469
66,0.001,0.,0.001,0.487,0.,0.487
67,0.001,0.,0.001,0.506,0.,0.506
68,0.001,0.,0.001,0.531,0.,0.53
69,0.001,0.,0.001,0.559,0.001,0.558
70,0.001,0.,0.001,0.598,0.001,0.596
71,0.001,0.,0.001,0.619,0.,0.619
72,0.001,0.,0.001,0.643,0.,0.643
73,0.001,0.,0.001,0.667,0.,0.667
74,0.001,0.,0.001,0.699,0.,0.699
75,0.001,0.,0.001,0.739,0.,0.738
76,0.001,0.,0.001,0.771,0.,0.771
77,0.001,0.,0.001,0.793,0.001,0.791
78,0.001,0.,0.001,0.824,0.002,0.821
79,0.001,0.,0.001,0.847,0.002,0.844
80,0.001,0.,0.001,0.896,0.,0.896
81,0.001,0.,0.001,0.922,0.,0.922
82,0.001,0.,0.001,0.966,0.,0.966
83,0.001,0.,0.001,1.003,0.,1.003
84,0.001,0.,0.,1.056,0.,1.056
85,0.003,0.,0.003,1.095,0.,1.094
86,0.001,0.,0.001,1.135,0.,1.135
87,0.001,0.,0.001,1.195,0.,1.194
88,0.001,0.,0.001,1.213,0.002,1.211
89,0.001,0.,0.001,1.267,0.,1.267
90,0.001,0.,0.001,1.299,0.,1.299
91,0.001,0.,0.001,1.346,0.,1.345
92,0.001,0.,0.001,1.388,0.,1.388
93,0.001,0.,0.001,1.439,0.001,1.438
94,0.001,0.,0.001,1.518,0.,1.518
95,0.001,0.,0.001,1.548,0.,1.548
96,0.001,0.,0.001,1.631,0.,1.631
97,0.001,0.,0.001,1.686,0.,1.686
98,0.001,0.,0.001,1.721,0.,1.721
99,0.001,0.,0.001,1.766,0.,1.765
100,0.001,0.,0.001,1.839,0.,1.839
110,0.001,0.,0.001,2.696,0.017,2.678
120,0.002,0.,0.002,3.245,0.,3.244
130,0.002,0.,0.002,4.272,0.004,4.267
140,0.002,0.,0.002,5.541,0.002,5.538
150,0.002,0.,0.002,7.014,0.003,7.009
160,0.002,0.,0.002,8.807,0.001,8.804
170,0.002,0.,0.002,10.926,0.001,10.923
180,0.002,0.,0.002,13.347,0.003,13.342
190,0.002,0.,0.002,16.262,0.002,16.259
200,0.003,0.,0.003,19.622,0.,19.62
