param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
229,,,,,,,,,,0.07841,0.00013,0.00056,0.00023,0.079,0.,0.001,0.07924,0.00015,0.00055,0.00023,0.08,0.,0.001,,,,,,
232,,,,,,,0.026,0.001,0.025,,,,,,,,,,,,,,,,,,,,
233,,,,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,0.028,0.,0.028,,,,,,,,,,,,,,,,,,0.001,0.,0.001
242,,,,0.088,0.,0.088,0.032,0.,0.032,,,,,,,,,,,,,,,,,,,,
247,,,,,,,0.037,0.,0.037,,,,,,,,,,,,,,,,,,,,
250,,,,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,0.024,0.,0.024,,,,,,,,,,,,,,,,,,,,
258,,,,,,,0.111,0.,0.111,,,,,,,,,,,,,,,,,,,,
259,,,,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,0.029,0.,0.029,,,,,,,,,,,,,,,,,,,,
268,,,,0.022,0.,0.022,0.068,0.,0.068,,,,,,,,,,,,,,,,,,,,
273,,,,,,,0.037,0.,0.037,,,,,,,,,,,,,,,,,,,,
276,,,,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,0.001,0.,0.001
279,,,,,,,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,
284,,,,,,,0.03,0.,0.029,,,,,,,,,,,,,,,,,,,,
285,,,,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,0.039,0.,0.038,,,,,,,,,,,,,,,,,,,,
292,,,,,,,0.048,0.,0.048,,,,,,,,,,,,,,,,,,,,
293,,,,0.026,0.,0.026,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,
300,,,,,,,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,
302,,,,0.034,0.,0.034,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,0.038,0.,0.038,,,,,,,,,,,,,,,,,,,,
310,,,,0.03,0.,0.029,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,
315,,,,,,,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
319,,,,0.038,0.,0.038,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,
326,,,,,,,0.055,0.001,0.053,,,,,,,,,,,,,,,,,,,,
328,,,,0.032,0.,0.032,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,0.05,0.,0.05,,,,,,,,,,,,,,,,,,,,
336,,,,0.102,0.,0.102,0.049,0.,0.048,,,,,,,,,,,,,,,,,,,,
341,,,,,,,0.047,0.,0.047,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,0.07850,0.00015,0.00077,0.00032,0.079,0.,0.002,0.07883,0.00015,0.00075,0.00032,0.08,0.001,0.001,,,,,,
345,,,,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,0.054,0.,0.054,,,,,,,,,,,,,,,,,,,,
352,,,,,,,0.051,0.,0.051,,,,,,,,,,,,,,,,,,,,
353,,,,0.056,0.,0.056,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
357,,,,,,,0.053,0.,0.053,,,,,,,,,,,,,,,,,,,,
362,,,,0.038,0.,0.038,0.053,0.,0.053,,,,,,,,,,,,,,,,,,,,
367,,,,,,,0.051,0.,0.051,,,,,,,,,,,,,,,,,,,,
370,,,,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,0.057,0.,0.057,,,,,,,,,,,,,,,,,,,,
378,,,,,,,0.071,0.,0.07,,,,,,,,,,,,,,,,,,,,
379,,,,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,0.077,0.,0.077,,,,,,,,,,,,,,,,,,,,
387,,,,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,0.079,0.,0.079,,,,,,,,,,,,,,,,,,,,
394,,,,,,,0.061,0.,0.061,,,,,,,,,,,,,,,,,,0.003,0.,0.003
396,,,,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,0.072,0.,0.071,,,,,,,,,,,,,,,,,,,,
404,,,,,,,0.082,0.,0.082,,,,,,,,,,,,,,,,,,,,
405,,,,0.046,0.,0.046,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,0.079,0.,0.079,,,,,,,,,,,,,,,,,,,,
413,,,,0.047,0.,0.047,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,0.08,0.,0.08,,,,,,,,,,,,,,,,,,,,
420,,,,,,,0.093,0.,0.092,,,,,,,,,,,,,,,,,,,,
422,,,,0.049,0.,0.049,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,
430,,,,0.051,0.,0.051,0.09,0.,0.089,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.,0.003
435,,,,,,,0.069,0.,0.069,,,,,,,,,,,,,,,,,,,,
439,,,,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,0.093,0.,0.093,,,,,,,,,,,,,,,,,,,,
446,,,,,,,0.076,0.,0.075,,,,,,,,,,,,,,,,,,,,
447,,,,0.054,0.,0.054,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,0.088,0.002,0.085,,,,,,,,,,,,,,,,,,,,
456,,,,0.055,0.,0.055,,,,0.07909,0.00015,0.00103,0.00042,0.08,0.,0.002,0.07932,0.00015,0.00102,0.00041,0.081,0.001,0.001,,,,,,
458,,,,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,,,,
465,,,,0.058,0.,0.057,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,0.113,0.,0.113,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
473,,,,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,,,,
482,,,,0.061,0.,0.061,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,0.091,0.,0.091,,,,,,,,,,,,,,,,,,,,
490,,,,0.063,0.,0.063,,,,,,,,,,,,,,,,,,,,,,,
499,,,,0.065,0.,0.065,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,0.105,0.,0.105,,,,,,,,,,,,,,,,,,,,
507,,,,0.067,0.,0.067,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
516,,,,0.072,0.001,0.071,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,0.12,0.,0.119,,,,,,,,,,,,,,,,,,,,
525,,,,0.072,0.,0.071,,,,,,,,,,,,,,,,,,,,,,,
533,,,,0.074,0.001,0.073,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,0.141,0.,0.141,,,,,,,,,,,,,,,,,,,,
542,,,,0.076,0.,0.076,,,,,,,,,,,,,,,,,,,,,,,
550,,,,0.078,0.,0.078,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
559,,,,0.081,0.,0.081,0.164,0.001,0.162,,,,,,,,,,,,,,,,,,,,
567,,,,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,0.07994,0.00013,0.00131,0.00049,0.082,0.,0.002,0.08002,0.00015,0.00143,0.00049,0.082,0.,0.002,,,,,,
576,,,,0.084,0.,0.084,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,0.176,0.,0.175,,,,,,,,,,,,,,,,,,,,
583,,,,,,,0.157,0.003,0.153,,,,,,,,,,,,,,,,,,,,
585,,,,0.087,0.,0.087,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
593,,,,0.089,0.,0.089,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,0.188,0.005,0.182,,,,,,,,,,,,,,,,,,,,
602,,,,0.092,0.,0.092,,,,,,,,,,,,,,,,,,,,,,,
610,,,,0.095,0.,0.095,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,0.159,0.,0.158,,,,,,,,,,,,,,,,,,,,
619,,,,0.097,0.,0.097,,,,,,,,,,,,,,,,,,,,,,,
627,,,,0.099,0.,0.099,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007
631,,,,,,,0.176,0.,0.175,,,,,,,,,,,,,,,,,,,,
636,,,,0.102,0.,0.102,,,,,,,,,,,,,,,,,,,,,,,
644,,,,0.105,0.,0.104,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,0.208,0.,0.208,,,,,,,,,,,,,,,,,,,,
653,,,,0.107,0.,0.107,,,,,,,,,,,,,,,,,,,,,,,
662,,,,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,0.209,0.,0.209,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008
670,,,,0.111,0.,0.111,,,,,,,,,,,,,,,,,,,,,,,
679,,,,0.115,0.,0.115,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,0.07915,0.00013,0.00164,0.00061,0.081,0.001,0.001,0.07909,0.00015,0.00168,0.00063,0.081,0.,0.002,,,,,,
685,,,,,,,0.277,0.,0.277,,,,,,,,,,,,,,,,,,,,
687,,,,0.118,0.,0.118,,,,,,,,,,,,,,,,,,,,,,,
696,,,,0.121,0.,0.121,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,0.275,0.,0.275,,,,,,,,,,,,,,,,,,,,
704,,,,0.125,0.,0.125,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008
713,,,,0.125,0.,0.125,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,0.256,0.002,0.253,,,,,,,,,,,,,,,,,,,,
739,,,,,,,0.263,0.,0.263,,,,,,,,,,,,,,,,,,,,
744,,,,0.136,0.,0.136,,,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
757,,,,,,,0.296,0.,0.296,,,,,,,,,,,,,,,,,,,,
775,,,,0.144,0.,0.144,0.341,0.,0.341,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
793,,,,,,,0.286,0.,0.286,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,0.08027,0.00013,0.00205,0.00073,0.083,0.,0.003,0.08035,0.00015,0.00208,0.00070,0.083,0.,0.003,,,,,,
806,,,,0.157,0.,0.157,,,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,0.336,0.,0.336,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.,0.011
829,,,,,,,0.356,0.,0.356,,,,,,,,,,,,,,,,,,,,
837,,,,0.169,0.,0.169,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,0.414,0.,0.414,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.,0.027
865,,,,,,,0.351,0.,0.35,,,,,,,,,,,,,,,,,,,,
868,,,,0.18,0.,0.18,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,0.496,0.005,0.49,,,,,,,,,,,,,,,,,,,,
883,,,,,,,0.38,0.,0.38,,,,,,,,,,,,,,,,,,,,
898,,,,0.194,0.,0.194,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,0.48,0.,0.479,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
911,,,,,,,,,,0.07951,0.00013,0.01674,0.00079,0.097,0.,0.018,0.07994,0.00014,0.00256,0.00079,0.083,0.,0.004,,,,,,
914,,,,0.321,0.,0.321,,,,,,,,,,,,,,,,,,,,,,,
929,,,,0.2,0.,0.2,,,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.,0.014
960,,,,0.213,0.,0.213,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.,0.015
991,,,,0.227,0.,0.227,0.478,0.,0.478,,,,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.,0.016
1022,,,,0.24,0.,0.24,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,0.08008,0.00013,0.00317,0.00092,0.084,0.,0.005,0.07950,0.00015,0.00300,0.00101,0.083,0.,0.004,,,,,,
1053,,,,0.257,0.,0.256,,,,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017
1081,,,,,,,0.641,0.,0.641,,,,,,,,,,,,,,,,,,,,
1084,,,,0.27,0.,0.27,,,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.,0.019
1115,,,,0.285,0.,0.284,,,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,,,,0.08035,0.00013,0.00369,0.00096,0.085,0.,0.005,0.07895,0.00015,0.00361,0.00095,0.083,0.,0.005,,,,0.02,0.,0.02
1146,,,,0.302,0.,0.302,,,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,0.919,0.004,0.914,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,0.696,0.,0.696,,,,,,,,,,,,,,,,,,,,
1177,,,,0.318,0.,0.318,,,,,,,,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.,0.021
1208,,,,0.337,0.,0.336,,,,,,,,,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.,0.022
1239,,,,0.35,0.,0.349,,,,,,,,,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.07990,0.00013,0.00421,0.00103,0.085,0.,0.006,0.07919,0.00018,0.00422,0.00108,0.084,0.,0.006,,,,,,
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.,0.029
1261,,,,,,,0.823,0.,0.823,,,,,,,,,,,,,,,,,,,,
1269,,,,0.367,0.,0.367,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.,0.025
1300,,,,0.388,0.,0.386,,,,,,,,,,,,,,,,,,,,,,,
1331,,,,0.405,0.,0.404,,,,,,,,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.,0.027
1351,,,,,,,0.986,0.,0.986,,,,,,,,,,,,,,,,,,,,
1362,,,,0.418,0.,0.418,,,,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.07934,0.00013,0.01120,0.00112,0.091,0.,0.012,0.08101,0.00016,0.00493,0.00115,0.087,0.,0.006,,,,,,
1370,,,,0.589,0.,0.589,,,,,,,,,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.,0.028
1393,,,,0.438,0.,0.437,,,,,,,,,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1424,,,,0.452,0.001,0.45,,,,,,,,,,,,,,,,,,,,,,,
1441,,,,,,,1.124,0.,1.124,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.,0.031
1454,,,,,,,1.153,0.008,1.144,,,,,,,,,,,,,,,,,,,,
1479,,,,,,,,,,0.07916,0.00013,0.00558,0.00125,0.086,0.,0.006,0.08048,0.00015,0.00564,0.00120,0.087,0.,0.006,,,,,,
1491,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.,0.033
1530,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.,0.034
1531,,,,,,,1.259,0.005,1.253,,,,,,,,,,,,,,,,,,,,
1566,,,,0.545,0.,0.545,,,,,,,,,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.,0.036
