param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-native-compute-compilation-real,cps+native-compute-native-compute-conversion-to-native-code-real,cps+native-compute-native-compute-evaluation-real,cps+native-compute-native-compute-reification-real,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
8,4,2,,,,,,,,,,,,,,,,,,,,,,,0.072,0.,0.072,0.072,0.,0.072,0.151,0.,0.151
8,8,1,,,,,,,,,,,,,,,,,,,,,,,0.09,0.,0.089,0.097,0.,0.097,0.202,0.,0.202
9,1,9,,,,,,,,,,,,,,,,,,,,,,,0.391,0.,0.391,0.392,0.,0.392,0.58,0.,0.58
9,3,3,,,,,,,,,,,,,,,,,,,,,,,0.115,0.,0.114,0.117,0.,0.117,0.165,0.,0.165
9,9,1,,,,,,,,,,,,,,,,,,,,,,,0.148,0.,0.148,0.159,0.,0.159,0.245,0.,0.245
10,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.761,0.,0.761
10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.,0.318
11,1,11,,,,,,,,,,,,,,,,,,,,,,,0.863,0.001,0.862,0.87,0.,0.87,,,
11,11,1,,,,,,,,,,,,,,,,,,,,,,,0.249,0.,0.249,0.274,0.,0.274,,,
12,1,12,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,1.23,0.001,1.229,1.227,0.,1.227,,,
12,3,4,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,0.219,0.,0.219,0.219,0.,0.219,0.134,0.,0.134
12,12,1,0.001,0.,0.,,,,,,,,,,,,,,,,,,,,0.32,0.001,0.319,0.362,0.,0.361,,,
13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.001,1.597
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.763,0.,0.763
15,1,15,,,,,,,,,,,,,,,,,,,,,,,3.564,0.002,3.56,3.629,0.,3.627,,,
15,15,1,,,,,,,,,,,,,,,,,,,,,,,0.668,0.001,0.667,0.775,0.002,0.773,,,
16,1,16,,,,,,,,,,,,,,,,,0.002,0.,0.001,,,,,,,,,,,,
16,4,4,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
16,16,1,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.068,0.005,4.062
17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.036,0.,2.035
18,1,18,0.003,0.,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,0.338,0.,0.338
24,1,24,0.005,0.,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.003,0.,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,,,,,0.004,0.,0.003,,,,,,,,,,,,
27,27,1,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
30,5,6,0.002,0.,0.002,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
31,1,31,0.007,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,0.046,0.003,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,0.007,0.,0.007,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
37,37,1,0.003,0.,0.003,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
42,1,42,,,,,,,,,,0.07673,0.00019,0.00043,0.00015,0.151,0.017,0.057,,,,0.,0.,0.,,,,,,,,,
42,6,7,0.002,0.,0.002,,,,,,,0.07613,0.00019,0.00043,0.00033,0.077,0.,0.001,0.002,0.,0.002,0.,0.,0.,,,,,,,,,
42,42,1,,,,,,,,,,0.07639,0.00019,0.00040,0.00018,0.077,0.,0.001,,,,0.,0.,0.,,,,,,,,,
43,1,43,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
48,48,1,,,,,,,,,,,,,,,,,0.003,0.001,0.002,,,,,,,,,,,,
49,1,49,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,7,7,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,1,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,55,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,1,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,0.003,0.,0.003,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
58,1,58,,,,,,,,,,,,,,,,,0.053,0.005,0.048,,,,,,,,,,,,
58,58,1,,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
61,1,61,0.016,0.,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,64,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
64,8,8,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
64,64,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
67,1,67,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,68,,,,,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
68,68,1,,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,,,,
72,8,9,0.004,0.,0.004,,,,,,,0.07780,0.00019,0.00038,0.00024,0.078,0.,0.,0.003,0.,0.003,0.,0.,0.,,,,,,,,,
74,1,74,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,1,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,78,,,,,,,,,,0.07596,0.00019,0.00039,0.00023,0.076,0.,0.001,,,,0.,0.,0.,,,,,,,,,
78,78,1,,,,,,,,,,0.07602,0.00027,0.00040,0.00029,0.077,0.,0.001,,,,0.,0.,0.,,,,,,,,,
79,1,79,,,,,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,,,,
79,79,1,,,,,,,,,,,,,,,,,0.005,0.,0.004,,,,,,,,,,,,
80,1,80,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,1,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1,86,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,1,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1,89,,,,,,,,,,,,,,,,,0.019,0.,0.019,,,,,,,,,,,,
89,89,1,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
90,9,10,0.005,0.,0.005,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
92,1,92,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,1,0.021,0.,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1,98,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,1,0.021,0.,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,99,,,,,,,,,,,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
99,99,1,,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
104,1,104,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.082,0.,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.038,0.,0.038,,,,,,,,,,,,,,0.027,0.,0.027,,,,,,,,,,,,
110,10,11,0.006,0.,0.006,,,,,,,0.07561,0.00021,0.00040,0.00032,0.076,0.,0.001,0.004,0.,0.004,0.,0.,0.,,,,,,,,,
110,110,1,0.023,0.,0.023,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.07570,0.00019,0.00039,0.00037,0.076,0.,0.002,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.07604,0.00019,0.00039,0.00042,0.077,0.,0.002,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.073,0.,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
123,1,123,0.061,0.,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.026,0.,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.051,0.,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.035,0.,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,,,,,0.036,0.,0.036,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,,,,
132,11,12,0.007,0.,0.007,0.,0.,0.,0.,0.,0.,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
135,1,135,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,,,,,0.041,0.,0.041,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.07603,0.00019,0.00040,0.00057,0.077,0.,0.001,,,,0.,0.,0.,,,,,,,,,
150,150,1,,,,,,,,,,0.07664,0.00034,0.00039,0.00071,0.078,0.001,0.001,,,,0.001,0.,0.,,,,,,,,,
151,1,151,,,,,,,,,,,,,,,,,0.046,0.,0.046,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
156,12,13,0.008,0.,0.008,,,,,,,0.12214,0.00019,0.00042,0.00043,0.123,0.002,0.043,0.006,0.,0.006,0.001,0.,0.001,,,,,,,,,
157,1,157,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.1,0.,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,,,,,0.052,0.,0.052,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,,,,,0.057,0.,0.057,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,,,,
180,1,180,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.082,0.,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,,,,,0.067,0.,0.067,,,,,,,,,,,,
182,13,14,0.01,0.,0.01,0.,0.,0.,0.,0.,0.,0.07628,0.00019,0.00045,0.00050,0.077,0.,0.002,0.008,0.,0.008,0.001,0.001,0.,,,,,,,,,
182,182,1,,,,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.07683,0.00019,0.00042,0.00049,0.078,0.,0.002,,,,0.,0.,0.,,,,,,,,,
185,185,1,,,,,,,,,,0.07658,0.00021,0.00041,0.00064,0.077,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
193,1,193,,,,,,,,,,,,,,,,,0.071,0.,0.071,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,,,,,0.023,0.,0.023,,,,,,,,,,,,
202,1,202,0.109,0.,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.077,0.,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,,,,,0.078,0.,0.078,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
210,1,210,0.179,0.01,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.011,0.,0.011,,,,,,,0.07677,0.00020,0.00040,0.00058,0.078,0.,0.002,0.009,0.,0.009,0.001,0.,0.001,,,,,,,,,
210,210,1,0.084,0.,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,,,,,0.091,0.,0.091,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,,,,,0.025,0.,0.025,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.07634,0.00021,0.00045,0.00058,0.077,0.,0.002,,,,0.001,0.,0.,,,,,,,,,
221,221,1,,,,,,,,,,0.07607,0.00019,0.00043,0.00073,0.077,0.,0.002,,,,0.044,0.003,0.04,,,,,,,,,
224,1,224,0.129,0.,0.129,,,,,,,,,,,,,,0.091,0.,0.091,,,,,,,,,,,,
224,224,1,0.087,0.,0.087,,,,,,,,,,,,,,0.027,0.,0.027,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,,,,,0.098,0.,0.098,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.001,0.001,0.,,,,,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
240,15,16,0.013,0.,0.013,0.,0.,0.,0.,0.,0.,,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,,,,,0.105,0.,0.105,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
247,1,247,0.148,0.,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.092,0.,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,,,,,0.17,0.,0.17,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.07660,0.00019,0.00043,0.00066,0.078,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
257,257,1,,,,,,,,,,0.07901,0.00019,0.00045,0.00087,0.08,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,0.18,0.,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.13,0.001,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.017,0.,0.017,,,,,,,0.07651,0.00024,0.00043,0.00071,0.078,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
291,1,291,,,,,,,,,,,,,,,,,0.146,0.,0.146,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,,,,,0.043,0.,0.043,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.07690,0.00019,0.00045,0.00079,0.078,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
293,293,1,,,,,,,,,,0.07658,0.00021,0.00044,0.00099,0.078,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
297,1,297,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.,0.,0.,0.07669,0.00019,0.00039,0.00100,0.078,0.,0.001,0.014,0.,0.014,0.001,0.,0.001,,,,,,,,,
307,1,307,,,,,,,,,,0.07677,0.00020,0.00040,0.00093,0.078,0.,0.002,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.07607,0.00022,0.00039,0.00120,0.078,0.,0.002,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,,,,,0.225,0.,0.225,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,,,,,0.058,0.,0.057,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.07620,0.00020,0.00043,0.00087,0.077,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.07655,0.00019,0.00041,0.00112,0.078,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
336,1,336,0.259,0.,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.178,0.,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.07650,0.00022,0.00043,0.00090,0.078,0.,0.002,0.015,0.,0.015,0.001,0.,0.001,,,,,,,,,
355,1,355,,,,0.044,0.002,0.041,0.045,0.002,0.042,,,,,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,,,,,0.229,0.,0.229,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,,,,,0.059,0.,0.059,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.07663,0.00021,0.00044,0.00095,0.078,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
365,365,1,,,,,,,,,,0.07659,0.00028,0.00045,0.00123,0.078,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
380,19,20,,,,,,,,,,0.07830,0.00019,0.00046,0.00099,0.08,0.,0.001,0.018,0.,0.018,0.001,0.,0.001,,,,,,,,,
400,1,400,,,,,,,,,,,,,,,,,0.267,0.,0.267,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,,,,,0.081,0.,0.081,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.07654,0.00019,0.00041,0.00104,0.078,0.001,0.001,,,,0.001,0.,0.001,,,,,,,,,
401,401,1,,,,,,,,,,0.07650,0.00019,0.00042,0.00132,0.078,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
402,1,402,,,,,,,,,,,,,,,,,0.312,0.014,0.298,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,,,,,0.08,0.,0.08,,,,,,,,,,,,
404,1,404,0.386,0.,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,0.295,0.001,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
414,1,414,0.493,0.,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,0.373,0.,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.055,0.,0.055,0.,0.,0.,0.,0.,0.,0.07653,0.00021,0.00043,0.00109,0.078,0.,0.002,0.035,0.,0.035,0.001,0.,0.001,,,,,,,,,
436,1,436,,,,,,,,,,,,,,,,,0.3,0.,0.3,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,,,,,0.092,0.,0.092,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.07722,0.00029,0.00044,0.00122,0.079,0.,0.002,,,,0.017,0.,0.017,,,,,,,,,
437,437,1,,,,,,,,,,0.07738,0.00020,0.00044,0.00159,0.079,0.001,0.002,,,,0.002,0.,0.002,,,,,,,,,
462,21,22,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.07989,0.00019,0.00042,0.00121,0.081,0.001,0.001,0.022,0.,0.022,0.001,0.,0.001,,,,,,,,,
471,1,471,0.486,0.,0.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,0.345,0.,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.001,0.,0.001,0.001,0.,0.001,0.07674,0.00019,0.00046,0.00124,0.078,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
472,472,1,,,,0.,0.,0.,0.001,0.,0.001,0.07716,0.00019,0.00047,0.00155,0.079,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
473,1,473,,,,,,,,,,,,,,,,,0.346,0.,0.346,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,,,,,0.108,0.,0.108,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.07655,0.00020,0.00043,0.00130,0.078,0.,0.002,0.024,0.,0.024,0.002,0.,0.002,,,,,,,,,
508,1,508,,,,,,,,,,0.08005,0.00022,0.00060,0.00178,0.082,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
508,508,1,,,,,,,,,,0.07973,0.00024,0.00046,0.00169,0.082,0.001,0.002,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,,,,,0.392,0.,0.392,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,,,,,0.107,0.,0.106,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
538,1,538,0.672,0.,0.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,0.523,0.,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.07765,0.00019,0.00046,0.00142,0.079,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
544,544,1,,,,,,,,,,0.07682,0.00019,0.00044,0.00178,0.079,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
